OA_Code,Latitude,Longitude,All occupied Households,No Cars or Vans,One Car or Van,Two Cars or Vans,Three Cars or Vans,Four or More Cars or Vans
S00144768,55.92049471,-3.281246999,48,21,17,5,2,-
S00144769,55.92150189,-3.261149112,47,14,20,14,1,-
S00144770,55.92110618,-3.279474913,49,15,27,6,-,-
S00144771,55.92154744,-3.216423811,43,4,26,13,-,-
S00144772,55.92083752,-3.282842531,50,12,24,10,1,-
S00144773,55.92065829,-3.265426282,66,25,31,9,1,-
S00144774,55.92091164,-3.285213316,54,11,33,5,2,-
S00144775,55.92117751,-3.273460377,32,21,6,3,3,-
S00144776,55.92028603,-3.29689009,65,42,21,1,1,-
S00144777,55.92161297,-3.150704286,59,26,25,5,-,-
S00144778,55.92019362,-3.246672906,74,3,40,25,5,3
S00144779,55.92203423,-3.148892493,38,19,15,3,-,2
S00144780,55.92135884,-3.21459364,49,5,26,15,2,-
S00144781,55.92116805,-3.221164586,40,7,18,14,1,-
S00144782,55.92017096,-3.283860637,32,9,13,6,2,-
S00144783,55.92176611,-3.164998914,51,24,19,7,1,-
S00144784,55.9212833,-3.153286861,61,25,26,7,3,-
S00144785,55.92083555,-3.293339939,66,42,19,7,-,-
S00144786,55.92032369,-3.278681033,65,33,18,10,2,1
S00144787,55.9216526,-3.156066226,43,18,16,6,-,2
S00144788,55.92017867,-3.298550712,66,42,15,5,1,-
S00144789,55.92132038,-3.222113512,53,37,17,2,-,-
S00144790,55.92200858,-3.157389025,79,36,37,6,1,-
S00144791,55.92085601,-3.271529567,42,31,10,1,-,-
S00144792,55.92094422,-3.212900448,61,27,26,7,1,-
S00144793,55.92031309,-3.296026883,69,55,14,-,1,-
S00144794,55.91998863,-3.244730107,38,1,19,14,3,-
S00144795,55.91881496,-3.164462345,53,19,26,5,-,-
S00144796,55.92069162,-3.273524452,50,25,23,4,-,-
S00144797,55.92133938,-3.14824785,61,25,27,7,3,-
S00144798,55.91990987,-3.286492311,46,15,28,3,-,-
S00144799,55.91992344,-3.277419709,56,38,15,2,-,-
S00144800,55.92033832,-3.205056612,38,7,11,14,4,-
S00144801,55.92054453,-3.28508915,42,12,25,4,-,1
S00144802,55.91961342,-3.28131393,50,29,15,3,2,2
S00144803,55.92050475,-3.16155268,42,9,18,11,-,1
S00144804,55.91908736,-3.267023241,41,16,22,5,2,-
S00144805,55.92067664,-3.219068869,52,7,27,23,-,-
S00144806,55.9203076,-3.158634466,79,36,36,8,-,-
S00144807,55.91738356,-3.29775321,42,24,16,2,-,-
S00144808,55.91933092,-3.290297519,46,34,7,2,-,-
S00144809,55.92049933,-3.21427872,61,7,31,19,1,1
S00144810,55.92038017,-3.210866592,45,1,26,19,2,-
S00144811,55.92089689,-3.152331268,45,24,16,5,1,1
S00144812,55.91935453,-3.267255981,61,26,22,12,-,1
S00144813,55.91998955,-3.296032086,44,40,10,-,-,-
S00144814,55.91878708,-3.241811358,49,8,22,22,2,-
S00144815,55.92105473,-3.167057839,47,27,20,-,-,-
S00144816,55.92066573,-3.152068378,43,13,17,7,-,-
S00144817,55.91954065,-3.284847905,32,11,19,3,1,-
S00144818,55.91920794,-3.290885492,46,35,9,2,1,-
S00144819,55.91935558,-3.279321222,35,26,7,4,-,-
S00144820,55.91503443,-3.15082936,62,17,31,15,1,1
S00144821,55.91995829,-3.219926411,73,17,35,20,-,1
S00144822,55.91955422,-3.294705414,67,52,9,2,-,3
S00144823,55.91979329,-3.149274232,40,11,21,7,-,-
S00144824,55.92053049,-3.149232044,44,13,19,10,2,-
S00144825,55.91952873,-3.27822281,53,43,11,2,1,-
S00144826,55.91910937,-3.297698875,36,16,21,2,-,1
S00144827,55.91974414,-3.211582834,43,7,26,8,-,2
S00144828,55.91766626,-3.272385178,71,52,18,1,-,-
S00144829,55.92018647,-3.154310396,44,22,17,4,-,-
S00144830,55.91922187,-3.245025558,47,7,26,18,3,-
S00144831,55.91884484,-3.298074069,52,33,18,7,-,-
S00144832,55.91547154,-3.240905347,46,5,23,15,5,-
S00144833,55.9193922,-3.294732016,66,45,15,3,-,-
S00144834,55.91920797,-3.2848689,63,26,26,10,-,1
S00144835,55.91804142,-3.276941772,61,37,23,2,-,-
S00144836,55.92012998,-3.156500944,48,21,17,8,1,-
S00144837,55.91882377,-3.287240399,46,12,19,11,1,-
S00144838,55.91882394,-3.282055948,49,32,16,-,-,-
S00144839,55.91874835,-3.258899507,44,8,13,18,3,2
S00144840,55.91901504,-3.292143198,52,25,19,3,1,-
S00144841,55.91931759,-3.169261822,66,12,38,12,3,-
S00144842,55.91889658,-3.284570572,42,7,26,6,1,2
S00144843,55.91881946,-3.279895611,62,42,23,1,-,-
S00144844,55.91934871,-3.216146915,83,10,49,23,-,1
S00144845,55.9189903,-3.296206755,61,51,10,-,-,-
S00144846,55.91865371,-3.262000688,49,4,22,18,3,2
S00144847,55.9196764,-3.153127126,47,17,20,7,-,1
S00144848,55.91992795,-3.162687541,47,15,21,8,3,-
S00144849,55.91885729,-3.294330146,49,27,21,4,-,-
S00144850,55.91911269,-3.161479038,77,45,30,3,-,-
S00144851,55.91858094,-3.291552705,33,16,14,2,1,-
S00144852,55.91843186,-3.278282713,62,41,19,2,-,-
S00144853,55.91836855,-3.297226083,37,19,16,1,1,-
S00144854,55.91997874,-3.15729652,51,25,24,3,-,-
S00144855,55.91875659,-3.296214956,60,39,21,1,-,-
S00144856,55.91757837,-3.244940866,43,5,16,18,3,-
S00144857,55.91862899,-3.274000851,49,30,15,4,1,-
S00144858,55.91848489,-3.290429421,50,34,10,6,-,-
S00144859,55.91892692,-3.151600761,82,23,53,6,4,1
S00144860,55.91711445,-3.221277127,75,9,39,23,6,-
S00144861,55.91920713,-3.139832144,50,19,23,7,-,1
S00144862,55.9184577,-3.274923303,32,19,8,2,-,-
S00144863,55.91856652,-3.275694938,60,46,13,1,-,-
S00144864,55.91894967,-3.158753961,73,43,24,4,1,1
S00144865,55.91939449,-3.1630396,45,11,17,8,3,-
S00144866,55.91579864,-3.263523922,51,1,26,21,2,1
S00144867,55.90938512,-3.320682477,77,3,41,29,3,1
S00144868,55.91835702,-3.282024532,39,30,8,2,-,-
S00144869,55.91660185,-3.2464296,49,3,19,21,-,1
S00144870,55.91854425,-3.223882277,41,3,21,13,4,1
S00144871,55.91643965,-3.230392073,39,6,22,11,-,-
S00144872,55.91922214,-3.154617757,38,13,21,1,3,-
S00144873,55.91892247,-3.157825081,64,41,20,3,-,-
S00144874,55.9183119,-3.21649847,45,4,20,20,-,2
S00144875,55.91752171,-3.167239674,51,4,32,15,2,1
S00144876,55.91795822,-3.296940357,59,32,19,5,3,-
S00144877,55.91752142,-3.294045608,46,24,15,5,2,-
S00144878,55.91806557,-3.278078643,64,39,22,3,-,-
S00144879,55.91229695,-3.252706908,80,5,34,36,5,-
S00144880,55.91890384,-3.155024323,45,15,26,3,-,1
S00144881,55.91810568,-3.280272114,53,30,18,5,-,-
S00144882,55.91695723,-3.28269835,37,31,12,-,-,-
S00144883,55.91750947,-3.206728906,48,5,20,15,5,2
S00144884,55.91722154,-3.273682666,80,54,26,-,-,-
S00144885,55.91546184,-3.259560972,52,3,25,20,5,-
S00144886,55.91862867,-3.16325668,65,34,26,4,-,-
S00144887,55.91821736,-3.136090898,65,20,35,7,2,-
S00144888,55.91607239,-3.288269222,35,11,17,1,2,-
S00144889,55.91765123,-3.217885842,50,2,31,16,1,-
S00144890,55.91876649,-3.160076587,34,18,16,-,-,-
S00144891,55.91693078,-3.263528755,51,6,22,14,-,-
S00144892,55.91728606,-3.262180253,44,4,23,16,3,-
S00144893,55.91790003,-3.22541406,78,9,46,22,2,-
S00144894,55.91717319,-3.274881134,73,58,13,2,-,-
S00144895,55.91657748,-3.280333737,30,11,10,5,1,-
S00144896,55.91735532,-3.296168184,32,15,11,3,-,-
S00144897,55.91856654,-3.161270691,60,39,20,3,-,-
S00144898,55.91653884,-3.28404457,55,37,13,-,4,2
S00144899,55.91700684,-3.22487386,57,7,26,16,7,1
S00144900,55.91689334,-3.260167419,39,10,17,11,1,-
S00144901,55.91656848,-3.211051751,59,6,25,24,7,-
S00144902,55.918105,-3.164473058,43,13,23,2,2,-
S00144903,55.91665526,-3.276304175,53,32,14,5,2,-
S00144904,55.91795066,-3.136755126,52,15,28,4,-,-
S00144905,55.91725416,-3.219873466,54,6,19,27,3,-
S00144906,55.91833315,-3.152639213,48,15,28,5,-,-
S00144907,55.91733287,-3.166305967,40,3,22,13,2,-
S00144908,55.91748965,-3.163030554,49,19,27,3,-,-
S00144909,55.91595499,-3.133928729,62,18,35,4,2,2
S00144910,55.91775595,-3.155742214,50,19,17,7,1,2
S00144911,55.91650758,-3.277547356,40,14,22,3,1,-
S00144912,55.91799872,-3.139332653,87,66,21,-,-,-
S00144913,55.91621218,-3.282625741,56,40,13,3,-,-
S00144914,55.91771168,-3.158541013,42,24,14,4,-,-
S00144915,55.91676116,-3.232386314,41,-,23,12,3,-
S00144916,55.91751675,-3.161111294,39,14,20,4,-,-
S00144917,55.91510104,-3.141743578,41,7,19,14,-,1
S00144918,55.9148684,-3.288261285,49,25,20,6,-,-
S00144919,55.91584285,-3.290453634,58,23,27,7,2,-
S00144920,55.91589622,-3.295639479,74,37,30,9,1,-
S00144921,55.91710918,-3.13738651,57,35,22,-,-,-
S00144922,55.91632579,-3.132691552,63,8,29,22,3,2
S00144923,55.91428553,-3.245347298,44,6,15,19,4,-
S00144924,55.91701695,-3.161704365,54,23,26,8,1,-
S00144925,55.91751452,-3.139222444,74,54,20,-,1,-
S00144926,55.91722529,-3.157710479,42,15,17,5,-,-
S00144927,55.91695196,-3.132997821,38,7,25,7,2,-
S00144928,55.91612237,-3.227069986,70,9,42,18,-,-
S00144929,55.91535696,-3.225429819,63,7,31,18,5,1
S00144930,55.91552826,-3.1642518,46,8,25,14,1,-
S00144931,55.91538205,-3.229222577,45,3,26,15,1,-
S00144932,55.91621253,-3.155520282,42,13,19,8,1,-
S00144933,55.91420461,-3.246240671,47,3,20,19,5,-
S00144934,55.91619643,-3.137951779,54,15,33,5,2,1
S00144935,55.9152193,-3.293360904,45,21,17,3,2,1
S00144936,55.91504451,-3.291179101,62,22,27,8,2,-
S00144937,55.91467354,-3.243407787,41,5,23,12,1,-
S00144938,55.91500338,-3.293385713,62,31,28,4,2,-
S00144939,55.91529026,-3.212195877,50,1,26,18,-,1
S00144940,55.91649262,-3.162040685,53,25,21,6,-,-
S00144941,55.91494704,-3.294471826,72,31,37,7,-,-
S00144942,55.91696789,-3.139062406,76,56,14,2,-,-
S00144943,55.91483587,-3.280180324,63,18,37,9,1,-
S00144944,55.9153243,-3.206901006,72,11,29,27,7,-
S00144945,55.91448813,-3.229658271,47,1,13,25,7,1
S00144946,55.91573832,-3.136962367,89,33,44,10,4,-
S00144947,55.91580348,-3.230211918,50,4,29,11,3,-
S00144948,55.9144977,-3.210555195,63,2,22,25,5,3
S00144949,55.91629202,-3.159490668,68,37,22,7,1,1
S00144950,55.91594922,-3.124760627,47,17,18,5,-,-
S00144951,55.91631212,-3.141955183,40,11,16,11,2,-
S00144952,55.90722535,-3.368695357,49,6,16,17,6,7
S00144953,55.9161824,-3.156815389,51,22,21,7,3,-
S00144954,55.91646573,-3.138951677,89,70,16,2,2,-
S00144955,55.91335014,-3.237413773,69,33,29,5,-,-
S00144956,55.91511943,-3.21948642,52,5,22,24,1,-
S00144957,55.91451665,-3.279769812,38,14,18,6,-,-
S00144958,55.91569332,-3.155312836,56,14,37,5,-,-
S00144959,55.91432087,-3.280451341,31,9,15,7,-,-
S00144960,55.91476723,-3.291057885,45,23,22,2,-,-
S00144961,55.91425095,-3.288016811,49,22,16,8,3,-
S00144962,55.91415605,-3.289357621,66,35,24,4,-,-
S00144963,55.91518937,-3.133154396,52,18,20,10,3,-
S00144964,55.91490986,-3.227015678,93,11,53,26,3,-
S00144965,55.90326777,-3.330519462,42,2,18,15,1,1
S00144966,55.91561427,-3.14356664,47,13,22,10,3,-
S00144967,55.91558526,-3.161069548,55,20,29,6,-,-
S00144968,55.91057219,-3.248235856,74,15,42,17,-,-
S00144969,55.91468415,-3.229824473,52,8,31,11,1,-
S00144970,55.91437141,-3.27818107,69,35,22,10,1,-
S00144971,55.9138334,-3.217782124,54,3,27,17,6,-
S00144972,55.91413803,-3.283341217,44,15,22,3,-,-
S00144973,55.91422524,-3.144133712,45,18,23,6,-,-
S00144974,55.91247776,-3.221291321,36,1,22,9,3,-
S00144975,55.91420348,-3.161812203,55,9,36,11,3,-
S00144976,55.91362567,-3.277308568,57,31,18,6,-,-
S00144977,55.91403152,-3.288377521,34,15,16,3,-,-
S00144978,55.91377999,-3.168583139,42,1,19,21,1,-
S00144979,55.91445226,-3.160203712,36,9,22,5,-,-
S00144980,55.91389136,-3.282005119,27,6,10,10,-,-
S00144981,55.91380004,-3.281282135,61,27,30,6,2,-
S00144982,55.91382498,-3.278883057,31,18,11,-,-,-
S00144983,55.91502161,-3.147389078,47,13,23,10,1,-
S00144984,55.91219848,-3.282349211,39,27,12,4,1,-
S00144985,55.91460574,-3.13115345,55,26,25,3,1,-
S00144986,55.91499491,-3.15887596,34,14,17,3,-,-
S00144987,55.9149418,-3.124875447,40,-,24,12,4,-
S00144988,55.91485287,-3.133592562,73,22,36,12,2,1
S00144989,55.91444736,-3.125885079,41,4,22,15,-,-
S00144990,55.91352175,-3.27952904,35,13,15,7,-,-
S00144991,55.91409977,-3.166128883,55,4,24,25,2,-
S00144992,55.91316432,-3.1728523,72,6,38,24,3,1
S00144993,55.91386746,-3.157418401,31,6,15,8,2,-
S00144994,55.91151914,-3.287174298,44,2,24,15,3,-
S00144995,55.91297283,-3.27179945,45,25,20,4,1,-
S00144996,55.91228205,-3.288975438,51,8,33,11,2,1
S00144997,55.91360827,-3.219646962,53,2,35,15,1,-
S00144998,55.91362952,-3.282988431,46,14,26,6,-,-
S00144999,55.91444479,-3.135948545,37,9,20,7,1,-
S00145000,55.91273511,-3.281726972,77,29,32,14,1,-
S00145001,55.91354996,-3.211901576,51,7,33,11,3,-
S00145002,55.91429056,-3.147735464,48,19,26,3,-,-
S00145003,55.91373159,-3.140199416,73,22,38,7,4,2
S00145004,55.91407819,-3.150273054,69,10,39,12,4,-
S00145005,55.91171667,-3.275965914,55,32,16,4,2,2
S00145006,55.91296846,-3.283478563,39,27,10,1,1,-
S00145007,55.91402349,-3.171326324,76,13,42,19,3,-
S00145008,55.91258939,-3.271514915,67,37,16,9,2,3
S00145009,55.91308533,-3.236045428,41,9,21,6,3,2
S00145010,55.91329272,-3.130299273,56,19,21,10,4,-
S00145011,55.91242774,-3.127618362,51,13,25,9,1,-
S00145012,55.91272712,-3.279038895,51,25,22,3,-,1
S00145013,55.90299515,-3.290282827,58,10,27,16,3,-
S00145014,55.91435971,-3.139321897,75,55,18,1,-,-
S00145015,55.91425394,-3.140070757,74,57,14,3,-,-
S00145016,55.91252403,-3.27436056,60,31,21,8,-,-
S00145017,55.911109,-3.149737185,45,4,22,19,2,1
S00145018,55.9116747,-3.265229589,41,4,18,23,4,-
S00145019,55.9123913,-3.222760475,67,33,30,3,-,-
S00145020,55.91197854,-3.292213083,44,4,25,13,5,-
S00145021,55.913267,-3.225059899,43,23,15,8,-,1
S00145022,55.91285203,-3.15167662,43,5,31,7,-,-
S00145023,55.91310456,-3.232334286,45,19,25,1,-,-
S00145024,55.91312602,-3.23108705,57,23,30,5,2,-
S00145025,55.91345988,-3.158718167,49,27,19,-,2,2
S00145026,55.9123455,-3.277714433,63,33,23,4,3,-
S00145027,55.90688882,-3.176997825,34,2,13,11,6,2
S00145028,55.9136814,-3.133958345,48,15,26,6,2,-
S00145029,55.91350175,-3.128081512,51,17,18,13,2,1
S00145030,55.91311646,-3.144517018,50,9,28,9,1,-
S00145031,55.90985816,-3.283599763,74,6,39,22,5,4
S00145032,55.91218294,-3.146345322,35,4,20,15,1,-
S00145033,55.91269799,-3.224449998,59,29,28,2,-,-
S00145034,55.91219906,-3.232129573,52,25,21,4,1,-
S00145035,55.91272556,-3.228898524,66,50,16,4,-,-
S00145036,55.9125408,-3.226700858,39,14,19,4,2,-
S00145037,55.91263131,-3.166532757,48,4,27,15,2,-
S00145038,55.91174387,-3.281134316,58,35,19,5,-,-
S00145039,55.91268552,-3.150263808,38,3,17,13,4,-
S00145040,55.91107595,-3.262282421,41,3,27,9,3,1
S00145041,55.91217454,-3.137561977,41,12,15,10,2,-
S00145042,55.91285086,-3.139245641,68,17,31,18,2,-
S00145043,55.91130752,-3.290222965,49,7,20,13,4,2
S00145044,55.9109841,-3.272950195,28,9,16,2,-,-
S00145045,55.91113644,-3.294536813,57,13,29,15,-,3
S00145046,55.91176266,-3.279327107,60,40,15,4,2,-
S00145047,55.91213811,-3.156902917,67,11,39,12,5,-
S00145048,55.91248982,-3.159633141,75,33,38,4,-,-
S00145049,55.9112346,-3.264335351,51,5,23,17,4,2
S00145050,55.91085953,-3.233094958,73,22,41,10,-,-
S00145051,55.91112632,-3.21073809,52,-,22,19,4,3
S00145052,55.91175681,-3.271215687,60,38,16,4,4,-
S00145053,55.91209901,-3.224143143,47,19,21,7,-,-
S00145054,55.91159582,-3.214160355,46,5,27,13,2,-
S00145055,55.91226869,-3.140012487,39,8,19,10,1,1
S00145056,55.91198071,-3.165969274,52,3,19,27,4,-
S00145057,55.91112933,-3.222256805,56,22,28,5,1,-
S00145058,55.90951293,-3.228476942,56,21,26,7,2,1
S00145059,55.91258464,-3.153364538,51,3,12,28,-,3
S00145060,55.9097136,-3.236258091,54,12,33,9,-,-
S00145061,55.91002772,-3.268103531,58,6,34,14,1,3
S00145062,55.91223586,-3.133836153,57,10,27,17,2,1
S00145063,55.91092419,-3.295921581,47,8,24,11,3,1
S00145064,55.91125872,-3.275934873,42,29,10,3,-,-
S00145065,55.91063179,-3.276602195,47,9,28,7,2,-
S00145066,55.91157133,-3.224798441,56,25,23,8,-,-
S00145067,55.9106871,-3.286826766,37,6,25,7,5,-
S00145068,55.90982697,-3.166624513,47,-,21,20,3,-
S00145069,55.91080092,-3.265441099,28,1,12,11,3,1
S00145070,55.91056467,-3.2933659,55,8,29,14,4,-
S00145071,55.91140732,-3.222313547,40,24,12,-,2,1
S00145072,55.91018303,-3.218915505,49,18,24,5,-,-
S00145073,55.9115419,-3.140871052,44,13,22,6,2,-
S00145074,55.91091658,-3.270788236,48,20,20,8,-,-
S00145075,55.91016705,-3.215987426,47,6,27,13,1,-
S00145076,55.91082235,-3.274688686,39,27,14,-,1,-
S00145077,55.91160263,-3.133321727,59,20,31,11,1,-
S00145078,55.91025209,-3.274222033,70,30,30,7,2,-
S00145079,55.91192363,-3.136514743,51,21,26,3,1,-
S00145080,55.91149575,-3.161187277,79,13,44,16,5,-
S00145081,55.91093876,-3.21700346,40,3,22,12,1,1
S00145082,55.91125783,-3.23549133,53,15,30,5,-,1
S00145083,55.91110561,-3.144313788,66,5,33,19,3,-
S00145084,55.91126309,-3.152477404,51,6,24,16,2,3
S00145085,55.91170125,-3.130412943,47,18,19,12,-,-
S00145086,55.91033303,-3.213736938,55,6,28,20,2,-
S00145087,55.90896396,-3.286625709,34,3,17,11,-,1
S00145088,55.91102192,-3.162836897,45,6,21,14,3,-
S00145089,55.90996476,-3.290594308,44,7,19,16,2,2
S00145090,55.91031443,-3.138547346,63,24,30,8,1,-
S00145091,55.90958608,-3.293285325,42,6,17,17,-,-
S00145092,55.90972275,-3.28796265,53,5,32,13,3,2
S00145093,55.90932343,-3.134934935,81,41,33,4,3,-
S00145094,55.91064827,-3.232656308,66,27,32,4,3,-
S00145095,55.91130407,-3.155774212,55,4,35,9,3,1
S00145096,55.91125709,-3.14638199,68,8,35,22,2,1
S00145097,55.90971804,-3.162941842,51,11,26,10,1,1
S00145098,55.9107546,-3.221989046,62,44,16,8,-,1
S00145099,55.9097204,-3.284747042,33,2,20,7,3,-
S00145100,55.90988779,-3.262483777,49,5,21,18,2,-
S00145101,55.91002521,-3.220334342,47,18,21,8,-,-
S00145102,55.91008413,-3.157465648,33,5,21,6,1,-
S00145103,55.90959133,-3.155403307,56,6,43,9,-,1
S00145104,55.91021458,-3.221172173,52,29,20,4,1,-
S00145105,55.90927624,-3.259024456,54,1,16,32,3,2
S00145106,55.91094679,-3.138181933,36,17,19,3,-,-
S00145107,55.90964528,-3.241263141,71,4,45,19,1,2
S00145108,55.9111556,-3.129165225,43,14,26,2,-,-
S00145109,55.90941039,-3.231545201,44,19,17,8,-,-
S00145110,55.91041998,-3.128056004,78,23,36,16,2,1
S00145111,55.91009688,-3.224879933,50,28,22,-,-,-
S00145112,55.90971468,-3.223556085,70,36,26,3,1,-
S00145113,55.90903994,-3.20633782,62,7,30,21,1,3
S00145114,55.91059402,-3.132588402,55,14,33,9,1,-
S00145115,55.90846821,-3.267716684,49,3,21,24,1,-
S00145116,55.90963206,-3.230944323,52,20,27,5,-,-
S00145117,55.9090182,-3.215855481,62,9,32,21,-,-
S00145118,55.91011421,-3.147532078,63,21,23,17,1,-
S00145119,55.90894106,-3.285377158,55,5,33,12,2,1
S00145120,55.90876324,-3.288634717,43,4,22,13,3,1
S00145121,55.9100128,-3.143945649,40,4,21,12,3,-
S00145122,55.90964995,-3.226449592,32,16,15,-,-,-
S00145123,55.90872855,-3.204184543,48,7,30,10,1,-
S00145124,55.90832584,-3.280605669,41,4,21,6,3,3
S00145125,55.9087762,-3.23475652,59,15,29,12,2,4
S00145126,55.9087008,-3.234210222,35,13,15,7,-,-
S00145127,55.90910082,-3.231951316,35,12,17,3,-,-
S00145128,55.91050754,-3.137097219,48,26,21,2,-,-
S00145129,55.90833179,-3.151734573,63,7,34,20,2,-
S00145130,55.90839979,-3.131804575,59,15,29,11,3,-
S00145131,55.90883671,-3.229607353,37,12,24,1,-,-
S00145132,55.90816239,-3.221523581,67,28,27,8,1,1
S00145133,55.90933112,-3.22507975,35,20,11,2,1,-
S00145134,55.90837208,-3.199278437,68,5,37,22,3,2
S00145135,55.90886089,-3.250404482,77,62,14,1,-,-
S00145136,55.90841006,-3.215564499,72,8,39,24,-,1
S00145137,55.9087218,-3.225812399,53,28,21,3,-,1
S00145138,55.90858466,-3.282501869,47,3,27,16,1,-
S00145139,55.90993914,-3.161412703,88,20,51,16,5,-
S00145140,55.90781197,-3.273838057,70,9,31,29,2,1
S00145141,55.9078769,-3.26667359,58,5,20,23,7,3
S00145142,55.90855467,-3.233549699,44,15,21,7,1,-
S00145143,55.90873538,-3.219014055,42,13,18,7,3,1
S00145144,55.90845414,-3.134685583,59,30,19,7,3,-
S00145145,55.90908971,-3.16572253,46,2,30,11,3,-
S00145146,55.90859873,-3.207347929,37,5,21,10,-,-
S00145147,55.90656337,-3.237677489,71,12,39,17,4,1
S00145148,55.90891916,-3.226746464,44,24,14,3,4,-
S00145149,55.90899385,-3.135597181,64,35,23,6,-,-
S00145150,55.9083027,-3.126714784,77,15,46,21,4,2
S00145151,55.90916278,-3.139681382,80,30,37,13,-,-
S00145152,55.90894929,-3.128717166,73,31,32,10,3,-
S00145153,55.90826623,-3.284602968,62,3,30,25,6,4
S00145154,55.90856847,-3.224063883,65,36,25,4,1,-
S00145155,55.90755004,-3.209826803,56,9,26,16,5,-
S00145156,55.90812794,-3.257963437,57,17,30,9,1,-
S00145157,55.90854601,-3.203555002,46,4,27,9,2,-
S00145158,55.9081283,-3.213156156,53,3,27,16,4,-
S00145159,55.90734324,-3.231591646,59,15,30,10,4,-
S00145160,55.90894468,-3.201375744,42,2,26,14,-,-
S00145161,55.90811349,-3.130692464,39,12,19,8,-,-
S00145162,55.90829579,-3.226182883,51,34,12,4,-,-
S00145163,55.90858304,-3.232510791,46,15,19,9,2,-
S00145164,55.90769363,-3.250318922,70,40,23,5,2,-
S00145165,55.90885874,-3.159732708,50,24,16,5,-,1
S00145166,55.90750301,-3.285409561,65,8,38,16,4,-
S00145167,55.90774121,-3.147621948,65,5,31,24,4,-
S00145168,55.90838052,-3.157078955,42,20,16,6,-,-
S00145169,55.90721808,-3.251135437,60,22,23,13,1,-
S00145170,55.90796924,-3.168280369,31,5,16,9,1,-
S00145171,55.90676926,-3.243106808,62,10,29,16,5,-
S00145172,55.90745959,-3.226236474,82,42,39,3,-,1
S00145173,55.9072654,-3.280618703,54,3,23,19,5,-
S00145174,55.90786276,-3.212747946,55,6,32,15,-,-
S00145175,55.90757906,-3.232270982,51,15,29,6,-,1
S00145176,55.90824166,-3.161329961,48,19,19,9,1,-
S00145177,55.90738126,-3.227785668,45,17,20,3,-,4
S00145178,55.90784002,-3.165797007,59,7,29,21,2,-
S00145179,55.90774615,-3.167169896,33,2,25,9,-,-
S00145180,55.90868721,-3.158863752,36,20,11,4,1,-
S00145181,55.90648595,-3.286431668,48,26,16,6,-,-
S00145182,55.90810224,-3.161821691,37,22,8,3,-,-
S00145183,55.90629994,-3.252177614,33,5,12,12,3,-
S00145184,55.906999,-3.204626821,47,5,23,10,5,1
S00145185,55.90698011,-3.17213772,68,6,27,31,7,-
S00145186,55.9077465,-3.223590076,46,17,19,9,1,-
S00145187,55.90733935,-3.147354136,55,16,27,9,-,-
S00145188,55.90660705,-3.207030094,47,2,24,16,4,1
S00145189,55.90713103,-3.257035351,33,9,14,8,2,-
