OA_Code,Latitude,Longitude,All occupied Households,No Cars or Vans,One Car or Van,Two Cars or Vans,Three Cars or Vans,Four or More Cars or Vans
S00154381,56.20188236,-2.998639698,73,28,25,10,-,-
S00154382,56.20103431,-3.197340519,48,14,27,7,2,-
S00154383,56.20062933,-3.199262103,51,20,30,7,-,-
S00154384,56.19124155,-3.255208766,49,8,11,14,11,6
S00154385,56.20183114,-3.002748576,43,10,22,8,2,4
S00154386,56.20071694,-3.201344112,30,5,21,2,1,1
S00154387,56.20055885,-3.21750589,72,43,23,9,-,-
S00154388,56.20189159,-2.993030705,86,14,38,25,8,1
S00154389,56.20024846,-3.220735824,60,19,25,13,3,-
S00154390,56.19764933,-2.989842781,52,4,29,15,2,1
S00154391,56.20027852,-3.224057144,45,8,23,7,4,2
S00154392,56.19959941,-3.152617022,30,3,4,20,-,1
S00154393,56.1999402,-3.147856325,65,4,18,35,5,2
S00154394,56.19984137,-3.197126045,61,19,33,8,-,1
S00154395,56.20044019,-3.139457576,39,8,19,11,1,-
S00154396,56.19992364,-3.140908991,52,9,22,17,2,2
S00154397,56.2001631,-3.052106159,31,4,11,8,4,-
S00154398,56.19992046,-3.138330025,59,12,30,11,-,2
S00154399,56.20158813,-2.998358038,81,45,31,5,-,-
S00154400,56.20084802,-2.990956742,64,10,31,20,5,2
S00154401,56.19887869,-3.219322303,49,21,16,11,3,1
S00154402,56.20081411,-3.132989104,40,7,18,10,5,-
S00154403,56.19936755,-3.220772308,52,16,22,13,1,-
S00154404,56.19915784,-3.13527732,51,16,24,14,1,-
S00154405,56.20024518,-3.135261093,51,12,23,7,2,-
S00154406,56.19986401,-3.13665209,38,10,21,6,2,-
S00154407,56.20118413,-3.00165177,49,13,20,9,2,2
S00154408,56.19931382,-3.147579729,56,-,18,30,8,-
S00154409,56.19932859,-3.197190658,44,15,23,6,-,-
S00154410,56.20079463,-2.997595989,56,22,28,4,2,-
S00154411,56.20085522,-2.994535133,27,5,15,6,1,-
S00154412,56.20034578,-3.006416916,58,23,25,9,2,-
S00154413,56.19857273,-3.180485509,48,31,13,3,1,-
S00154414,56.19895064,-3.202803949,52,11,31,7,3,-
S00154415,56.20089915,-3.001338097,51,18,18,9,4,-
S00154416,56.19870682,-3.222169666,52,7,25,15,2,-
S00154417,56.19994013,-3.003263342,80,30,33,16,2,-
S00154418,56.20020578,-2.997081049,77,30,38,8,1,-
S00154419,56.20000716,-3.008277701,63,7,33,19,2,-
S00154420,56.19887458,-3.183686067,62,10,32,18,4,-
S00154421,56.19868319,-3.197960309,35,15,9,9,-,1
S00154422,56.19992211,-2.993253803,84,19,33,23,7,2
S00154423,56.19622513,-3.204958836,53,13,28,12,6,-
S00154424,56.19750289,-3.151973924,40,5,11,21,1,2
S00154425,56.19960782,-3.001030445,56,24,18,12,2,-
S00154426,56.1982725,-3.197689627,55,15,26,8,2,-
S00154427,56.20018171,-3.004494602,38,9,21,7,-,-
S00154428,56.19967865,-3.000049119,59,20,27,11,-,-
S00154429,56.19760415,-3.204518566,50,15,26,6,1,2
S00154430,56.19927184,-3.011401301,78,16,36,22,2,1
S00154431,56.1995036,-3.006120859,40,13,23,6,-,1
S00154432,56.19889047,-2.996402228,74,17,34,18,4,-
S00154433,56.19727391,-3.202445241,58,14,31,10,2,1
S00154434,56.19707565,-3.1997314,64,15,32,14,2,1
S00154435,56.19733495,-3.182139763,48,6,28,13,1,-
S00154436,56.19901963,-3.007075224,52,7,25,11,6,-
S00154437,56.19049464,-3.095622838,28,5,9,6,4,4
S00154438,56.19764568,-3.183470923,30,7,11,8,3,1
S00154439,56.19892773,-3.01282668,55,11,34,7,3,1
S00154440,56.19704385,-3.052278618,43,4,17,12,3,4
S00154441,56.19742291,-3.197276338,27,8,11,6,2,-
S00154442,56.19685655,-3.189861091,53,12,23,12,5,-
S00154443,56.19656749,-3.18064954,61,10,37,8,4,-
S00154444,56.19673799,-3.198415402,71,26,36,6,4,-
S00154445,56.19798412,-3.01940973,34,12,17,5,-,-
S00154446,56.19755751,-3.010082959,42,6,21,9,2,-
S00154447,56.19883972,-2.999350361,61,22,29,8,1,-
S00154448,56.1982606,-3.002075185,62,38,18,6,-,-
S00154449,56.19656331,-3.201601055,57,20,19,12,2,-
S00154450,56.1983064,-2.991938797,35,2,10,20,2,2
S00154451,56.19737941,-3.055075997,56,1,22,27,6,-
S00154452,56.19832103,-2.996822621,75,21,37,13,3,2
S00154453,56.19820566,-3.013226688,28,4,18,5,1,-
S00154454,56.19837646,-3.005511132,45,8,27,10,-,-
S00154455,56.19738394,-3.059798318,27,1,9,10,5,3
S00154456,56.19689621,-2.995238486,84,20,38,19,4,3
S00154457,56.19656547,-3.183679404,42,13,23,5,1,-
S00154458,56.19818209,-3.01719084,60,13,26,14,5,-
S00154459,56.19772165,-2.997612909,57,21,23,12,1,-
S00154460,56.19790596,-3.024516702,52,1,19,25,6,1
S00154461,56.1968984,-3.163753239,58,31,23,4,3,-
S00154462,56.19549885,-3.1413578,44,7,28,12,1,-
S00154463,56.1953293,-3.148991763,67,31,21,12,3,-
S00154464,56.19610314,-3.14693589,41,6,23,9,1,-
S00154465,56.1968314,-3.05401338,46,-,7,25,11,3
S00154466,56.19595773,-3.201968913,46,18,20,7,-,2
S00154467,56.19756214,-3.029133036,46,2,20,18,5,1
S00154468,56.19726928,-3.025450606,47,6,22,15,4,2
S00154469,56.19604906,-3.186935131,41,5,19,14,2,1
S00154470,56.19276533,-3.158003954,47,11,19,8,3,1
S00154471,56.1955687,-3.193898622,68,27,29,8,4,-
S00154472,56.19458889,-3.161878336,59,21,27,7,3,1
S00154473,56.19788725,-3.000469883,45,10,26,6,1,-
S00154474,56.19699769,-3.015902403,64,15,35,10,4,-
S00154475,56.19728528,-3.011510178,66,17,27,16,6,1
S00154476,56.1949434,-3.210156349,43,13,18,11,1,-
S00154477,56.19653997,-3.034262879,65,6,29,28,2,2
S00154478,56.19792632,-2.998972035,48,14,28,6,2,-
S00154479,56.19776994,-3.004963408,50,11,25,9,2,2
S00154480,56.19341321,-3.212267625,67,19,31,14,3,-
S00154481,56.19725376,-2.999921544,61,32,21,7,-,-
S00154482,56.19722739,-3.0337173,40,4,22,12,1,-
S00154483,56.19554353,-3.191851079,49,14,27,9,-,2
S00154484,56.19525126,-3.058079573,57,15,20,17,2,3
S00154485,56.19724709,-3.016166862,79,24,39,10,-,1
S00154486,56.19555082,-3.185485399,43,13,25,7,-,1
S00154487,56.19668871,-3.037957533,52,5,17,28,4,-
S00154488,56.19554543,-3.165259418,65,26,27,8,4,2
S00154489,56.19454247,-3.202440355,78,34,31,11,2,-
S00154490,56.19527026,-3.180061738,64,24,36,6,-,2
S00154491,56.19681779,-3.003826477,66,16,37,9,4,-
S00154492,56.19566606,-3.18658486,50,11,26,12,-,2
S00154493,56.19555873,-3.181843379,49,15,23,7,1,1
S00154494,56.19279457,-3.022221069,78,16,48,6,4,-
S00154495,56.19531759,-3.191054382,61,10,24,16,5,-
S00154496,56.19481125,-3.204366562,44,17,17,8,2,-
S00154497,56.19441974,-3.208576628,58,24,24,7,2,1
S00154498,56.19507469,-3.183601254,53,14,25,9,4,-
S00154499,56.19641458,-2.993678858,38,1,17,15,2,1
S00154500,56.19653254,-3.031925815,34,-,14,9,4,-
S00154501,56.19543704,-3.145127125,37,10,21,4,3,-
S00154502,56.19571752,-3.001009683,77,34,34,10,2,-
S00154503,56.19488568,-3.20594826,61,22,29,10,2,-
S00154504,56.19665974,-3.024193382,35,3,13,15,4,1
S00154505,56.195376,-3.187784614,50,19,24,4,1,1
S00154506,56.19605528,-3.027738928,72,4,28,35,7,1
S00154507,56.19504515,-3.147661762,45,11,22,9,1,-
S00154508,56.19564742,-2.991870161,36,7,18,6,4,3
S00154509,56.1957062,-2.997963484,56,28,19,8,-,1
S00154510,56.1959459,-3.036535372,39,-,16,21,1,1
S00154511,56.19418998,-3.165121625,41,16,17,8,3,-
S00154512,56.19431928,-3.16855818,60,23,33,4,3,-
S00154513,56.19535783,-3.061370144,43,3,22,15,3,-
S00154514,56.1947159,-3.174114085,68,33,27,6,1,-
S00154515,56.19299026,-3.215993011,71,18,29,20,2,4
S00154516,56.19454688,-3.169193615,76,43,26,5,-,2
S00154517,56.19518778,-3.141960968,48,9,23,10,-,5
S00154518,56.19578408,-3.023605984,77,4,28,32,6,3
S00154519,56.19424435,-3.190537649,56,17,31,6,7,-
S00154520,56.19447211,-3.09086933,51,6,23,16,7,1
S00154521,56.19421181,-3.185508556,50,12,20,14,3,1
S00154522,56.19539781,-3.05565011,38,3,13,16,3,1
S00154523,56.19382917,-3.199098239,43,12,25,8,1,-
S00154524,56.19383476,-3.182660599,54,11,24,8,7,-
S00154525,56.19385003,-3.177294612,48,19,15,14,-,-
S00154526,56.19332264,-3.175119012,62,25,24,9,3,4
S00154527,56.19516946,-3.059237657,39,13,15,7,2,-
S00154528,56.19400361,-3.193140915,52,10,18,19,5,-
S00154529,56.19418746,-3.149070433,55,10,29,9,6,1
S00154530,56.19361436,-3.197157685,68,23,27,16,-,-
S00154531,56.19375126,-3.18762159,51,12,28,4,1,1
S00154532,56.19361779,-3.209727836,33,12,12,8,1,-
S00154533,56.19289817,-3.201518691,57,24,20,12,-,1
S00154534,56.19372457,-3.096150028,63,6,29,15,8,9
S00154535,56.19337437,-3.214393628,43,13,17,10,1,2
S00154536,56.19385905,-3.18949432,44,10,23,12,2,-
S00154537,56.19312961,-3.159400832,50,12,27,6,2,2
S00154538,56.19296946,-3.202503945,40,4,22,7,3,1
S00154539,56.19424437,-3.061291046,64,9,28,15,8,3
S00154540,56.19286545,-3.193766299,38,15,13,8,2,-
S00154541,56.19474086,-2.998454111,76,38,29,3,1,1
S00154542,56.193204,-3.163915325,54,12,22,11,3,4
S00154543,56.19376311,-3.170362312,51,27,19,5,-,-
S00154544,56.19240472,-3.161006563,42,13,20,10,1,-
S00154545,56.19475147,-2.994908978,51,18,26,9,-,-
S00154546,56.19243342,-3.152176497,53,18,28,6,-,2
S00154547,56.19411597,-3.058451199,71,15,39,7,5,2
S00154548,56.19249261,-3.14289612,68,15,22,29,3,2
S00154549,56.1931621,-3.181592411,41,9,14,8,4,1
S00154550,56.19354362,-3.176447227,51,16,26,7,1,1
S00154551,56.19347754,-3.184309486,46,10,27,9,3,-
S00154552,56.19330493,-3.189187094,44,11,21,12,2,1
S00154553,56.19248602,-3.203246223,43,18,23,5,2,-
S00154554,56.19304404,-3.165634798,40,13,16,6,1,1
S00154555,56.19370078,-3.053411833,49,4,14,16,6,3
S00154556,56.19243327,-3.204050318,49,13,21,9,5,1
S00154557,56.19338453,-3.145549423,61,13,28,15,4,2
S00154558,56.19205737,-3.207583796,41,5,28,8,-,1
S00154559,56.1928067,-3.209057701,47,17,19,8,3,-
S00154560,56.19266559,-3.205105075,67,25,24,14,3,1
S00154561,56.19335987,-3.148207698,38,6,17,12,2,-
S00154562,56.19250826,-3.179493484,54,18,30,6,3,-
S00154563,56.19213568,-3.211518276,58,6,26,22,3,-
S00154564,56.19307815,-3.17058318,55,13,33,9,2,-
S00154565,56.19274968,-3.185253959,46,11,19,12,2,2
S00154566,56.19218597,-3.17748536,69,33,25,7,4,-
S00154567,56.19268897,-3.191569174,38,8,24,6,-,-
S00154568,56.19078683,-3.154350889,55,15,28,7,3,-
S00154569,56.19312893,-3.141126266,51,10,15,21,1,1
S00154570,56.19253739,-3.189582334,41,9,24,10,-,-
S00154571,56.19442254,-3.000041261,58,41,15,2,-,-
S00154572,56.19367172,-2.996218574,42,10,13,13,3,3
S00154573,56.19312842,-3.100548538,44,5,28,8,4,1
S00154574,56.19107141,-3.217414828,82,8,24,34,14,4
S00154575,56.19213637,-3.169458693,38,13,17,5,2,2
S00154576,56.19214917,-3.21380701,60,7,29,15,8,1
S00154577,56.18731192,-3.18730985,64,22,30,9,-,2
S00154578,56.19234587,-3.150965263,58,23,24,10,2,-
S00154579,56.19276372,-3.148544417,56,2,22,26,8,-
S00154580,56.19226512,-3.197309036,42,13,20,7,2,-
S00154581,56.19194316,-3.157527972,55,14,25,13,3,-
S00154582,56.19220246,-3.193568443,64,9,29,17,6,-
S00154583,56.19216118,-3.162062779,45,21,12,9,2,-
S00154584,56.19221772,-3.199418604,33,8,21,4,-,-
S00154585,56.19106138,-3.180464284,40,11,21,9,-,-
S00154586,56.19297907,-3.052699112,85,18,40,23,4,-
S00154587,56.19143008,-3.146055174,52,13,20,18,1,-
S00154588,56.19170299,-3.145692678,70,13,32,18,9,2
S00154589,56.19267664,-3.034239485,59,16,26,10,5,2
S00154590,56.19239803,-3.164583856,56,33,19,8,-,-
S00154591,56.19240803,-3.020067552,59,17,32,9,1,-
S00154592,56.19138568,-3.201825928,53,27,19,5,3,-
S00154593,56.19153703,-3.20842152,43,13,20,1,4,-
S00154594,56.19194071,-3.171144779,45,14,20,11,-,-
S00154595,56.19210764,-3.056897242,68,17,29,17,2,2
S00154596,56.19086693,-3.191367658,42,18,18,6,2,-
S00154597,56.19126471,-3.143536409,37,9,13,12,4,1
S00154598,56.19191542,-3.17947529,44,11,23,6,1,-
S00154599,56.19147902,-3.173402852,46,12,23,13,4,-
S00154600,56.18903883,-3.19551662,37,6,18,9,4,-
S00154601,56.19315312,-3.02882159,62,12,27,20,3,-
S00154602,56.19174994,-3.165660009,40,14,24,5,-,-
S00154603,56.18996487,-3.204714233,71,13,32,17,3,-
S00154604,56.19202722,-3.053688252,70,12,35,18,4,-
S00154605,56.19121383,-3.153848055,53,12,26,11,6,-
S00154606,56.19123157,-3.213004537,61,10,32,14,4,-
S00154607,56.19026953,-2.830403392,70,10,40,13,5,-
S00154608,56.19077524,-3.2073018,62,7,33,20,-,2
S00154609,56.19089766,-3.171225797,56,18,25,15,1,-
S00154610,56.19097408,-3.199798767,33,11,15,8,2,-
S00154611,56.19223816,-3.031874967,70,15,37,15,4,1
S00154612,56.19071921,-3.189912802,58,12,27,15,2,-
S00154613,56.19102913,-3.163011522,38,7,20,7,-,2
S00154614,56.18952285,-3.124792842,75,22,29,22,-,-
S00154615,56.19153742,-3.166282028,39,10,21,10,1,-
S00154616,56.1923788,-3.035472292,47,15,24,7,1,2
S00154617,56.1906675,-3.203608262,52,24,13,5,4,-
S00154618,56.19038378,-3.150358633,33,7,15,10,1,-
S00154619,56.19060546,-3.201672618,35,15,16,3,1,2
S00154620,56.19080933,-3.186144862,52,17,24,10,1,2
S00154621,56.19206467,-3.025730713,65,20,28,12,1,3
S00154622,56.19023134,-3.040828634,43,12,21,8,3,-
S00154623,56.19003619,-3.163497121,42,3,16,12,6,-
S00154624,56.18872266,-3.014797475,84,45,31,6,2,-
S00154625,56.18915982,-3.190428502,60,11,20,20,8,1
S00154626,56.18910096,-3.15687841,77,9,29,32,6,-
S00154627,56.19011305,-3.187541401,73,20,35,9,1,-
S00154628,56.19062893,-3.002504645,62,17,21,18,5,2
S00154629,56.18995826,-3.201700726,48,8,20,13,5,4
S00154630,56.19131165,-3.038440769,40,9,18,9,4,-
S00154631,56.19146695,-2.821969506,30,2,11,11,4,-
S00154632,56.18809517,-3.176812203,59,4,24,25,8,-
S00154633,56.190939,-3.006363956,67,29,29,9,2,1
S00154634,56.19168835,-3.03100615,74,17,38,15,6,-
S00154635,56.19000862,-3.004760472,36,5,22,5,3,-
S00154636,56.19243685,-2.819331402,38,4,19,10,1,-
S00154637,56.19080071,-3.036154903,55,14,27,10,4,3
S00154638,56.18972427,-3.199888665,37,10,19,6,2,-
S00154639,56.19063625,-3.035409233,39,11,16,11,-,-
S00154640,56.18817822,-3.050924124,35,2,13,8,3,5
S00154641,56.18861515,-3.204913632,40,5,18,15,-,2
S00154642,56.18881343,-3.193737135,46,7,20,14,-,5
S00154643,56.18950891,-3.188699035,28,2,7,17,6,-
S00154644,56.18935978,-3.202262107,40,13,18,7,2,-
S00154645,56.19069868,-3.006083729,46,23,17,5,-,-
S00154646,56.19034762,-3.005059379,78,43,29,6,-,-
S00154647,56.1903677,-3.016887346,49,10,21,14,3,1
S00154648,56.18900763,-3.151477612,38,6,15,14,3,-
S00154649,56.18898647,-3.19814149,37,11,15,8,3,-
S00154650,56.19017038,-3.029869705,66,17,25,13,4,2
S00154651,56.19022841,-3.031530967,73,19,33,19,-,-
S00154652,56.19042978,-3.020256756,57,16,25,11,2,5
S00154653,56.19117596,-2.819787934,43,8,19,10,6,-
S00154654,56.18886093,-3.200892975,47,11,21,13,1,1
S00154655,56.18898134,-3.154296667,43,18,17,5,1,2
S00154656,56.18829718,-3.121244335,48,13,25,7,1,2
S00154657,56.18873587,-3.196183959,35,5,16,7,2,2
S00154658,56.18830494,-3.16890707,55,6,27,12,8,2
S00154659,56.18846432,-3.151928619,48,12,22,11,3,-
S00154660,56.18921553,-3.023672755,56,16,20,14,2,1
S00154661,56.18897188,-3.027050022,66,19,27,14,3,3
S00154662,56.18984096,-3.037031387,44,14,23,3,4,-
S00154663,56.18998526,-2.816427107,78,11,37,19,9,1
S00154664,56.18850511,-3.175277882,29,3,13,8,3,-
S00154665,56.18798186,-3.044409204,39,13,17,7,1,-
S00154666,56.18848204,-3.200123813,51,11,27,14,1,-
S00154667,56.18870621,-3.122706454,70,14,34,15,6,1
S00154668,56.1874469,-3.178838682,74,-,25,37,10,4
S00154669,56.18971233,-3.039509389,42,13,21,9,-,-
S00154670,56.18986492,-3.022288176,60,25,26,1,3,3
S00154671,56.18811042,-3.19489156,45,9,21,12,-,1
S00154672,56.18980151,-3.020175626,29,9,11,7,1,1
S00154673,56.18969492,-3.003559881,39,11,17,11,1,-
S00154674,56.18951936,-3.033590562,51,16,24,10,4,-
S00154675,56.18957912,-3.028580905,53,19,19,6,5,-
S00154676,56.18704108,-3.020424613,82,25,32,16,4,1
S00154677,56.18901995,-3.01797961,50,10,23,14,4,1
S00154678,56.18788907,-3.172971005,52,9,30,8,5,-
S00154679,56.18768985,-3.196570346,63,11,25,21,5,-
S00154680,56.18791006,-3.198881364,37,9,15,9,4,2
S00154681,56.18896941,-3.035960519,66,24,34,8,-,-
S00154682,56.18797151,-3.045633491,50,8,37,7,-,-
S00154683,56.18903441,-3.039990564,52,14,19,14,4,3
S00154684,56.18649221,-3.15528534,52,8,24,16,2,-
S00154685,56.18666927,-3.158448697,85,25,34,22,2,-
S00154686,56.1852054,-3.130225072,58,5,12,33,4,5
S00154687,56.18834145,-3.02614697,58,18,33,5,-,1
S00154688,56.18853908,-3.031550084,39,7,18,12,1,-
S00154689,56.18586852,-3.170959786,68,4,23,23,8,6
S00154690,56.18853967,-3.007509607,84,24,35,21,5,1
S00154691,56.19002244,-2.821664689,53,10,24,10,5,-
S00154692,56.18781309,-3.038845748,67,7,31,17,10,2
S00154693,56.18642485,-3.168189295,45,12,20,15,3,-
S00154694,56.18821131,-3.005905836,43,3,22,12,4,2
S00154695,56.18721624,-3.16239667,49,16,22,9,3,-
S00154696,56.1875731,-3.013639252,55,27,20,5,4,-
S00154697,56.18725626,-3.042020961,62,26,19,12,2,-
S00154698,56.18796338,-3.030551759,38,8,9,13,9,4
S00154699,56.18794722,-2.836363133,76,5,34,25,7,1
S00154700,56.18724144,-3.043776815,41,14,18,8,1,1
S00154701,56.18644595,-3.036875352,69,10,30,20,5,2
S00154702,56.18817746,-3.015540382,42,20,18,2,-,-
S00154703,56.18664463,-3.172497997,34,1,8,17,4,2
S00154704,56.18729276,-3.011666147,60,28,17,13,5,-
S00154705,56.18752331,-3.043381655,31,13,15,2,1,-
S00154706,56.18666085,-3.030516841,60,10,30,11,4,2
S00154707,56.18620454,-3.162011609,61,17,31,13,-,1
S00154708,56.18642178,-3.165659564,38,6,19,8,3,2
S00154709,56.18720045,-3.032609805,43,8,18,9,4,-
S00154710,56.18760032,-3.008113375,57,26,24,3,4,-
S00154711,56.18617153,-3.15786977,46,11,18,15,3,1
S00154712,56.18740225,-3.010363921,58,21,30,5,-,-
S00154713,56.18587784,-3.125459568,41,2,21,17,1,-
S00154714,56.18727795,-3.016757273,47,23,23,4,-,1
S00154715,56.18571517,-3.164365287,60,16,36,8,3,-
S00154716,56.17417558,-3.103952367,40,1,20,16,2,3
S00154717,56.18541464,-3.15713805,51,8,28,10,5,1
S00154718,56.18567023,-3.017778125,65,25,30,9,-,-
S00154719,56.18687221,-3.00925436,62,22,27,10,3,-
S00154720,56.18548367,-3.16795124,41,12,23,3,2,1
S00154721,56.18534888,-3.161276822,52,25,18,8,2,-
S00154722,56.18569928,-3.028380424,46,13,24,7,1,-
S00154723,56.18455924,-3.153487207,32,9,16,7,-,-
S00154724,56.18642299,-3.011449913,54,9,22,24,-,-
S00154725,56.18625326,-3.026590701,47,12,20,12,2,1
S00154726,56.18620357,-3.023914788,68,16,31,17,4,-
S00154727,56.18539525,-3.163034421,37,11,11,12,1,2
S00154728,56.18628956,-3.039449057,51,7,27,7,3,2
S00154729,56.18598468,-3.015595238,57,16,24,15,4,-
S00154730,56.18537495,-3.008860597,73,28,32,12,-,1
S00154731,56.1839906,-3.125500988,53,2,18,17,6,7
S00154732,56.1844753,-3.155740298,69,25,25,10,7,1
S00154733,56.18485108,-3.167384224,69,18,28,14,8,1
S00154734,56.18491254,-3.164679323,50,14,18,11,4,-
S00154735,56.18562854,-3.033630956,53,30,18,3,3,-
S00154736,56.18593837,-3.021217046,50,29,16,4,1,-
S00154737,56.18443641,-3.017036568,78,29,28,14,4,2
S00154738,56.18469732,-3.159855431,45,10,20,12,2,1
S00154739,56.18523604,-3.026821322,41,17,19,6,1,-
S00154740,56.18388792,-3.158977116,66,16,30,7,5,2
S00154741,56.18570596,-3.0145245,39,12,22,5,-,-
S00154742,56.18438855,-3.162117835,53,16,22,13,2,-
S00154743,56.18548719,-3.038702336,31,4,21,10,-,-
S00154744,56.18521132,-3.033023611,40,13,21,5,-,-
S00154745,56.184197,-3.021009679,70,34,25,11,-,-
S00154746,56.1839577,-3.167792102,38,10,20,8,2,-
S00154747,56.18370493,-3.165061631,52,12,28,11,4,1
S00154748,56.18507224,-3.036757743,58,24,23,6,2,-
S00154749,56.18286285,-3.154257963,79,8,43,19,7,3
S00154750,56.18502695,-3.014055461,44,10,26,7,1,-
S00154751,56.18526743,-3.02844943,37,17,19,3,1,1
S00154752,56.18391454,-3.128914337,49,6,19,19,3,1
S00154753,56.18376287,-3.155058322,58,17,26,12,5,1
S00154754,56.18322013,-3.178290192,60,5,22,20,12,-
S00154755,56.18347656,-3.133573676,80,5,30,35,6,4
S00154756,56.1846698,-3.018154422,49,19,26,5,-,2
S00154757,56.18167307,-3.159458103,69,20,32,11,5,1
S00154758,56.18428611,-3.012360362,70,23,39,4,-,3
S00154759,56.17905008,-3.038093505,42,9,21,5,3,-
S00154760,56.18436315,-3.033451934,43,18,19,6,1,-
S00154761,56.18413636,-3.031560838,68,35,27,4,2,-
S00154762,56.17898335,-3.159795839,80,28,36,11,4,-
S00154763,56.18346691,-3.02237582,59,16,36,10,1,-
S00154764,56.18271339,-3.157749513,43,9,19,12,2,4
S00154765,56.18264472,-3.166962795,51,15,25,9,1,1
S00154766,56.1839676,-3.011755868,70,26,34,8,1,-
S00154767,56.18354989,-3.019945289,58,26,20,7,2,-
S00154768,56.18184679,-3.166777472,30,7,17,6,-,-
S00154769,56.18229544,-3.023875149,75,25,35,12,2,1
S00154770,56.18109161,-3.164918003,64,40,21,4,-,-
S00154771,56.18171503,-3.156897823,44,8,16,12,3,4
S00154772,56.1828113,-3.0158014,64,36,27,2,-,-
S00154773,56.18230505,-3.022715462,63,17,31,10,4,-
S00154774,56.18223783,-3.016704535,33,9,14,5,3,-
S00154775,56.17869039,-3.171804393,50,6,21,20,2,1
S00154776,56.18179269,-3.021654676,51,17,24,6,2,2
S00154777,56.17899557,-3.176565922,50,5,18,18,8,3
S00154778,56.17505842,-3.149046485,63,4,20,26,11,2
S00154779,56.18161519,-3.018121863,70,54,14,1,-,1
S00154780,56.17941018,-3.02400774,69,16,40,12,3,-
S00154781,56.17990603,-3.041016297,39,14,17,-,-,-
S00154782,56.17807444,-3.168531635,68,12,35,12,2,3
S00154783,56.17869932,-3.024133789,46,27,10,6,3,-
S00154784,56.17875452,-3.162156978,60,13,29,16,-,2
S00154785,56.17876634,-3.164718687,46,7,18,16,4,1
S00154786,56.17944899,-3.04087505,46,12,21,12,-,-
S00154787,56.1794384,-3.026022132,45,19,23,5,-,-
S00154788,56.17818806,-3.15837038,30,3,14,13,-,-
S00154789,56.17892144,-3.028762963,56,16,19,15,4,-
S00154790,56.17920072,-3.023261147,42,7,22,10,3,-
S00154791,56.17935759,-3.038923372,46,17,23,2,2,-
S00154792,56.17840903,-3.03417789,76,16,28,23,4,2
S00154793,56.17867607,-3.041965638,50,16,23,10,-,-
S00154794,56.1779163,-3.16338813,58,13,26,16,2,1
S00154795,56.1774511,-3.171734412,47,3,16,17,7,4
S00154796,56.17873104,-3.031125869,49,13,26,8,-,-
S00154797,56.17885916,-3.032997937,60,29,17,11,-,2
S00154798,56.17791179,-3.164821674,40,10,19,10,1,-
S00154799,56.17764548,-3.158740644,66,12,35,12,7,-
S00154800,56.17690262,-3.038099967,36,10,14,10,2,-
S00154801,56.17682845,-3.174856566,49,3,18,18,8,4
S00154802,56.17754061,-3.028419964,47,19,21,6,-,-
S00154803,56.176087,-3.162044149,69,13,26,18,8,4
S00154804,56.17630876,-3.16425766,65,6,28,27,6,-
S00154805,56.17746605,-3.03089865,82,25,36,18,2,-
S00154806,56.17733368,-3.042396405,44,17,23,8,1,-
S00154807,56.1771499,-3.040748387,52,11,24,14,3,-
S00154808,56.17689788,-3.038663623,44,12,11,12,4,1
S00154809,56.17693383,-3.036522216,45,11,16,10,3,3
S00154810,56.17552068,-3.232563287,74,19,43,11,-,-
S00154811,56.17413859,-3.241378039,40,8,18,9,5,-
S00154812,56.17598977,-3.030150337,44,10,19,10,2,4
S00154813,56.17455152,-3.040951892,66,15,32,17,1,1
S00154814,56.17581856,-3.028051761,47,4,18,22,4,3
S00154815,56.17515327,-3.236063007,38,12,19,9,1,-
S00154816,56.17606179,-3.034436922,49,26,18,4,1,-
S00154817,56.17618385,-3.035954337,53,25,25,3,-,-
S00154818,56.17593827,-3.035238984,45,22,20,-,-,2
S00154819,56.17585974,-3.040310781,41,20,11,15,2,-
S00154820,56.17461092,-3.15560492,37,-,9,19,7,-
S00154821,56.17551319,-3.169533033,57,6,20,18,10,3
S00154822,56.17556252,-3.167166686,31,5,20,6,3,1
S00154823,56.17465042,-3.236030738,61,25,25,9,1,-
S00154824,56.17451546,-3.232450534,84,1,25,51,6,2
S00154825,56.17618495,-3.042236406,43,10,26,5,1,-
S00154826,56.17503321,-3.173722515,62,4,21,26,3,5
S00154827,56.17491911,-3.162024968,63,36,20,5,4,-
S00154828,56.17459382,-3.158390981,54,26,18,4,4,-
S00154829,56.13314929,-3.369616429,53,-,18,21,11,3
S00154830,56.17446927,-3.163042246,72,28,22,11,4,3
S00154831,56.17387549,-3.239839358,76,20,31,22,4,-
S00154832,56.17550206,-3.033680922,46,16,24,4,2,-
S00154833,56.17575285,-3.039132034,39,17,13,6,1,1
S00154834,56.17325425,-3.230976598,70,-,23,39,6,3
S00154835,56.17387134,-3.142374919,71,6,43,23,-,-
S00154836,56.1742133,-3.1663687,30,2,8,13,3,-
S00154837,56.17371796,-3.230427689,27,1,8,15,3,-
S00154838,56.17401638,-3.235639893,56,10,32,11,7,-
S00154839,56.17437742,-3.154631467,58,-,17,28,4,3
S00154840,56.17298917,-3.243096591,59,17,27,9,6,-
S00154841,56.1748096,-3.032679771,47,14,15,12,4,1
S00154842,56.16333968,-3.166538234,66,6,20,25,11,4
S00154843,56.17298543,-3.237201352,63,6,32,20,5,-
S00154844,56.1748899,-3.035967804,60,30,18,9,2,-
