OA_Code,Latitude,Longitude,All people,Born in the UK,Arrived before 1941,Arrived 1941 - 1950,Arrived 1951 - 1960,Arrived 1961 - 1970,Arrived 1971 - 1980,Arrived 1981 - 1990,Arrived 1991 - 2000,Arrived 2001 - 2010,Arrived 2011 - 2013,Arrived 2014 - 2016,Arrived 2017 - 2019,Arrived 2020 - 2022
S00159257,55.86139133,-4.201549724,162,119,-,-,-,-,-,-,-,6,8,5,26,-
S00159258,55.86149749,-4.21665753,96,75,-,-,-,-,2,1,3,-,-,5,8,-
S00159259,55.86006353,-4.213939107,94,87,-,-,-,1,-,-,-,1,2,-,2,5
S00159260,55.86121635,-4.188691446,142,130,-,-,-,-,-,-,-,-,-,5,7,-
S00159261,55.85943663,-4.30483018,101,54,-,-,-,1,1,1,1,5,6,2,11,14
S00159262,55.86086907,-4.192043776,69,61,-,1,-,-,-,-,1,-,1,-,1,-
S00159263,55.85832274,-4.329133508,79,79,-,-,-,-,-,-,-,3,-,-,-,-
S00159264,55.85949229,-4.306655233,118,86,-,-,-,2,1,-,2,4,7,-,12,4
S00159265,55.85937108,-4.318361597,154,101,-,-,-,-,-,-,2,8,4,22,11,6
S00159266,55.86078704,-4.236049361,79,49,2,-,-,-,-,-,4,5,-,2,8,10
S00159267,55.86100381,-4.208127751,129,97,-,-,-,-,1,-,2,7,2,8,4,4
S00159268,55.86269152,-4.125058088,142,142,-,-,-,-,-,-,-,-,-,-,-,-
S00159269,55.86077434,-4.234274791,84,56,-,-,-,-,-,-,-,4,3,2,12,5
S00159270,55.8583654,-4.337781221,125,120,-,-,-,-,-,1,-,2,-,-,-,-
S00159271,55.85998397,-4.280284662,91,49,-,-,-,-,-,-,7,3,1,10,21,3
S00159272,55.85873218,-4.307888571,146,129,-,-,-,-,-,-,1,4,2,3,5,2
S00159273,55.86121992,-4.218095956,77,67,-,-,-,-,-,1,2,3,-,4,1,2
S00159274,55.86106551,-4.206693003,71,44,-,-,-,-,1,-,1,11,5,3,5,4
S00159275,55.86143036,-4.206394082,132,121,-,-,-,-,-,1,4,1,3,3,2,4
S00159276,55.85995812,-4.279739814,101,56,-,-,-,-,-,1,1,5,9,5,9,13
S00159277,55.86153499,-4.204066828,114,90,-,-,-,-,-,-,2,2,2,4,14,-
S00159278,55.861065,-4.225677915,106,85,-,-,-,-,-,1,3,7,2,-,6,6
S00159279,55.86134628,-4.202058556,88,63,-,-,-,-,-,-,1,12,-,2,6,4
S00159280,55.85809449,-4.278943501,92,52,-,-,-,-,1,2,-,5,8,2,16,6
S00159281,55.8585757,-4.341373392,109,103,-,-,-,-,-,-,1,1,-,-,-,2
S00159282,55.86122284,-4.184281183,125,103,-,-,-,-,-,-,1,5,8,-,6,-
S00159283,55.85838499,-4.254399727,79,31,-,-,-,-,-,-,1,3,1,4,15,28
S00159284,55.86019037,-4.249550417,84,51,-,-,-,1,1,-,-,-,1,-,14,20
S00159285,55.86062819,-4.220507226,125,88,-,-,-,-,-,-,-,7,8,9,4,4
S00159286,55.86099298,-4.195678325,87,83,-,-,-,2,-,-,-,-,-,-,3,-
S00159287,55.86146065,-4.203199659,69,45,-,-,-,-,1,-,-,8,-,1,14,2
S00159288,55.86092603,-4.163953475,101,96,-,-,-,-,-,-,-,5,-,-,-,-
S00159289,55.85916012,-4.224162727,115,87,-,-,-,-,-,2,-,8,2,8,3,7
S00159290,55.85836096,-4.335176218,99,94,-,-,1,1,-,-,-,-,3,-,-,-
S00159291,55.86120165,-4.204111867,150,115,-,-,-,-,-,1,1,9,7,12,6,-
S00159292,55.85984902,-4.222843797,156,136,-,-,1,1,2,2,1,2,-,-,5,5
S00159293,55.85998543,-4.266589564,125,54,-,-,1,-,1,-,5,10,13,14,13,16
S00159294,55.86016306,-4.248094626,92,71,-,-,-,-,-,-,-,4,3,3,4,10
S00159295,55.8586199,-4.32149686,120,82,-,-,-,-,-,2,3,14,1,7,9,2
S00159296,55.85760662,-4.30176557,117,92,-,-,-,1,-,2,-,15,1,4,4,-
S00159297,55.86206264,-4.130760794,97,88,-,-,-,-,-,1,-,3,-,-,-,2
S00159298,55.858135,-4.328131519,143,128,-,-,-,-,-,-,-,4,-,-,2,9
S00159299,55.86182414,-4.158873626,129,125,-,-,-,-,-,-,-,-,-,1,-,-
S00159300,55.85978755,-4.226739429,136,104,-,-,-,-,1,-,-,10,-,4,10,4
S00159301,55.8593876,-4.256087784,97,59,-,-,-,-,-,-,1,3,-,8,12,16
S00159302,55.86170389,-4.172850026,94,85,-,-,-,-,-,-,-,2,-,-,5,-
S00159303,55.8620831,-4.122819528,78,71,-,-,-,-,-,-,-,3,-,3,1,-
S00159304,55.86090216,-4.215281249,115,97,-,-,-,-,-,-,3,3,5,2,4,2
S00159305,55.86026372,-4.248979364,104,63,-,-,-,-,-,-,-,9,1,3,10,20
S00159306,55.85263009,-4.304027629,124,95,-,-,2,4,3,3,2,1,12,1,-,1
S00159307,55.86046475,-4.243877235,73,33,-,-,-,-,-,-,4,4,3,9,11,12
S00159308,55.860773,-4.224430712,83,60,-,-,-,-,-,-,4,10,1,4,1,-
S00159309,55.86034642,-4.238532959,113,74,-,-,-,-,-,2,-,5,3,7,11,8
S00159310,55.86077409,-4.132511965,127,114,-,-,-,-,-,-,-,8,1,-,-,1
S00159311,55.86095571,-4.152529199,169,154,-,-,-,-,4,-,-,5,5,-,-,4
S00159312,55.8606845,-4.200870514,89,77,-,-,-,-,-,-,1,3,2,2,3,-
S00159313,55.86093291,-4.218063613,83,69,-,-,-,-,-,-,-,5,-,2,3,3
S00159314,55.86053771,-4.234932382,67,36,-,-,-,-,-,-,2,2,7,11,4,6
S00159315,55.85997509,-4.15258681,211,167,-,2,1,-,1,-,-,17,14,6,5,1
S00159316,55.85949862,-4.243629758,81,71,-,-,-,-,1,2,-,2,-,-,-,2
S00159317,55.86028249,-4.237107029,96,63,-,-,-,-,-,-,-,6,4,5,6,9
S00159318,55.85866923,-4.300693853,99,74,-,-,-,-,-,-,2,7,4,2,5,8
S00159319,55.86032562,-4.225811403,97,79,-,-,-,-,-,-,-,8,4,3,3,1
S00159320,55.86058616,-4.217356688,83,68,-,-,-,-,-,-,-,10,3,2,-,1
S00159321,55.86097773,-4.195022265,85,79,-,-,-,-,3,2,3,-,-,-,-,-
S00159322,55.86082929,-4.17606117,100,82,-,-,-,-,-,-,-,-,-,9,8,3
S00159323,55.86072987,-4.17100584,130,109,-,-,-,-,-,-,-,5,2,-,-,12
S00159324,55.86054903,-4.145970834,77,74,-,-,-,-,-,-,-,-,-,-,1,-
S00159325,55.85943674,-4.242587487,72,44,-,-,-,-,-,-,1,2,2,5,11,7
S00159326,55.85951801,-4.267569085,163,82,-,-,-,-,1,1,4,10,8,9,24,24
S00159327,55.86086631,-4.215774603,65,59,-,-,2,-,-,1,-,-,1,-,-,-
S00159328,55.85847064,-4.306019391,133,117,-,-,-,-,-,-,-,10,-,3,1,-
S00159329,55.86092029,-4.204767108,150,97,-,-,-,-,-,-,2,26,10,3,16,-
S00159330,55.8612009,-4.179437857,136,120,-,-,1,-,1,-,1,2,1,4,3,3
S00159331,55.85984856,-4.267188842,67,48,-,-,-,-,1,-,1,11,1,2,1,1
S00159332,55.85791228,-4.335612704,114,107,-,-,-,1,-,-,-,1,-,-,2,1
S00159333,55.86059145,-4.218060127,79,63,-,-,-,-,4,-,2,4,4,2,1,1
S00159334,55.85993834,-4.267194074,68,33,-,-,1,1,1,-,-,5,5,6,6,8
S00159335,55.85714404,-4.341510958,95,89,-,-,-,-,-,-,1,3,-,-,-,-
S00159336,55.8597242,-4.246535174,105,56,-,-,-,-,-,-,2,2,-,5,20,22
S00159337,55.85975215,-4.266080587,84,43,-,-,-,-,1,-,3,19,4,4,8,4
S00159338,55.86044726,-4.207089407,103,88,-,-,-,-,-,2,4,4,-,3,4,1
S00159339,55.86202646,-4.127658568,187,178,-,-,-,-,-,-,-,1,-,2,5,-
S00159340,55.86035146,-4.235784623,104,69,-,-,-,-,-,-,-,5,2,5,15,9
S00159341,55.85976995,-4.244028927,97,56,-,-,-,-,1,-,1,4,6,7,12,11
S00159342,55.85922119,-4.263189239,151,50,-,-,-,-,-,-,-,11,5,16,37,32
S00159343,55.85790893,-4.325353496,87,81,-,-,-,-,-,-,-,1,1,-,3,-
S00159344,55.85903889,-4.236795831,1439,565,-,-,-,-,-,-,8,36,19,12,90,714
S00159345,55.85983324,-4.266069329,62,35,-,-,-,-,2,-,1,5,4,5,4,7
S00159346,55.8607258,-4.172763444,80,76,-,-,-,-,-,-,-,1,-,-,-,6
S00159347,55.85902724,-4.251720355,253,142,-,-,-,-,-,-,2,4,4,5,17,83
S00159348,55.86092603,-4.159862513,111,107,-,-,-,-,-,-,-,4,-,-,-,-
S00159349,55.85853062,-4.299455206,61,45,-,-,-,-,-,-,-,3,6,1,5,-
S00159350,55.8605737,-4.215054803,77,70,-,-,-,-,-,-,1,4,-,1,1,-
S00159351,55.8613598,-4.143282899,135,116,-,-,-,-,-,-,1,7,1,1,12,1
S00159352,55.8609693,-4.154319745,89,81,-,-,-,-,-,-,-,4,-,2,-,-
S00159353,55.85800348,-4.30361073,147,107,-,6,-,-,-,-,3,9,3,-,14,5
S00159354,55.86015167,-4.234414818,111,94,-,-,-,-,-,-,-,5,2,2,7,2
S00159355,55.86178259,-4.124608931,90,83,-,-,-,-,-,-,-,-,1,-,2,-
S00159356,55.8602717,-4.20284469,142,136,-,-,-,-,-,-,-,4,-,-,-,-
S00159357,55.85927989,-4.259996645,66,27,-,-,-,-,-,1,5,1,1,3,8,20
S00159358,55.86017756,-4.224556473,71,53,-,-,-,-,-,-,-,7,10,-,2,-
S00159359,55.85761494,-4.337544376,127,111,-,-,-,1,-,5,2,7,2,1,-,-
S00159360,55.85921016,-4.250564404,120,80,-,-,-,-,-,-,4,8,4,8,11,6
S00159361,55.86021001,-4.220771005,132,99,-,-,-,-,1,-,2,3,7,10,4,7
S00159362,55.86061722,-4.183464151,117,104,-,-,-,2,1,-,-,3,2,1,-,2
S00159363,55.8601278,-4.160792983,94,82,-,-,-,-,-,-,1,5,-,-,3,1
S00159364,55.86029839,-4.218363027,104,90,-,-,-,-,-,-,1,4,-,-,4,5
S00159365,55.85775498,-4.322084444,97,75,-,-,-,-,-,-,3,4,-,7,2,-
S00159366,55.85836137,-4.26302737,151,81,-,-,-,1,4,4,15,6,3,14,8,17
S00159367,55.86038933,-4.173495721,102,94,-,-,-,-,-,-,2,3,-,3,3,-
S00159368,55.86027917,-4.217435075,82,76,-,-,-,-,-,2,-,2,1,2,-,-
S00159369,55.86025717,-4.215164624,92,75,-,-,-,-,-,-,2,2,-,2,4,5
S00159370,55.85957466,-4.247341525,88,67,-,-,-,-,-,1,2,-,1,1,7,8
S00159371,55.85920658,-4.251251335,86,41,-,-,-,-,-,-,1,3,2,4,7,25
S00159372,55.85626694,-4.305153762,135,51,-,-,-,-,-,-,-,23,9,3,16,35
S00159373,55.86029161,-4.192171045,77,63,-,-,-,-,-,-,-,3,-,5,5,3
S00159374,55.85831433,-4.300928545,95,77,-,-,-,1,-,-,1,5,-,5,3,3
S00159375,55.86001504,-4.22012067,111,74,-,-,-,-,-,-,1,11,2,6,7,10
S00159376,55.86014809,-4.180018088,131,112,-,-,-,-,-,-,1,3,1,5,4,-
S00159377,55.85973404,-4.244026856,103,67,-,-,-,-,1,-,1,6,4,6,10,10
S00159378,55.86017104,-4.176184157,91,80,-,-,-,1,1,-,-,5,1,3,-,-
S00159379,55.86032877,-4.142107506,180,123,-,-,-,-,1,1,-,7,7,9,14,10
S00159380,55.8596073,-4.248014575,94,45,-,-,-,-,-,-,-,3,4,5,21,15
S00159381,55.85923604,-4.262870502,156,54,-,-,-,-,-,-,-,6,9,15,32,37
S00159382,55.86062274,-4.145351675,62,58,-,-,-,-,-,-,-,2,-,1,1,2
S00159383,55.86070459,-4.144780902,122,67,-,-,-,-,-,-,-,20,9,7,12,7
S00159384,55.85910991,-4.246707445,67,48,-,-,-,-,-,-,-,2,3,2,2,9
S00159385,55.85944157,-4.246263174,97,53,-,-,-,-,-,-,-,5,4,3,15,17
S00159386,55.85887104,-4.248467412,67,47,-,-,-,1,-,-,2,-,-,6,6,5
S00159387,55.86092663,-4.130970246,166,157,-,-,-,-,-,-,-,3,-,2,-,-
S00159388,55.85995302,-4.217080905,63,54,-,-,-,-,-,-,2,3,2,-,1,3
S00159389,55.85914524,-4.240828877,114,51,-,-,-,-,-,-,4,6,3,10,15,27
S00159390,55.85664611,-4.336974839,92,80,-,-,-,1,2,-,-,1,-,2,5,-
S00159391,55.85993855,-4.214890803,91,80,-,-,-,-,-,1,1,3,-,3,1,1
S00159392,55.85852265,-4.248351402,105,62,-,-,-,-,1,1,-,3,2,14,18,6
S00159393,55.86042209,-4.141393541,79,67,-,-,-,-,-,-,-,3,-,5,2,1
S00159394,55.86121424,-4.127853857,86,66,-,-,-,-,-,-,-,3,3,3,8,2
S00159395,55.85898299,-4.226501629,67,58,-,-,2,-,-,-,2,3,4,1,-,-
S00159396,55.85873237,-4.24572686,87,52,-,-,-,-,-,-,-,2,1,-,15,15
S00159397,55.86011933,-4.187207509,112,92,-,-,2,-,-,-,-,7,1,-,9,1
S00159398,55.85956387,-4.224697167,79,65,-,-,-,-,-,1,1,5,-,-,3,1
S00159399,55.85801749,-4.244023739,84,63,-,-,-,-,-,-,-,3,5,1,5,10
S00159400,55.85941056,-4.23365316,79,65,-,-,-,-,-,-,2,4,2,1,6,2
S00159401,55.86054467,-4.135375801,150,141,-,-,1,-,1,-,1,7,1,-,-,-
S00159402,55.86030834,-4.140700142,82,72,-,-,-,-,-,-,-,1,-,9,-,-
S00159403,55.8596098,-4.174379006,154,149,-,-,-,-,-,-,-,5,4,-,-,-
S00159404,55.86054703,-4.154312345,88,87,-,-,-,-,-,-,-,1,-,-,-,-
S00159405,55.85844897,-4.281153491,88,44,-,-,-,-,1,2,1,7,9,6,13,5
S00159406,55.86066519,-4.143947763,140,91,-,-,-,-,-,-,-,12,13,2,14,8
S00159407,55.85939085,-4.105334888,153,147,-,-,-,-,-,1,1,1,-,2,-,-
S00159408,55.85925003,-4.24149009,109,71,-,-,-,-,-,-,2,2,3,-,8,18
S00159409,55.85943583,-4.2203433,112,82,-,-,-,-,-,-,1,2,1,2,4,18
S00159410,55.85942618,-4.219383954,113,90,-,-,3,-,-,-,4,4,-,5,5,2
S00159411,55.86018866,-4.159374142,115,111,-,-,-,-,-,-,-,5,-,-,-,-
S00159412,55.85931362,-4.217651707,149,125,-,-,-,2,-,-,2,4,-,4,4,1
S00159413,55.86126394,-4.126018838,75,65,-,-,-,-,-,-,-,-,3,2,4,-
S00159414,55.85902333,-4.240614118,83,46,-,-,-,-,-,-,-,7,5,3,11,10
S00159415,55.8599314,-4.180581227,163,130,-,-,-,-,-,-,-,6,7,6,11,2
S00159416,55.86000737,-4.157925887,86,85,-,-,-,1,-,-,-,-,-,-,-,-
S00159417,55.85917429,-4.243179598,94,62,-,-,-,-,-,-,2,3,-,4,12,11
S00159418,55.8588859,-4.220935129,96,74,-,-,-,-,-,-,-,4,4,4,8,2
S00159419,55.85955476,-4.216738612,92,80,-,-,-,-,-,-,1,1,4,1,1,-
S00159420,55.86023179,-4.139417535,67,63,-,-,-,-,-,-,-,-,-,1,6,-
S00159421,55.85980918,-4.184936901,95,81,-,-,-,-,-,-,-,1,-,7,4,3
S00159422,55.85930053,-4.214886444,61,44,-,-,-,-,-,-,3,2,1,4,6,3
S00159423,55.85777622,-4.299905991,79,77,-,-,-,-,-,-,-,4,1,-,-,-
S00159424,55.85919257,-4.2053883,73,59,-,-,-,-,-,1,-,3,-,-,7,-
S00159425,55.85942615,-4.212400729,72,50,-,-,-,-,-,1,-,3,-,2,7,11
S00159426,55.857765,-4.305306428,100,78,-,-,-,-,1,-,-,20,1,1,-,4
S00159427,55.85726196,-4.306251368,139,107,-,-,1,-,-,-,-,13,2,3,7,2
S00159428,55.85980141,-4.166575548,69,62,-,-,-,-,-,-,-,2,-,4,1,-
S00159429,55.85636438,-4.229164052,122,105,-,-,-,-,-,-,1,5,2,8,3,-
S00159430,55.86027594,-4.163102337,186,145,-,-,-,1,-,-,3,23,2,4,8,1
S00159431,55.85677594,-4.327283199,118,111,-,-,1,-,-,-,-,4,2,-,2,-
S00159432,55.85950767,-4.187237046,78,68,-,-,-,-,-,-,-,4,1,-,4,-
S00159433,55.85826149,-4.242471815,118,81,-,-,-,-,-,-,1,3,4,6,14,7
S00159434,55.8587566,-4.240454942,842,296,-,-,-,-,-,-,6,18,17,7,53,449
S00159435,55.86046897,-4.125735701,111,81,-,-,-,-,-,1,1,1,6,4,12,2
S00159436,55.86016208,-4.127892197,87,63,-,-,-,-,4,-,-,10,1,4,2,3
S00159437,55.85696147,-4.335987076,81,78,-,-,-,-,-,-,-,-,-,-,4,-
S00159438,55.8603045,-4.142985069,97,52,-,-,-,-,-,-,-,24,2,2,12,5
S00159439,55.85868655,-4.246267526,92,50,-,-,-,-,-,-,-,1,4,2,9,25
S00159440,55.85873,-4.243393681,75,50,-,-,-,-,-,-,-,2,2,3,12,6
S00159441,55.85931108,-4.215797897,100,81,-,-,-,-,-,-,4,7,1,2,2,4
S00159442,55.85578226,-4.37456947,131,117,-,-,-,-,-,1,-,1,-,4,4,3
S00159443,55.85799801,-4.281238911,104,67,-,-,-,2,-,-,1,8,3,-,6,14
S00159444,55.85536441,-4.379912887,100,100,-,-,-,-,-,-,-,-,-,-,-,-
S00159445,55.85941799,-4.19177027,62,46,-,-,-,1,-,-,-,-,5,-,2,4
S00159446,55.85903569,-4.187498149,90,85,-,-,-,1,-,-,-,2,1,-,-,-
S00159447,55.85820375,-4.156227947,167,141,-,-,-,-,-,-,-,7,1,7,3,6
S00159448,55.85629804,-4.341571905,77,76,-,-,-,-,-,-,-,-,-,-,1,-
S00159449,55.85611388,-4.255722216,514,225,-,-,-,-,-,-,-,11,7,11,37,216
S00159450,55.85986493,-4.176214976,111,104,-,-,-,1,3,-,-,1,1,1,-,-
S00159451,55.85966085,-4.138139725,87,66,-,-,-,-,2,1,-,3,7,5,5,-
S00159452,55.85676389,-4.335032436,68,66,-,-,-,-,1,-,-,1,-,-,-,-
S00159453,55.85619458,-4.322854195,174,128,-,1,1,-,1,2,1,15,2,8,3,16
S00159454,55.85786414,-4.280703737,130,78,-,-,-,-,-,1,3,2,2,19,18,12
S00159455,55.8586532,-4.246617155,72,46,-,-,-,-,-,-,1,3,1,3,8,4
S00159456,55.85552624,-4.378516633,90,88,-,-,-,-,-,-,-,-,-,-,1,-
S00159457,55.85540266,-4.339504701,226,201,-,-,-,1,1,-,1,15,2,4,4,-
S00159458,55.85852524,-4.220003708,97,84,-,-,-,-,-,-,1,5,-,3,8,-
S00159459,55.85882301,-4.220436169,98,88,-,-,-,-,-,-,1,3,3,1,-,-
S00159460,55.85858961,-4.217930035,86,73,-,-,-,-,-,-,-,4,-,4,4,-
S00159461,55.85899622,-4.217809394,77,62,-,-,-,-,-,-,1,4,1,9,1,-
S00159462,55.85561952,-4.326175415,79,76,-,-,-,-,1,-,-,2,-,-,-,-
S00159463,55.85964581,-4.135901741,213,193,-,-,-,-,-,-,2,15,1,1,1,-
S00159464,55.85873798,-4.216180732,107,79,-,-,-,2,1,1,-,2,-,1,11,8
S00159465,55.85632292,-4.333168375,126,111,-,-,-,-,-,-,1,14,-,-,-,-
S00159466,55.85770322,-4.279687599,81,63,-,-,1,-,1,1,-,2,-,4,8,2
S00159467,55.85870445,-4.214548901,86,80,-,-,-,-,-,-,1,-,3,-,1,-
S00159468,55.85807337,-4.240958903,153,103,1,-,-,-,2,2,3,6,4,6,10,15
S00159469,55.858998,-4.213718683,65,52,-,-,-,-,-,-,1,3,2,2,3,3
S00159470,55.85970837,-4.169814276,122,93,-,-,-,1,-,-,2,2,5,3,10,5
S00159471,55.85955635,-4.154944623,114,90,-,-,-,1,-,-,-,3,1,8,9,2
S00159472,55.85684,-4.30478823,92,67,-,-,-,-,-,2,1,8,4,5,7,6
S00159473,55.85847965,-4.176792655,83,84,-,-,-,-,-,-,-,-,-,1,-,-
S00159474,55.85980319,-4.130972638,145,125,-,-,-,1,-,-,-,9,1,-,4,6
S00159475,55.85655566,-4.302214734,78,59,-,-,-,-,-,1,1,7,-,5,4,-
S00159476,55.85546501,-4.330064993,96,83,-,-,-,-,-,-,-,8,2,9,-,-
S00159477,55.85945101,-4.165037963,156,144,-,-,-,-,1,-,1,-,5,-,-,-
S00159478,55.85640267,-4.324208862,83,76,-,-,-,-,-,1,-,2,2,-,-,-
S00159479,55.8588307,-4.18234121,128,116,-,-,-,-,-,-,-,5,4,-,-,1
S00159480,55.85796522,-4.245410934,66,55,-,-,-,-,-,-,2,-,-,3,1,4
S00159481,55.85652548,-4.303826835,138,89,-,-,-,2,1,4,1,18,8,5,2,8
S00159482,55.85638854,-4.335393412,145,120,-,-,-,-,-,-,3,4,6,3,5,6
S00159483,55.85864166,-4.19498636,171,156,-,-,-,-,-,-,1,10,3,-,1,-
S00159484,55.85853699,-4.185217013,176,165,-,-,-,-,-,-,1,5,-,2,-,4
S00159485,55.85549129,-4.374743462,99,86,-,-,-,-,-,-,2,-,-,-,6,5
S00159486,55.85762439,-4.279091742,67,43,-,-,2,-,1,-,-,4,4,5,1,8
S00159487,55.85478826,-4.378567398,126,117,-,-,1,-,-,-,-,-,-,1,4,-
S00159488,55.85856001,-4.215083985,85,58,-,-,-,2,-,1,3,5,2,4,2,5
S00159489,55.85588534,-4.337280686,94,84,-,-,-,-,-,1,-,7,2,-,-,1
S00159490,55.85944164,-4.168121529,64,59,-,-,-,-,-,-,-,3,-,-,-,1
S00159491,55.85803442,-4.242602544,60,37,-,-,-,-,-,-,1,3,-,1,5,12
S00159492,55.85884467,-4.16578722,122,119,-,-,-,-,-,1,-,1,-,1,-,-
S00159493,55.85753883,-4.146971285,145,137,-,-,-,-,-,-,2,4,-,-,-,-
S00159494,55.85903214,-4.170447708,70,67,-,-,-,-,-,-,-,1,1,-,1,-
S00159495,55.8589395,-4.189873702,64,57,-,-,-,-,-,-,-,-,-,-,7,-
S00159496,55.85841121,-4.206862063,76,65,-,-,-,-,-,-,-,3,-,4,6,-
S00159497,55.85585804,-4.327819522,93,93,-,-,-,-,-,-,-,-,-,-,-,-
S00159498,55.85858903,-4.205465949,80,71,-,-,-,-,-,-,1,1,1,3,3,-
S00159499,55.85445885,-4.368624599,168,155,-,-,-,1,-,-,-,5,-,-,5,2
S00159500,55.85797485,-4.15749359,95,90,-,-,-,2,-,-,-,-,-,-,3,-
S00159501,55.85688625,-4.27575681,114,76,-,-,-,-,-,2,1,11,3,5,17,4
S00159502,55.85466817,-4.322299708,104,98,-,-,-,-,-,-,-,-,-,-,2,4
S00159503,55.85755837,-4.260264183,179,102,-,-,-,-,-,-,4,6,5,11,4,46
S00159504,55.8570303,-4.242960129,106,66,-,-,-,-,-,1,1,1,2,4,14,16
S00159505,55.85718151,-4.275342639,181,123,-,-,-,-,-,-,-,9,4,6,16,23
S00159506,55.8580103,-4.239980526,71,43,-,-,-,-,-,-,1,1,3,8,5,10
S00159507,55.85493946,-4.372600594,103,92,-,-,-,-,-,-,1,4,1,1,4,-
S00159508,55.85860311,-4.178956784,74,56,-,-,-,-,-,-,1,12,-,-,-,3
S00159509,55.85789292,-4.135406052,60,59,-,-,-,-,-,-,1,-,-,-,-,-
S00159510,55.85621243,-4.302785648,105,73,-,-,-,4,-,-,-,6,-,6,-,14
S00159511,55.85857544,-4.142154798,126,117,-,-,-,-,-,-,-,-,2,3,1,1
S00159512,55.85798082,-4.217799459,87,64,-,-,1,-,-,-,1,2,7,-,5,2
S00159513,55.85784523,-4.217344311,119,109,-,-,-,-,-,-,-,4,1,4,2,-
S00159514,55.85800908,-4.216730453,70,66,-,-,-,-,-,-,-,1,3,-,-,-
S00159515,55.85830057,-4.215516641,101,81,-,-,-,-,-,-,1,4,1,4,4,3
S00159516,55.85897296,-4.153873648,104,92,-,-,-,-,-,-,-,2,3,8,-,2
S00159517,55.85797805,-4.218949812,75,65,-,-,-,-,-,-,-,5,1,-,2,4
S00159518,55.85836404,-4.141392138,85,75,-,-,-,-,1,-,1,5,-,-,-,-
S00159519,55.85766775,-4.22070581,115,100,-,-,-,-,-,1,1,5,-,1,1,4
S00159520,55.85388021,-4.376722326,93,87,-,-,-,-,-,-,1,4,-,-,-,-
S00159521,55.85513964,-4.374801896,112,107,-,-,-,-,-,-,-,4,-,1,-,-
S00159522,55.85793801,-4.221168654,117,107,-,-,-,1,1,-,3,-,1,1,-,6
S00159523,55.85815414,-4.222139757,135,120,2,-,-,1,-,-,4,3,1,1,5,1
S00159524,55.85889037,-4.139551513,146,137,-,-,-,-,-,-,-,5,-,-,1,-
S00159525,55.85861813,-4.151552983,113,100,-,-,-,-,-,-,1,4,1,1,-,1
S00159526,55.8574109,-4.193446867,112,103,-,-,-,-,-,-,4,-,-,5,-,-
S00159527,55.8563588,-4.283363884,140,109,-,-,-,1,-,-,-,2,3,5,8,12
S00159528,55.85774401,-4.160404948,124,112,-,-,-,-,-,-,-,-,-,-,4,4
S00159529,55.85875881,-4.158399946,86,82,-,-,-,-,-,-,-,1,-,2,2,-
S00159530,55.85859429,-4.168266068,86,77,-,-,-,-,-,-,-,-,-,-,5,5
S00159531,55.85832357,-4.190142647,104,87,-,-,-,-,-,-,-,4,-,11,1,2
S00159532,55.85788851,-4.218433369,73,54,-,-,-,-,-,-,-,-,-,4,1,11
S00159533,55.85769264,-4.224302557,64,57,-,-,-,-,-,-,-,1,-,-,2,5
S00159534,55.85784204,-4.220012668,121,109,-,-,-,-,1,-,4,4,1,-,2,-
S00159535,55.85798103,-4.214795357,89,79,-,-,2,-,-,-,1,4,1,1,1,1
S00159536,55.85561288,-4.324625075,118,108,-,-,-,1,-,1,2,2,-,-,1,1
S00159537,55.85759396,-4.24211376,71,61,-,-,-,-,-,-,-,-,1,1,4,6
S00159538,55.85779483,-4.22362129,113,103,-,-,-,-,2,-,-,6,2,-,-,-
S00159539,55.85725975,-4.260374671,114,61,-,-,-,-,-,-,8,8,4,9,9,15
S00159540,55.85552763,-4.337658672,115,95,-,-,-,-,-,-,-,5,-,1,-,11
S00159541,55.85877211,-4.169394539,89,84,-,-,-,-,-,-,-,5,-,-,-,-
S00159542,55.85590836,-4.280029855,100,80,-,-,-,-,-,1,-,6,1,4,4,2
S00159543,55.85336686,-4.304039292,98,72,-,-,-,-,4,2,3,4,5,2,1,6
S00159544,55.85844658,-4.161850133,94,85,-,-,-,1,-,-,-,2,-,-,2,-
S00159545,55.85813028,-4.205487886,64,59,-,-,-,-,-,-,-,1,2,1,1,-
S00159546,55.85544966,-4.334665957,72,69,-,-,-,-,-,-,-,1,1,-,1,-
S00159547,55.85370336,-4.246986491,157,90,-,-,-,-,-,-,-,6,1,4,17,39
S00159548,55.85745846,-4.241658535,77,55,-,-,-,-,-,2,-,-,3,4,7,5
S00159549,55.8574048,-4.242630174,70,38,-,-,-,-,-,-,-,1,2,15,8,1
S00159550,55.85472156,-4.303208733,107,79,-,-,2,-,-,-,-,15,2,7,2,2
S00159551,55.85840701,-4.164101014,89,76,-,-,1,-,-,1,-,6,4,-,2,1
S00159552,55.85793513,-4.18216315,91,89,-,-,-,-,-,1,-,1,-,-,-,-
S00159553,55.85912988,-4.109027981,164,150,-,-,-,2,2,2,1,4,-,2,2,1
S00159554,55.85497946,-4.23168916,111,101,-,-,-,1,-,1,-,1,4,2,1,1
S00159555,55.85471677,-4.363159637,110,81,-,-,-,2,1,-,-,1,-,7,15,-
S00159556,55.85725254,-4.189219505,116,96,-,-,-,-,-,-,-,8,3,4,5,-
