OA_Code,Latitude,Longitude,All people,Born in the UK,Arrived before 1941,Arrived 1941 - 1950,Arrived 1951 - 1960,Arrived 1961 - 1970,Arrived 1971 - 1980,Arrived 1981 - 1990,Arrived 1991 - 2000,Arrived 2001 - 2010,Arrived 2011 - 2013,Arrived 2014 - 2016,Arrived 2017 - 2019,Arrived 2020 - 2022
S00173247,55.83299789,-4.458730854,158,156,-,-,-,-,-,-,-,1,1,2,-,-
S00173248,55.83333418,-4.447732647,115,109,-,-,-,-,-,-,-,-,-,-,-,-
S00173249,55.83351288,-4.442361909,94,92,-,-,-,-,-,-,-,-,-,-,-,1
S00173250,55.83437653,-4.423698601,95,95,-,-,-,1,-,-,-,2,-,-,1,-
S00173251,55.83353435,-4.429028133,91,89,-,-,-,1,-,2,2,-,-,-,2,-
S00173252,55.83212532,-4.507719139,113,108,-,-,-,-,-,-,-,2,1,-,2,-
S00173253,55.83236029,-4.518210634,69,65,-,-,-,-,-,-,1,-,1,-,-,-
S00173254,55.83385138,-4.405587602,96,95,-,-,-,-,1,-,-,-,-,-,-,-
S00173255,55.83136537,-4.513243613,111,109,-,-,-,-,-,-,1,-,-,-,1,-
S00173256,55.83375595,-4.445507338,89,74,-,-,-,1,-,2,1,11,-,1,-,-
S00173257,55.83240603,-4.499672342,84,81,-,-,-,1,-,1,-,-,-,-,1,-
S00173258,55.83257041,-4.492017256,92,94,-,-,-,-,-,-,-,-,-,-,1,-
S00173259,55.83335506,-4.456150257,166,157,-,-,-,-,2,-,-,1,-,5,2,-
S00173260,55.83321662,-4.450024957,94,90,-,-,-,1,-,-,-,1,-,-,-,-
S00173261,55.83222663,-4.51727573,65,63,-,-,-,-,-,-,1,1,-,-,-,-
S00173262,55.83376503,-4.420977543,94,83,-,-,-,-,-,1,3,2,1,1,2,2
S00173263,55.83003703,-4.512710762,133,128,-,-,-,-,-,-,-,1,-,-,-,-
S00173264,55.8329757,-4.45804274,71,57,-,-,-,-,-,-,-,4,4,-,-,5
S00173265,55.83164531,-4.4839892,144,142,-,-,-,-,-,-,-,-,-,-,2,-
S00173266,55.83364374,-4.423940459,99,93,-,-,-,-,-,-,2,4,-,-,3,-
S00173267,55.83153498,-4.539109647,108,103,-,-,-,-,-,-,-,1,2,-,1,1
S00173268,55.83402241,-4.427525419,69,59,-,-,-,-,-,-,1,1,-,7,2,-
S00173269,55.83365876,-4.419070484,110,82,-,-,-,-,-,-,-,1,-,-,14,12
S00173270,55.8327266,-4.436691197,234,228,-,-,-,2,2,-,1,1,-,-,-,2
S00173271,55.83142808,-4.516329811,84,87,-,1,-,-,-,-,-,-,-,-,-,-
S00173272,55.83375834,-4.402531554,179,158,-,-,-,2,2,-,-,-,-,-,14,-
S00173273,55.83299662,-4.38996423,258,250,-,-,-,1,-,-,-,6,-,-,-,-
S00173274,55.8335848,-4.417804248,70,61,-,-,-,-,1,-,-,6,1,-,-,1
S00173275,55.8318806,-4.487022489,138,134,-,-,-,-,-,-,-,-,-,4,-,-
S00173276,55.83391954,-4.393805799,129,123,-,-,-,-,-,-,-,2,1,-,-,-
S00173277,55.8316531,-4.501779929,121,121,-,-,-,-,-,-,-,-,-,-,-,-
