OA_Code,Latitude,Longitude,All people in households,"Whole house or bungalow, Total","Whole house or bungalow, Detached","Whole house or bungalow, Semi-detached","Whole house or bungalow, Terraced (including end-terrace)","Flat, maisonette or apartment, Total","Flat, maisonette or apartment, Purpose-built block of flats or tenement","Flat, maisonette or apartment, Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment, In a commercial building",Caravan or other mobile or temporary structure
S00161107,55.829236,-4.27746243,78,4,-,-,4,74,74,-,-,-
S00161108,55.83006962,-4.231012295,138,12,-,6,6,121,119,4,-,5
S00161109,55.82683549,-4.285257592,129,4,4,-,-,125,117,8,-,-
S00161110,55.82678373,-4.35092656,124,84,15,34,40,42,42,-,-,-
S00161111,55.82898509,-4.257440321,92,19,-,5,14,69,69,-,-,-
S00161112,55.82873969,-4.297376958,91,3,-,-,3,88,88,-,-,-
S00161113,55.82628073,-4.297663045,119,-,-,-,-,118,116,1,-,-
S00161114,55.82888217,-4.279581406,101,-,-,-,-,101,101,-,-,-
S00161115,55.82862853,-4.280173329,109,4,-,-,4,104,104,-,-,-
S00161116,55.8282458,-4.293020654,116,32,4,21,7,85,85,-,-,-
S00161117,55.83038114,-4.150472109,104,102,-,24,78,2,-,2,-,-
S00161118,55.82851559,-4.277053059,73,3,-,1,2,70,70,-,-,-
S00161119,55.82945637,-4.250361977,116,-,-,-,-,116,112,-,4,-
S00161120,55.82893243,-4.250507352,76,-,-,-,-,76,76,-,-,-
S00161121,55.82970818,-4.233099342,101,-,-,-,-,101,101,-,-,-
S00161122,55.82836923,-4.275735176,145,51,7,3,40,95,90,5,-,-
S00161123,55.82988282,-4.2323908,69,-,-,-,-,70,66,2,-,-
S00161124,55.829769,-4.231234594,109,15,-,3,10,94,94,-,-,-
S00161125,55.82553262,-4.345374534,120,20,8,8,3,103,103,-,-,-
S00161126,55.82813426,-4.28210838,161,5,-,-,5,158,153,-,5,-
S00161127,55.82961954,-4.23451539,82,11,-,7,1,70,70,-,-,1
S00161128,55.83059367,-4.155785163,103,101,3,23,77,2,2,-,-,-
S00161129,55.8303968,-4.157786207,87,77,6,23,48,10,10,-,-,-
S00161130,55.82653789,-4.365617334,86,86,8,33,45,-,-,-,-,-
S00161131,55.83014293,-4.153812164,120,112,-,13,102,10,10,-,-,-
S00161132,55.82780912,-4.287997203,91,23,8,13,2,68,65,3,-,-
S00161133,55.8280279,-4.295546636,84,3,2,-,1,85,85,-,-,-
S00161134,55.82824796,-4.27791562,116,9,-,-,9,106,106,-,-,-
S00161135,55.82830585,-4.285934645,79,-,-,-,-,79,78,4,-,-
S00161136,55.82889784,-4.232190645,154,3,-,2,1,150,150,-,-,-
S00161137,55.82701506,-4.342573735,99,63,1,49,6,40,40,-,-,-
S00161138,55.82839708,-4.281022023,89,-,-,-,-,89,89,-,-,-
S00161139,55.82610423,-4.349799812,136,53,4,12,37,82,82,-,-,1
S00161140,55.82820329,-4.274016976,114,-,-,-,-,114,105,8,-,-
S00161141,55.82922539,-4.232464896,126,17,-,8,6,109,109,-,-,-
S00161142,55.82848999,-4.253563492,125,96,-,12,87,25,11,14,-,-
S00161143,55.82826705,-4.280279909,103,15,-,-,15,90,90,-,-,-
S00161144,55.82637699,-4.340683209,115,70,-,40,26,49,49,-,-,-
S00161145,55.82765268,-4.290606631,107,52,43,12,-,52,32,19,-,-
S00161146,55.82743382,-4.298481511,92,4,2,-,2,88,88,-,-,-
S00161147,55.82783418,-4.273564316,89,4,-,4,-,87,74,11,-,-
S00161148,55.82932892,-4.153080562,113,107,4,50,54,6,6,-,-,-
S00161149,55.82723454,-4.295196512,113,6,-,-,4,108,108,-,-,-
S00161150,55.82779741,-4.294894363,69,1,-,1,-,68,68,-,-,-
S00161151,55.82784361,-4.234812697,105,14,6,3,7,91,91,-,-,-
S00161152,55.82800935,-4.283027165,91,2,-,-,2,91,91,-,-,-
S00161153,55.82812811,-4.278563272,87,1,-,-,1,86,86,-,-,-
S00161154,55.82851651,-4.239322149,83,10,-,9,2,72,72,-,-,-
S00161155,55.82587513,-4.362224069,142,142,68,66,4,-,-,-,-,-
S00161156,55.82497311,-4.369865176,232,228,211,13,4,4,4,-,-,-
S00161157,55.82979623,-4.155134266,112,101,3,22,77,11,11,-,-,-
S00161158,55.82809736,-4.272940984,74,-,-,-,-,74,73,1,-,-
S00161159,55.82821341,-4.16031577,132,71,4,46,18,61,59,2,-,-
S00161160,55.82784184,-4.281883675,91,1,-,-,1,89,89,-,-,1
S00161161,55.82781606,-4.278912265,74,-,-,-,-,74,74,-,-,-
S00161162,55.82606287,-4.339243295,79,37,4,14,17,47,47,-,-,-
S00161163,55.82766405,-4.276444435,76,-,-,-,-,76,78,1,-,-
S00161164,55.82831606,-4.239965283,68,2,2,-,-,66,66,-,-,-
S00161165,55.8275377,-4.252071375,174,81,14,3,64,93,83,10,-,-
S00161166,55.82849874,-4.23338129,109,3,-,2,1,104,104,-,-,-
S00161167,55.82854033,-4.238014197,61,3,-,-,1,58,58,-,-,-
S00161168,55.82714526,-4.285515268,82,3,-,2,-,82,82,-,-,-
S00161169,55.82801416,-4.253535965,107,16,-,12,2,93,93,-,-,-
S00161170,55.82753311,-4.287374241,118,-,-,-,-,118,118,-,-,-
S00161171,55.82551343,-4.348263322,65,1,-,-,1,64,64,-,-,-
S00161172,55.8258038,-4.368734171,151,145,141,4,-,5,5,-,-,-
S00161173,55.827104,-4.294486274,86,-,-,-,-,86,86,-,-,-
S00161174,55.82684872,-4.237134651,248,215,5,80,130,33,26,6,-,-
S00161175,55.82888625,-4.160895967,121,75,4,67,5,46,46,-,-,-
S00161176,55.82956827,-4.153269433,102,87,4,37,46,12,11,1,-,-
S00161177,55.82735733,-4.280386329,113,16,3,13,-,101,94,7,-,-
S00161178,55.82730749,-4.236618125,192,177,12,62,103,15,15,-,-,-
S00161179,55.82793106,-4.25659685,144,7,-,-,7,137,137,-,-,-
S00161180,55.82736166,-4.279668066,110,5,-,-,5,105,105,-,-,-
S00161181,55.8275874,-4.283002436,73,3,-,-,3,70,68,2,-,-
S00161182,55.82754261,-4.282025818,85,24,-,4,17,61,59,2,-,-
S00161183,55.82666525,-4.274565865,134,19,-,9,10,115,102,13,-,-
S00161184,55.82497693,-4.347177206,78,6,-,3,4,70,66,-,2,-
S00161185,55.82686422,-4.289027452,120,8,-,8,4,110,110,-,-,-
S00161186,55.82739033,-4.258146254,122,14,4,9,1,108,108,-,-,-
S00161187,55.82706805,-4.269304352,111,4,2,-,4,107,99,6,4,-
S00161188,55.82519121,-4.351485081,213,60,3,15,38,149,149,-,-,-
S00161189,55.82777199,-4.255469939,138,-,-,-,-,138,138,-,-,-
S00161190,55.82804694,-4.233020079,106,2,-,-,2,106,106,-,-,-
S00161191,55.82586414,-4.297351079,85,10,4,4,3,75,75,-,-,-
S00161192,55.82690372,-4.264568614,145,74,-,3,71,71,51,20,-,-
S00161193,55.82778463,-4.260164998,114,6,5,-,3,102,96,2,-,-
S00161194,55.82704548,-4.286531297,129,2,-,-,2,127,125,2,-,-
S00161195,55.82717764,-4.278443811,115,-,-,-,-,115,114,1,-,-
S00161196,55.82680097,-4.284696729,92,3,-,3,-,89,89,-,-,-
S00161197,55.82771909,-4.230781877,170,6,6,-,-,168,164,-,2,-
S00161198,55.8269483,-4.282086805,84,-,-,-,-,84,84,-,-,-
S00161199,55.82740916,-4.255161527,79,11,-,-,11,64,64,-,-,-
S00161200,55.82787561,-4.238981933,71,4,-,-,4,68,68,-,-,-
S00161201,55.82710234,-4.275230061,98,5,5,-,-,93,93,-,-,-
S00161202,55.82770087,-4.240680358,100,7,-,-,7,95,95,-,-,-
S00161203,55.82692952,-4.272425775,79,1,1,-,-,76,76,-,-,-
S00161204,55.8261727,-4.294303689,76,27,-,2,22,49,49,-,-,-
S00161205,55.8266309,-4.28417582,157,13,5,1,7,144,144,-,-,-
S00161206,55.82523814,-4.342434953,77,62,2,36,24,15,15,-,-,-
S00161207,55.82748232,-4.259987788,137,2,-,-,2,133,133,-,-,-
S00161208,55.82540931,-4.278324425,154,80,2,2,77,74,68,2,-,-
S00161209,55.82639731,-4.288521018,117,-,-,-,-,114,114,-,-,-
S00161210,55.82664322,-4.278668022,97,24,-,-,24,73,71,-,3,-
S00161211,55.8264037,-4.283827199,90,7,-,-,7,83,81,2,-,-
S00161212,55.82686848,-4.268430521,99,-,-,-,-,99,98,2,-,-
S00161213,55.82657263,-4.266928397,89,3,-,-,3,86,85,1,-,-
S00161214,55.82687194,-4.255050595,109,3,-,3,-,106,106,-,-,-
S00161215,55.82659885,-4.279607461,67,-,-,-,-,67,67,-,-,-
S00161216,55.82735621,-4.233443523,126,41,-,1,42,83,80,1,-,-
S00161217,55.8265963,-4.286520899,154,43,-,-,43,114,85,29,-,-
S00161218,55.8250826,-4.357625586,195,193,77,100,16,3,3,-,-,-
S00161219,55.82687888,-4.25810064,83,-,-,-,-,83,83,-,-,-
S00161220,55.82655333,-4.258209503,80,-,-,-,-,79,79,-,-,-
S00161221,55.82461664,-4.282780452,76,17,2,-,15,59,53,1,-,-
S00161222,55.82623842,-4.29077894,90,6,-,-,6,83,81,4,-,-
S00161223,55.82604779,-4.260287763,84,3,2,3,-,79,79,-,-,-
S00161224,55.82449714,-4.36003298,116,108,47,58,3,3,3,-,-,-
S00161225,55.82264348,-4.362954126,177,175,102,59,6,2,2,-,-,-
S00161226,55.8241562,-4.360938357,132,129,53,64,12,2,-,2,-,-
S00161227,55.82672139,-4.272988436,85,2,1,-,1,83,83,-,-,-
S00161228,55.82624526,-4.283163281,114,22,-,-,22,95,95,-,-,-
S00161229,55.82652747,-4.268889663,136,34,-,5,27,102,91,11,-,-
S00161230,55.82647066,-4.258795474,107,-,-,-,-,107,107,-,-,-
S00161231,55.82701781,-4.253957332,70,-,-,-,-,70,70,-,-,-
S00161232,55.82388896,-4.355190399,104,11,-,10,4,90,86,4,-,-
S00161233,55.82709387,-4.256181118,99,2,-,1,1,97,94,2,2,-
S00161234,55.82644324,-4.275878132,97,3,4,1,-,92,92,-,-,-
S00161235,55.82459259,-4.365355514,118,114,67,46,1,4,4,-,-,-
S00161236,55.82607144,-4.288645573,63,2,-,2,-,61,61,-,-,-
S00161237,55.8269341,-4.238368988,92,9,-,9,-,83,83,-,-,-
S00161238,55.82627784,-4.270727242,145,50,-,15,33,95,75,23,-,-
S00161239,55.82656862,-4.259823017,112,-,-,-,-,112,112,-,-,-
S00161240,55.82600126,-4.265745568,119,-,-,-,-,119,116,-,3,-
S00161241,55.8270716,-4.239702127,125,81,-,34,47,44,43,-,-,-
S00161242,55.82637026,-4.266693089,99,4,-,4,-,95,91,3,1,-
S00161243,55.82558988,-4.2763392,100,1,-,1,-,99,99,-,-,-
S00161244,55.82530912,-4.28130424,106,87,2,4,81,19,14,4,3,-
S00161245,55.82597728,-4.25678704,70,-,-,-,-,70,70,-,-,-
S00161246,55.82556563,-4.28636461,61,-,-,-,-,61,59,-,4,-
S00161247,55.82564798,-4.274171179,118,8,8,-,-,113,113,-,-,-
S00161248,55.82641213,-4.256109703,103,2,-,2,-,98,94,-,4,-
S00161249,55.82667071,-4.254751548,94,-,-,-,-,94,94,-,-,-
S00161250,55.82432609,-4.342188523,80,25,-,4,19,55,55,-,-,-
S00161251,55.82545665,-4.240535317,113,110,-,64,46,3,3,-,-,-
S00161252,55.8261594,-4.290678494,68,-,-,-,-,68,63,2,1,-
S00161253,55.82591903,-4.269716413,90,74,-,5,69,16,13,4,-,-
S00161254,55.82635855,-4.243812409,122,40,7,26,3,82,75,7,-,-
S00161255,55.82577197,-4.289282603,150,6,1,-,5,145,145,-,-,-
S00161256,55.82410068,-4.356336783,132,33,14,12,4,97,97,-,-,-
S00161257,55.82397387,-4.362476006,108,107,34,71,2,1,1,-,-,-
S00161258,55.82625498,-4.25977289,73,-,-,-,-,73,72,2,-,-
S00161259,55.82581203,-4.26918329,194,98,-,3,92,99,99,-,-,-
S00161260,55.82542724,-4.285590108,90,2,-,-,2,88,88,-,-,-
S00161261,55.82575759,-4.287158228,69,-,-,-,-,69,69,-,-,-
S00161262,55.82382156,-4.348847877,86,28,1,17,10,58,58,-,-,-
S00161263,55.824977,-4.274004284,153,73,31,26,16,79,44,36,-,-
S00161264,55.82275601,-4.34769799,97,25,2,14,6,72,72,-,-,-
S00161265,55.82338096,-4.36713398,118,87,50,32,4,31,31,-,-,-
S00161266,55.82552359,-4.291519257,135,8,4,5,-,127,127,-,-,-
S00161267,55.82557263,-4.282117985,69,25,3,20,1,40,42,2,-,-
S00161268,55.82568541,-4.247206371,85,4,-,3,-,80,80,-,-,-
S00161269,55.82568685,-4.290475079,107,7,-,7,-,100,100,-,-,-
S00161270,55.82645689,-4.236441559,106,3,-,-,3,103,103,-,-,-
S00161271,55.82646825,-4.232849756,173,12,-,6,6,158,158,-,-,-
S00161272,55.82451591,-4.280459501,109,59,-,10,49,50,48,2,-,-
S00161273,55.82493537,-4.284491527,142,27,1,3,28,115,115,-,-,-
S00161274,55.825065,-4.295867002,78,-,-,-,-,78,78,-,-,-
S00161275,55.82525294,-4.245297436,113,30,-,9,14,86,86,-,-,-
S00161276,55.82552165,-4.245839804,99,17,2,9,3,82,82,-,-,-
S00161277,55.82489551,-4.291945329,147,7,6,-,1,140,140,-,-,-
S00161278,55.82613273,-4.248301921,129,33,2,8,29,93,92,1,-,-
S00161279,55.82557036,-4.267668387,96,2,-,-,2,94,94,-,-,-
S00161280,55.82560635,-4.290454379,96,5,-,2,3,91,91,-,-,-
S00161281,55.82407266,-4.339922092,78,26,10,20,1,52,52,-,-,-
S00161282,55.82527507,-4.244085294,76,6,-,1,5,70,68,4,-,-
S00161283,55.82322645,-4.35880648,110,53,25,7,21,55,56,2,-,-
S00161284,55.82584727,-4.259461847,82,15,-,-,15,67,54,13,-,-
S00161285,55.82559233,-4.238020472,127,125,7,42,76,2,2,-,-,-
S00161286,55.82586085,-4.258233229,77,1,-,-,1,77,77,-,-,-
S00161287,55.82534394,-4.286686889,88,-,-,-,-,88,88,-,-,-
S00161288,55.82565555,-4.26645991,81,-,-,-,-,81,78,3,-,-
S00161289,55.82436202,-4.27080717,132,15,-,-,15,120,120,-,-,-
S00161290,55.82537156,-4.257470427,105,-,-,-,-,105,105,-,-,-
S00161291,55.82537116,-4.244729471,125,39,6,1,32,87,87,-,-,-
S00161292,55.8246315,-4.294053269,100,19,9,4,9,80,80,-,-,2
S00161293,55.82148473,-4.345082973,79,36,11,14,11,43,43,-,-,-
S00161294,55.82533085,-4.265546918,140,19,-,11,8,121,115,4,-,-
S00161295,55.82527936,-4.233979067,154,90,-,59,27,64,62,-,2,-
S00161296,55.82474181,-4.292958111,134,6,4,3,-,127,127,-,-,-
S00161297,55.82545293,-4.258912095,123,6,-,2,4,117,117,-,-,-
S00161298,55.82491159,-4.262936054,108,-,-,-,-,108,104,3,2,-
S00161299,55.82541981,-4.230203172,219,12,-,6,7,211,211,-,-,-
S00161300,55.82536187,-4.229433488,148,18,-,17,1,130,130,-,-,-
S00161301,55.82316947,-4.368781559,81,12,1,8,1,69,69,-,-,-
S00161302,55.82322475,-4.365911097,69,65,35,30,-,4,4,-,-,-
S00161303,55.82504273,-4.269473768,81,-,-,-,-,81,81,-,-,-
S00161304,55.82454996,-4.286368868,99,18,-,14,7,81,74,7,-,-
S00161305,55.82450706,-4.285775613,88,-,-,-,-,88,88,-,4,-
S00161306,55.82435844,-4.295681673,76,6,-,6,-,70,70,-,-,-
S00161307,55.82487443,-4.259581052,75,4,-,-,4,75,75,-,-,-
S00161308,55.82282858,-4.34813343,101,24,-,17,7,74,74,-,-,-
S00161309,55.82511138,-4.230856084,155,4,-,-,4,151,150,2,-,-
S00161310,55.82429785,-4.287359917,76,3,-,-,3,73,73,-,-,-
S00161311,55.82499906,-4.240493036,87,22,7,10,7,65,63,2,-,-
S00161312,55.82501643,-4.264075728,92,2,-,-,2,90,90,-,-,-
S00161313,55.82407056,-4.292806845,96,17,-,-,19,76,76,-,-,-
S00161314,55.82449795,-4.276578752,67,12,4,-,9,56,32,20,-,-
S00161315,55.82390023,-4.254878592,184,127,13,89,22,59,44,12,1,-
S00161316,55.82266298,-4.350214914,186,119,13,93,9,70,69,-,-,-
S00161317,55.82464977,-4.269339116,93,-,-,-,-,93,93,-,-,-
S00161318,55.82423799,-4.291539436,114,12,2,-,9,103,103,-,-,-
S00161319,55.82277329,-4.299707297,121,-,-,-,-,121,121,-,-,-
S00161320,55.82479411,-4.262482185,89,-,-,-,-,89,89,-,-,-
S00161321,55.82470932,-4.265622536,63,-,-,-,-,63,63,-,-,-
S00161322,55.82427211,-4.2839098,87,5,-,5,-,82,82,-,-,-
S00161323,55.82406435,-4.247879216,116,23,-,10,13,89,88,-,-,-
S00161324,55.82416993,-4.246528233,114,21,1,14,5,93,93,-,-,-
S00161325,55.82460479,-4.241907278,107,20,6,9,8,84,86,1,-,-
S00161326,55.82457714,-4.264992183,121,1,-,-,1,123,123,-,-,-
S00161327,55.8247242,-4.240780579,87,20,2,9,10,67,64,3,-,-
S00161328,55.82391897,-4.262175917,125,-,-,-,-,125,124,-,1,-
S00161329,55.82136619,-4.347055478,77,30,-,23,7,50,50,-,-,-
S00161330,55.82467869,-4.234886602,159,150,-,69,81,9,9,-,-,-
S00161331,55.82430492,-4.268057739,137,1,-,-,1,136,136,-,-,-
S00161332,55.82453025,-4.269970788,116,4,-,4,-,115,115,-,-,-
S00161333,55.82426477,-4.260966638,75,-,-,-,-,75,75,-,-,-
S00161334,55.82130998,-4.366864476,102,101,35,70,-,1,1,-,-,-
S00161335,55.82403831,-4.281980215,75,1,-,1,-,74,74,-,-,-
S00161336,55.82438472,-4.235236948,161,144,-,75,73,13,13,-,-,-
S00161337,55.82395246,-4.283699474,89,4,-,-,4,87,87,-,-,-
S00161338,55.82362412,-4.274260597,85,21,17,1,-,64,44,20,-,-
S00161339,55.82479304,-4.259608264,64,-,-,-,-,64,64,-,-,-
S00161340,55.82460647,-4.258511769,74,-,-,-,-,69,66,-,6,2
S00161341,55.82420238,-4.263868766,66,-,-,-,-,66,66,-,-,-
S00161342,55.82175481,-4.25767596,132,7,3,4,-,125,123,2,-,-
S00161343,55.82404546,-4.245962263,90,12,-,3,9,79,79,-,-,-
S00161344,55.82402612,-4.265630704,108,-,-,-,-,108,108,-,-,-
S00161345,55.82148475,-4.3680565,97,74,8,52,14,19,19,-,-,-
S00161346,55.82388309,-4.271433844,74,-,-,-,-,74,74,-,-,-
S00161347,55.82169806,-4.333872461,208,202,110,67,25,6,6,-,-,-
S00161348,55.82407592,-4.269752729,93,1,-,-,1,92,90,-,-,-
S00161349,55.82395655,-4.267941665,109,5,-,-,5,104,104,-,-,-
S00161350,55.82401162,-4.263490473,72,3,-,-,3,69,69,-,-,-
S00161351,55.82451787,-4.25844277,70,1,-,-,1,67,63,-,4,-
S00161352,55.82319173,-4.280621475,126,25,12,2,13,101,101,-,-,-
S00161353,55.82344789,-4.277954281,98,-,-,-,-,98,95,4,-,-
S00161354,55.82169358,-4.299771289,65,4,2,-,1,61,61,-,-,-
S00161355,55.82436208,-4.236975901,72,12,-,10,2,60,60,-,-,-
S00161356,55.82376625,-4.239097016,179,20,1,10,7,161,158,-,-,-
S00161357,55.82055257,-4.352945268,162,88,6,61,21,74,74,3,-,-
S00161358,55.82345988,-4.282153886,78,-,-,-,-,78,78,-,-,-
S00161359,55.82375977,-4.263012843,78,-,-,-,-,78,78,-,-,-
S00161360,55.82361605,-4.283424307,70,6,2,6,-,68,68,-,-,-
S00161361,55.82261,-4.301709268,113,5,1,-,4,108,108,-,-,-
S00161362,55.82407964,-4.250482481,142,120,5,74,41,24,24,-,-,-
S00161363,55.82238191,-4.29323432,155,92,-,22,70,65,65,-,-,-
S00161364,55.82372544,-4.265852701,140,-,-,-,-,139,139,-,-,-
S00161365,55.82163136,-4.330755314,157,121,44,25,52,33,33,-,-,-
S00161366,55.82363686,-4.27162704,64,2,-,2,-,62,62,-,-,-
S00161367,55.82373314,-4.268359728,74,-,-,-,-,74,74,-,-,-
S00161368,55.82407217,-4.237102945,107,7,-,3,4,100,100,-,-,-
S00161369,55.8211959,-4.369986658,145,139,-,137,2,6,6,-,-,-
S00161370,55.82386281,-4.260831554,63,-,-,-,-,63,63,-,-,-
S00161371,55.82356252,-4.233002537,162,69,-,26,43,93,93,-,-,-
S00161372,55.82211942,-4.280287307,119,112,21,86,8,7,-,-,3,-
S00161373,55.82359699,-4.270379411,101,-,-,-,-,101,101,-,-,-
S00161374,55.82305359,-4.256936994,103,92,9,37,46,11,9,1,-,-
S00161375,55.82319934,-4.274874413,100,31,-,4,27,65,34,35,-,-
S00161376,55.82276984,-4.294119273,127,17,-,-,17,106,106,-,-,-
S00161377,55.82130458,-4.352160509,120,19,2,17,4,98,98,-,-,-
S00161378,55.8233749,-4.268290976,96,-,-,-,-,96,95,2,-,-
S00161379,55.8229803,-4.266783242,118,1,-,1,-,115,115,-,-,-
S00161380,55.8235947,-4.257814504,61,22,-,5,17,37,37,-,-,2
S00161381,55.82126875,-4.350274498,154,41,3,22,16,113,113,-,-,-
S00161382,55.82227732,-4.289683939,93,89,-,5,81,7,7,-,-,-
S00161383,55.82141491,-4.271736967,138,131,1,16,114,3,3,-,-,-
S00161384,55.82336058,-4.262239288,90,3,-,-,3,91,91,-,-,-
S00161385,55.82316152,-4.263776357,140,2,-,-,2,138,138,-,-,2
S00161386,55.82335106,-4.270556664,66,-,-,-,-,66,66,-,-,-
S00161387,55.8229563,-4.249986539,168,137,-,42,94,31,31,-,-,-
S00161388,55.82318964,-4.279280267,75,-,-,-,-,75,75,-,-,-
S00161389,55.82297384,-4.268107975,145,2,-,-,2,138,138,-,-,1
S00161390,55.82367338,-4.236792671,70,8,-,8,-,62,56,6,-,-
S00161391,55.82197186,-4.288229153,149,144,3,17,124,5,3,1,-,-
S00161392,55.82116935,-4.288852535,105,38,9,6,25,67,58,9,-,-
S00161393,55.82300716,-4.243268172,79,79,-,74,4,5,5,-,-,-
S00161394,55.82070345,-4.285392839,149,115,58,58,6,28,1,29,-,-
S00161395,55.8231481,-4.260598499,68,-,-,-,-,68,68,-,-,-
S00161396,55.82190366,-4.283196236,108,64,8,43,13,44,38,6,-,-
S00161397,55.82167363,-4.234570559,96,15,5,9,2,80,70,7,-,-
S00161398,55.82285569,-4.279356522,81,-,-,-,-,81,76,1,3,-
S00161399,55.82173556,-4.301370246,64,57,2,6,49,4,4,-,-,-
S00161400,55.82252347,-4.275457587,158,84,11,18,57,74,60,14,-,-
S00161401,55.82288867,-4.257597974,83,7,1,-,4,76,79,2,-,-
S00161402,55.82040057,-4.34867358,137,70,-,30,40,67,61,6,-,-
S00161403,55.82276117,-4.268430862,79,5,-,-,5,75,75,-,-,-
S00161404,55.82246276,-4.253869438,159,149,-,69,84,3,3,1,-,-
S00161405,55.82308314,-4.262175284,68,-,-,-,-,68,68,-,-,-
S00161406,55.82069087,-4.333428985,205,199,83,96,24,10,10,-,-,-
S00161407,55.82197312,-4.265351679,169,111,53,30,28,58,58,-,-,-
S00161408,55.82279972,-4.260482496,142,52,4,14,35,91,91,-,-,-
S00161409,55.82037091,-4.300331792,83,18,1,-,14,66,66,-,-,-
S00161410,55.82326822,-4.236338352,106,16,-,16,-,87,87,-,-,-
S00161411,55.8199302,-4.353530293,214,150,13,47,93,64,64,-,-,-
S00161412,55.82275524,-4.262411687,76,3,-,-,3,70,70,-,-,3
S00161413,55.82084266,-4.357975688,107,68,2,42,24,39,39,-,-,-
S00161414,55.82191018,-4.267790623,123,112,51,22,36,11,11,-,-,-
S00161415,55.82007639,-4.259510351,89,1,-,-,1,85,85,-,-,-
S00161416,55.8208455,-4.245985351,113,111,4,102,5,2,-,1,-,-
S00161417,55.82157583,-4.281005833,90,31,3,21,7,59,48,11,-,-
S00161418,55.81985358,-4.345783015,113,37,-,18,18,79,79,-,-,-
S00161419,55.82278654,-4.24255301,110,75,5,19,55,39,39,-,-,-
S00161420,55.82164046,-4.252640495,167,158,3,5,151,9,9,-,-,-
S00161421,55.82024188,-4.331039379,113,76,5,25,46,37,37,-,-,-
S00161422,55.82248679,-4.262348204,96,4,-,-,4,94,94,-,-,-
S00161423,55.82219116,-4.260830346,76,-,-,-,-,76,76,-,-,-
S00161424,55.81915306,-4.335843225,143,88,48,24,16,52,53,2,-,-
S00161425,55.82001928,-4.346990312,90,25,-,15,10,57,57,-,-,-
S00161426,55.8212791,-4.237485373,122,17,-,13,4,105,105,-,-,-
S00161427,55.82013139,-4.357102498,165,110,-,41,75,56,50,2,-,-
S00161428,55.82243552,-4.242580702,104,104,6,31,63,-,-,-,-,-
S00161429,55.82119978,-4.247745887,112,103,6,42,57,7,7,-,-,-
S00161430,55.82034265,-4.334254243,218,195,86,82,26,24,24,-,-,-
S00161431,55.82218048,-4.261899369,91,2,-,2,-,89,89,-,-,-
S00161432,55.8177715,-4.359242521,113,98,6,52,40,16,16,-,-,-
S00161433,55.82126071,-4.2747293,132,126,4,57,72,2,2,-,-,-
S00161434,55.82169383,-4.269773612,151,143,-,14,130,8,8,-,-,-
S00161435,55.82097145,-4.290309638,85,85,5,1,74,2,2,-,-,-
S00161436,55.82155602,-4.249889716,146,139,4,31,102,10,4,3,-,-
S00161437,55.82208283,-4.263298601,99,-,-,-,-,99,97,-,-,-
S00161438,55.82193417,-4.257207412,69,31,-,12,19,35,35,-,-,-
S00161439,55.82123411,-4.24881748,103,100,-,23,77,3,3,-,-,-
S00161440,55.82186399,-4.254664964,74,75,4,5,68,-,-,-,-,-
S00161441,55.82196342,-4.238402724,107,17,1,3,11,90,90,-,-,-
S00161442,55.81983005,-4.295127528,141,131,-,17,114,7,7,-,-,2
S00161443,55.82168838,-4.235736814,95,14,-,10,4,84,84,-,-,-
S00161444,55.81917352,-4.363925037,239,228,169,41,18,8,8,-,-,-
S00161445,55.8208879,-4.274962966,128,114,13,91,7,14,14,-,-,-
S00161446,55.82181555,-4.260728728,96,2,-,2,-,91,91,-,-,-
S00161447,55.82125575,-4.247142469,107,104,-,58,47,4,4,-,-,-
S00161448,55.82042253,-4.304293977,72,2,-,2,-,70,70,-,-,-
S00161449,55.81966724,-4.35787263,83,68,1,60,4,18,18,-,-,-
S00161450,55.8198907,-4.302458589,108,4,-,-,2,103,103,-,-,-
S00161451,55.82191363,-4.242614523,116,88,7,80,4,26,26,-,-,1
S00161452,55.82064696,-4.253397232,130,126,5,41,82,4,4,-,-,-
S00161453,55.82156399,-4.262677774,105,-,-,-,-,105,103,-,-,-
S00161454,55.81899923,-4.351925566,131,80,-,58,25,54,48,3,-,-
S00161455,55.81929705,-4.305360853,164,42,3,22,17,122,118,4,-,-
S00161456,55.81858061,-4.355013225,98,79,2,66,11,19,19,-,-,-
S00161457,55.82030012,-4.28581618,121,117,14,72,31,4,-,4,-,-
S00161458,55.82124388,-4.266394865,124,11,4,3,4,113,94,18,1,-
S00161459,55.82143293,-4.253666188,171,166,-,23,143,5,5,-,-,-
S00161460,55.82018933,-4.29128537,83,22,-,8,12,63,63,-,-,-
S00161461,55.81897973,-4.346831916,104,24,-,9,15,80,80,-,-,-
S00161462,55.82060268,-4.304272702,72,1,-,1,-,71,71,-,-,-
S00161463,55.82019093,-4.292163491,139,63,-,21,45,73,71,-,4,-
S00161464,55.82029627,-4.289886812,108,76,2,17,57,32,32,-,-,-
S00161465,55.81829419,-4.350254727,171,122,5,66,53,49,49,-,-,-
S00161466,55.82106404,-4.260541447,75,1,1,-,-,74,74,-,-,-
S00161467,55.81851062,-4.347394319,126,63,1,18,44,65,65,-,-,-
S00161468,55.8209224,-4.25651023,61,-,-,-,-,61,59,-,-,-
S00161469,55.81840105,-4.264106411,80,-,-,-,-,80,80,-,-,-
