OA_Code,Latitude,Longitude,All People (16+),UK Armed Forces veteran,Not a UK Armed Forces veteran
S00160121,55.85038418,-4.170572549,68,2,66
S00160122,55.84745411,-4.331167013,67,1,68
S00160123,55.85159897,-4.110057768,92,1,91
S00160124,55.84931806,-4.231156873,116,1,115
S00160125,55.84706921,-4.346208711,100,2,97
S00160126,55.84945673,-4.105005244,146,-,146
S00160127,55.84992679,-4.15877287,91,2,93
S00160128,55.84992651,-4.201380505,82,-,82
S00160129,55.84672893,-4.348967894,91,2,89
S00160130,55.84853768,-4.256689007,96,-,96
S00160131,55.84861039,-4.245350536,61,-,61
S00160132,55.84990638,-4.154298522,107,5,102
S00160133,55.8502185,-4.175372075,111,4,107
S00160134,55.85117172,-4.116616771,149,4,145
S00160135,55.8483152,-4.239358687,103,6,97
S00160136,55.85056483,-4.123149865,97,3,98
S00160137,55.84593692,-4.341012524,110,-,110
S00160138,55.84957545,-4.195880952,95,-,95
S00160139,55.85135834,-4.095746058,114,-,114
S00160140,55.84808058,-4.246310449,63,-,62
S00160141,55.84945593,-4.191496858,92,2,90
S00160142,55.84885944,-4.242537206,97,3,94
S00160143,55.84851499,-4.243683576,108,4,99
S00160144,55.84770498,-4.257008164,68,5,65
S00160145,55.84989485,-4.188550053,121,4,120
S00160146,55.84869848,-4.22715942,101,2,99
S00160147,55.84889991,-4.174212056,66,4,62
S00160148,55.84708187,-4.329467312,73,2,71
S00160149,55.84940279,-4.201015396,55,1,54
S00160150,55.84621727,-4.345166912,148,4,144
S00160151,55.84701533,-4.331556093,81,2,80
S00160152,55.84823414,-4.250201344,117,-,117
S00160153,55.85059481,-4.129733586,103,3,100
S00160154,55.84574157,-4.362039658,149,5,144
S00160155,55.84917818,-4.201513916,94,3,95
S00160156,55.84871279,-4.22388525,114,4,111
S00160157,55.8491882,-4.199948869,90,1,86
S00160158,55.8502623,-4.126616086,88,2,86
S00160159,55.84725953,-4.252381515,129,-,128
S00160160,55.84898318,-4.222351059,76,2,74
S00160161,55.84529188,-4.13701506,148,4,140
S00160162,55.84919543,-4.186945119,116,4,115
S00160163,55.84764076,-4.237898099,130,-,130
S00160164,55.84852886,-4.231558951,64,-,64
S00160165,55.84778884,-4.244568286,123,5,118
S00160166,55.84916634,-4.1723578,100,5,95
S00160167,55.84877784,-4.165338913,79,3,80
S00160168,55.84924098,-4.15226476,116,5,116
S00160169,55.84539813,-4.359798328,61,3,61
S00160170,55.84888374,-4.139257081,95,2,93
S00160171,55.84897916,-4.137904422,86,2,78
S00160172,55.85003472,-4.152100963,71,1,67
S00160173,55.84649102,-4.336924269,62,6,56
S00160174,55.84983887,-4.168369432,62,-,60
S00160175,55.85095209,-4.099542443,86,2,84
S00160176,55.84880806,-4.156969516,65,2,65
S00160177,55.84665126,-4.329425568,66,-,65
S00160178,55.84665893,-4.326646354,112,-,112
S00160179,55.84899174,-4.142346256,89,1,88
S00160180,55.85007817,-4.097562256,126,2,124
S00160181,55.84896002,-4.169790216,75,3,71
S00160182,55.84758762,-4.259972751,99,5,95
S00160183,55.84782028,-4.242844771,112,2,110
S00160184,55.84871949,-4.164568852,78,1,77
S00160185,55.84931361,-4.155815341,97,3,94
S00160186,55.84663557,-4.336885021,59,2,62
S00160187,55.8482737,-4.223317001,65,1,64
S00160188,55.84881789,-4.136841198,104,4,102
S00160189,55.84956779,-4.151563928,80,3,75
S00160190,55.84993218,-4.130112699,112,3,109
S00160191,55.84703956,-4.226952683,71,5,71
S00160192,55.84826922,-4.226048534,109,2,107
S00160193,55.8452442,-4.303925939,171,3,169
S00160194,55.8483962,-4.229953801,97,-,97
S00160195,55.84645979,-4.294189277,186,1,185
S00160196,55.8462032,-4.32983008,77,1,74
S00160197,55.84501129,-4.326324239,107,3,104
S00160198,55.84862741,-4.158045823,84,9,75
S00160199,55.84942735,-4.108294585,69,-,69
S00160200,55.84741308,-4.258221326,115,1,114
S00160201,55.84624044,-4.332132705,98,5,93
S00160202,55.8489555,-4.199392548,109,2,108
S00160203,55.84670818,-4.277925414,76,-,76
S00160204,55.85003482,-4.101681626,62,3,63
S00160205,55.84808343,-4.230846477,102,-,102
S00160206,55.84853905,-4.187467379,106,7,98
S00160207,55.84906536,-4.149459354,67,5,64
S00160208,55.84572376,-4.326670335,90,4,87
S00160209,55.84828223,-4.218365127,78,1,77
S00160210,55.84674146,-4.279524858,81,3,80
S00160211,55.84750932,-4.251501359,111,1,108
S00160212,55.84859881,-4.158651297,74,1,73
S00160213,55.84547848,-4.349499479,88,2,83
S00160214,55.84763634,-4.250454341,71,2,69
S00160215,55.84647101,-4.290212186,134,1,136
S00160216,55.84684553,-4.257805004,97,-,97
S00160217,55.84967594,-4.118931765,102,4,96
S00160218,55.84761401,-4.24626755,116,4,112
S00160219,55.84999002,-4.095880069,104,2,102
S00160220,55.84848918,-4.189765022,75,1,73
S00160221,55.84679543,-4.276125348,106,2,104
S00160222,55.84885355,-4.145118351,102,2,101
S00160223,55.84558106,-4.219137709,146,4,142
S00160224,55.84733964,-4.24455836,101,4,97
S00160225,55.84542733,-4.309495915,85,-,85
S00160226,55.84605468,-4.254372523,60,2,60
S00160227,55.84753371,-4.191436567,56,2,54
S00160228,55.84895989,-4.166738901,84,8,76
S00160229,55.84893233,-4.141112887,86,2,84
S00160230,55.8480885,-4.221629019,101,2,96
S00160231,55.84778539,-4.229439555,106,1,105
S00160232,55.84944827,-4.131587914,118,2,116
S00160233,55.84929718,-4.150079224,52,2,51
S00160234,55.84753465,-4.248643269,90,3,86
S00160235,55.84785547,-4.223085437,81,-,81
S00160236,55.84889092,-4.120678257,87,-,87
S00160237,55.84716424,-4.23988355,82,-,82
S00160238,55.84856794,-4.188874833,52,2,53
S00160239,55.84853156,-4.173696248,127,2,126
S00160240,55.8473583,-4.220756646,132,1,134
S00160241,55.84809785,-4.125491422,63,3,61
S00160242,55.84750231,-4.245494297,105,3,103
S00160243,55.84858764,-4.162356935,77,6,72
S00160244,55.84845462,-4.159697663,114,3,109
S00160245,55.84832864,-4.191209739,85,2,84
S00160246,55.8457494,-4.333381269,94,3,91
S00160247,55.84819304,-4.199812751,109,2,104
S00160248,55.84857948,-4.170983125,73,-,73
S00160249,55.84483013,-4.209430686,115,2,113
S00160250,55.84735372,-4.225484981,56,5,51
S00160251,55.8443305,-4.346075602,77,1,76
S00160252,55.84794305,-4.200725181,98,2,98
S00160253,55.84475584,-4.360014985,112,6,107
S00160254,55.84566279,-4.336523103,124,6,118
S00160255,55.8466801,-4.144519355,84,4,81
S00160256,55.84827996,-4.130549463,85,-,85
S00160257,55.84966928,-4.104138087,64,3,61
S00160258,55.84817213,-4.148116055,131,4,127
S00160259,55.84648565,-4.287976562,60,2,59
S00160260,55.84457568,-4.353470535,90,1,89
S00160261,55.84882154,-4.152609001,62,3,59
S00160262,55.84822998,-4.116265118,70,-,70
S00160263,55.84949014,-4.113537925,68,2,67
S00160264,55.84455194,-4.365481848,63,3,63
S00160265,55.84876488,-4.118083414,92,3,90
S00160266,55.84527774,-4.297809709,185,3,182
S00160267,55.8481965,-4.195595485,113,5,106
S00160268,55.8489356,-4.109194512,65,1,64
S00160269,55.84418571,-4.367232739,115,2,112
S00160270,55.84473644,-4.356339681,72,-,72
S00160271,55.84478038,-4.349345526,78,1,77
S00160272,55.84514355,-4.329782636,82,3,79
S00160273,55.84720619,-4.248911846,70,3,67
S00160274,55.84767896,-4.218426599,91,4,90
S00160275,55.84405749,-4.342480944,87,1,86
S00160276,55.84724766,-4.224392621,65,2,60
S00160277,55.84817225,-4.187878097,77,3,74
S00160278,55.84511974,-4.351810119,114,7,107
S00160279,55.84649189,-4.27455804,101,-,101
S00160280,55.84771528,-4.188810913,78,-,78
S00160281,55.84703351,-4.22778303,85,2,83
S00160282,55.84489836,-4.344576274,124,1,123
S00160283,55.84728281,-4.22642345,64,2,62
S00160284,55.84794826,-4.18834476,87,2,85
S00160285,55.84678976,-4.259862531,82,2,80
S00160286,55.84618675,-4.246664431,56,-,54
S00160287,55.84528083,-4.292346637,141,2,138
S00160288,55.84845866,-4.155368613,67,-,66
S00160289,55.84832997,-4.105727086,191,6,183
S00160290,55.84901641,-4.101323112,119,9,112
S00160291,55.84628361,-4.253650946,56,1,51
S00160292,55.84615437,-4.287909167,83,3,80
S00160293,55.84818484,-4.168900325,87,4,83
S00160294,55.84692521,-4.247074473,58,1,56
S00160295,55.84766034,-4.199447172,97,1,96
S00160296,55.84724642,-4.201484541,83,-,83
S00160297,55.84591315,-4.221153438,120,5,117
S00160298,55.84632131,-4.251592395,127,6,121
S00160299,55.84543364,-4.291381192,130,4,126
S00160300,55.84722143,-4.197856839,84,4,76
S00160301,55.84564529,-4.282415956,88,1,87
S00160302,55.84477697,-4.296230651,150,1,150
S00160303,55.84830597,-4.111844187,59,2,59
S00160304,55.84428489,-4.362542323,97,3,94
S00160305,55.8489932,-4.110028344,64,-,63
S00160306,55.84607672,-4.280476363,90,4,88
S00160307,55.84678891,-4.246172014,92,-,92
S00160308,55.84710048,-4.231029769,93,-,93
S00160309,55.84571254,-4.27198853,88,-,88
S00160310,55.84601778,-4.242133889,84,5,79
S00160311,55.84697175,-4.195734079,95,1,95
S00160312,55.84653316,-4.239991011,89,2,88
S00160313,55.84590471,-4.243405335,83,2,81
S00160314,55.84683294,-4.173697248,109,4,105
S00160315,55.8459001,-4.278852581,100,1,102
S00160316,55.84553203,-4.205876332,275,5,270
S00160317,55.84805284,-4.150314019,78,4,74
S00160318,55.84852048,-4.096679572,142,2,147
S00160319,55.84711726,-4.196141656,70,2,68
S00160320,55.84728964,-4.171246662,57,3,54
S00160321,55.84437726,-4.357260426,132,8,124
S00160322,55.84466848,-4.350968162,91,-,91
S00160323,55.84441022,-4.34755004,64,1,63
S00160324,55.84798325,-4.127961269,90,3,85
S00160325,55.84490817,-4.261015262,66,-,66
S00160326,55.84734645,-4.186809294,90,1,89
S00160327,55.84571929,-4.240758875,68,4,64
S00160328,55.84430572,-4.329413012,77,-,76
S00160329,55.84683752,-4.220231719,124,3,121
S00160330,55.84682531,-4.164447554,77,1,74
S00160331,55.84654698,-4.228841466,58,-,58
S00160332,55.84379196,-4.336123288,54,3,52
S00160333,55.84589041,-4.247142538,93,4,89
S00160334,55.84596928,-4.274144113,80,-,80
S00160335,55.84631102,-4.224003635,101,-,101
S00160336,55.8468905,-4.19424385,60,1,59
S00160337,55.84231311,-4.335906764,165,10,159
S00160338,55.84748367,-4.168909184,79,1,78
S00160339,55.8432032,-4.367380657,136,8,128
S00160340,55.84620588,-4.240195823,95,4,91
S00160341,55.84429825,-4.344939487,80,1,79
S00160342,55.84847861,-4.114872832,77,2,71
S00160343,55.84712931,-4.175742584,118,-,118
S00160344,55.84754663,-4.158177606,78,5,73
S00160345,55.84643189,-4.166374555,108,2,106
S00160346,55.84710436,-4.20088544,62,2,60
S00160347,55.84700566,-4.166965596,79,3,76
S00160348,55.84690838,-4.16125726,93,6,87
S00160349,55.84708299,-4.189494225,86,-,86
S00160350,55.84726414,-4.117554473,121,5,115
S00160351,55.84762844,-4.124571208,95,5,90
S00160352,55.84590683,-4.253613159,65,2,66
S00160353,55.84667522,-4.132394535,118,-,118
S00160354,55.84375138,-4.347222779,99,2,98
S00160355,55.845523,-4.274948714,74,1,73
S00160356,55.84751761,-4.173096485,61,3,59
S00160357,55.84829773,-4.10340898,132,3,129
S00160358,55.84656031,-4.229097824,81,-,80
S00160359,55.8462211,-4.226985736,79,1,75
S00160360,55.84596078,-4.227961258,82,-,82
S00160361,55.845857,-4.225750854,86,2,84
S00160362,55.8461396,-4.203067313,122,1,121
S00160363,55.84366031,-4.359964546,108,5,100
S00160364,55.84638322,-4.186898955,91,2,90
S00160365,55.84715941,-4.130903475,84,2,82
S00160366,55.84692582,-4.107951442,116,3,113
S00160367,55.84596373,-4.199335342,156,1,158
S00160368,55.84752194,-4.141594429,89,4,85
S00160369,55.84488375,-4.282770663,91,2,90
S00160370,55.84536236,-4.221792927,73,-,73
S00160371,55.84684977,-4.190982725,77,2,75
S00160372,55.84475369,-4.265990204,127,2,123
S00160373,55.84432988,-4.278712743,130,2,129
S00160374,55.84586254,-4.226438069,61,1,61
S00160375,55.84645199,-4.219682569,104,9,93
S00160376,55.84618307,-4.198628885,93,-,94
S00160377,55.8435219,-4.352176837,131,4,127
S00160378,55.8478938,-4.100751323,114,1,107
S00160379,55.84527553,-4.172827568,148,5,145
S00160380,55.84677856,-4.191953169,116,4,115
S00160381,55.84497034,-4.246833844,78,1,76
S00160382,55.84536427,-4.246425274,120,6,111
S00160383,55.84365804,-4.349757015,111,1,110
S00160384,55.84555962,-4.245078728,112,4,108
S00160385,55.84807566,-4.114787041,52,-,52
S00160386,55.84297426,-4.331377971,79,4,75
S00160387,55.84622067,-4.220547978,100,5,97
S00160388,55.84722643,-4.09720093,147,4,144
S00160389,55.84527212,-4.229758874,142,2,141
S00160390,55.84687141,-4.110600237,79,1,78
S00160391,55.84638404,-4.188368651,82,3,80
S00160392,55.84531973,-4.221167503,91,2,94
S00160393,55.84625077,-4.127323448,146,5,145
S00160394,55.84564459,-4.252719386,70,-,70
S00160395,55.84377219,-4.307656576,63,2,62
S00160396,55.84543806,-4.24090243,51,2,48
S00160397,55.8468564,-4.158075442,146,3,143
S00160398,55.84359347,-4.271880838,123,-,122
S00160399,55.84301774,-4.363471774,73,2,71
S00160400,55.84793537,-4.111967855,79,-,79
S00160401,55.84742383,-4.119240493,67,-,67
S00160402,55.84546151,-4.229226598,64,-,64
S00160403,55.84479749,-4.273356825,166,1,165
S00160404,55.84278436,-4.307613998,121,5,119
S00160405,55.84351489,-4.262004575,70,3,67
S00160406,55.84234422,-4.327155221,110,4,106
S00160407,55.84385201,-4.311063749,126,-,126
S00160408,55.84585204,-4.170208032,128,2,126
S00160409,55.84265029,-4.305657297,128,1,127
S00160410,55.84281181,-4.345121508,83,3,81
S00160411,55.8439471,-4.28287548,103,4,98
S00160412,55.84573141,-4.18968977,114,4,110
S00160413,55.84147723,-4.270160077,104,-,104
S00160414,55.8459666,-4.198169379,100,1,99
S00160415,55.84606176,-4.144932569,99,4,95
S00160416,55.84286475,-4.344230173,81,4,77
S00160417,55.84122027,-4.256776002,63,-,63
S00160418,55.84630829,-4.154993967,59,2,60
S00160419,55.84635267,-4.168830197,73,5,63
S00160420,55.84453269,-4.206474633,183,4,182
S00160421,55.84662806,-4.153669817,65,2,61
S00160422,55.84434353,-4.267276192,119,-,119
S00160423,55.84694462,-4.130332612,73,-,73
S00160424,55.84268903,-4.359059067,117,7,109
S00160425,55.84264576,-4.356628456,102,6,93
S00160426,55.84506035,-4.19909262,152,4,148
S00160427,55.84533884,-4.225082262,74,3,72
S00160428,55.84520168,-4.227694178,54,-,54
S00160429,55.84385299,-4.29421137,101,-,101
S00160430,55.84476409,-4.241390778,77,3,74
S00160431,55.84245361,-4.368501147,61,3,58
S00160432,55.84474476,-4.24392953,108,-,109
S00160433,55.8444444,-4.273495947,192,2,190
S00160434,55.84556373,-4.183450437,87,3,84
S00160435,55.84266558,-4.345719695,51,1,50
S00160436,55.84602173,-4.184482505,62,-,62
S00160437,55.84149948,-4.350776803,99,4,95
S00160438,55.84575851,-4.190186495,96,1,95
S00160439,55.84329411,-4.342450985,61,2,55
S00160440,55.84625218,-4.107403796,59,4,55
S00160441,55.84617663,-4.163005753,70,4,66
S00160442,55.84257306,-4.346800321,99,1,99
S00160443,55.8425811,-4.338830019,108,-,108
S00160444,55.84543927,-4.161495181,73,1,70
S00160445,55.84257077,-4.347391204,106,5,101
S00160446,55.84598022,-4.187323597,60,1,59
S00160447,55.84687957,-4.114833885,80,2,78
S00160448,55.84181813,-4.35009322,62,3,55
S00160449,55.84318642,-4.284635884,117,-,117
S00160450,55.84596166,-4.143457436,62,3,59
S00160451,55.84633418,-4.120411187,66,2,64
S00160452,55.84617084,-4.119459818,78,2,81
S00160453,55.84643622,-4.100848385,144,2,142
S00160454,55.84668277,-4.153624921,73,-,71
S00160455,55.84379926,-4.274847987,98,2,96
S00160456,55.84585288,-4.173722397,76,1,73
S00160457,55.84664413,-4.125364128,72,2,70
S00160458,55.84339314,-4.282699235,100,1,99
S00160459,55.84269715,-4.32987584,103,3,100
S00160460,55.84235267,-4.33808152,64,1,63
S00160461,55.84285104,-4.343063272,58,5,53
S00160462,55.8453873,-4.196890691,50,-,50
S00160463,55.84230106,-4.357262504,89,3,86
S00160464,55.8451481,-4.173427463,88,2,86
S00160465,55.84282826,-4.290844489,113,2,108
S00160466,55.84473911,-4.242267909,110,4,108
S00160467,55.84281612,-4.340649155,86,2,83
S00160468,55.84604277,-4.11384596,106,5,103
S00160469,55.8423278,-4.337025782,58,-,58
S00160470,55.84593077,-4.158072053,98,5,96
S00160471,55.84575175,-4.147247696,81,2,79
S00160472,55.84638559,-4.123161548,89,2,87
S00160473,55.84504896,-4.16529125,88,3,82
S00160474,55.84380787,-4.278266872,82,4,82
S00160475,55.84673361,-4.106056069,72,2,71
S00160476,55.84208216,-4.331500257,87,5,82
S00160477,55.8445926,-4.227084266,77,1,76
S00160478,55.84601612,-4.153715835,112,-,112
S00160479,55.84467905,-4.224293779,71,-,71
S00160480,55.84463413,-4.223796023,49,1,48
S00160481,55.84504903,-4.139094285,109,2,108
S00160482,55.84544142,-4.187804494,71,2,70
S00160483,55.84434414,-4.244705131,122,3,118
S00160484,55.84216242,-4.296667455,99,3,96
S00160485,55.84615059,-4.11332467,74,1,73
S00160486,55.84172431,-4.301832832,119,1,116
S00160487,55.84185539,-4.365493716,88,3,85
S00160488,55.84351994,-4.274400378,119,2,118
S00160489,55.845106,-4.182402436,61,-,60
S00160490,55.84621766,-4.155036873,65,-,65
S00160491,55.84467316,-4.228590422,113,2,111
S00160492,55.84163985,-4.348133734,91,4,90
S00160493,55.84324209,-4.273872995,125,2,124
S00160494,55.84497992,-4.158993744,149,3,146
S00160495,55.84434503,-4.241206913,75,4,67
S00160496,55.84292885,-4.309970669,85,1,84
S00160497,55.84375821,-4.199035043,116,3,113
S00160498,55.84191844,-4.34248003,68,3,65
S00160499,55.84457491,-4.189528881,137,-,137
S00160500,55.84318987,-4.273294899,154,-,154
S00160501,55.84219572,-4.27213471,88,1,84
S00160502,55.84414256,-4.222649788,83,-,78
S00160503,55.84318287,-4.275131441,128,3,126
S00160504,55.84572272,-4.155073372,116,2,114
S00160505,55.84523866,-4.163193248,80,1,82
S00160506,55.84355504,-4.272501567,124,-,124
S00160507,55.84538178,-4.129240743,96,4,91
S00160508,55.84530342,-4.16615202,81,2,78
S00160509,55.84511446,-4.118699468,72,2,70
S00160510,55.84414527,-4.24378316,95,2,93
S00160511,55.84251071,-4.31213421,123,1,120
S00160512,55.84497336,-4.17568599,86,6,82
S00160513,55.84608285,-4.115173982,100,2,98
S00160514,55.84581706,-4.104472993,159,2,157
S00160515,55.8419352,-4.343487353,66,-,66
S00160516,55.84436112,-4.225473647,87,2,84
S00160517,55.84585333,-4.125880045,69,4,68
S00160518,55.84323796,-4.263378177,99,-,99
S00160519,55.84369185,-4.242527064,51,1,50
S00160520,55.84218909,-4.341010792,82,-,81
S00160521,55.84516427,-4.098495522,89,4,85
S00160522,55.84388951,-4.20976067,62,2,56
S00160523,55.84119229,-4.367258383,96,2,94
S00160524,55.83953504,-4.359490894,146,5,137
S00160525,55.84247421,-4.262391361,109,-,109
S00160526,55.84503978,-4.140659201,141,5,133
S00160527,55.84149132,-4.32900503,95,4,91
S00160528,55.84452386,-4.191890118,107,3,108
S00160529,55.8445876,-4.14700778,107,-,112
S00160530,55.84121538,-4.323637606,168,5,163
S00160531,55.84375226,-4.213394829,91,2,93
S00160532,55.84361169,-4.212715955,96,4,94
S00160533,55.8435629,-4.224884923,123,2,120
S00160534,55.84373049,-4.229526819,94,-,92
S00160535,55.84134384,-4.157242817,107,9,102
S00160536,55.84377169,-4.189212162,61,1,60
S00160537,55.84123308,-4.298784934,124,3,118
S00160538,55.84481519,-4.124066267,74,1,73
S00160539,55.84341502,-4.227096772,97,1,94
S00160540,55.84377584,-4.210584839,53,-,53
S00160541,55.84461349,-4.181288616,59,-,59
S00160542,55.83980389,-4.352495287,58,3,55
S00160543,55.84024602,-4.369724531,143,1,139
S00160544,55.84267201,-4.277481607,59,-,59
S00160545,55.84128767,-4.340205861,137,9,131
S00160546,55.84473559,-4.12086722,72,1,71
S00160547,55.84181556,-4.311821386,107,-,107
S00160548,55.84562984,-4.122689037,66,2,60
S00160549,55.84508939,-4.109177819,120,2,118
S00160550,55.84477675,-4.127849901,74,5,65
S00160551,55.84413727,-4.18178906,78,4,76
S00160552,55.84067232,-4.365789213,119,10,112
S00160553,55.84103878,-4.283647342,185,2,180
S00160554,55.8411321,-4.338934651,94,2,92
S00160555,55.84293422,-4.264255025,63,2,63
S00160556,55.84394519,-4.170804569,135,3,136
S00160557,55.84377203,-4.190202531,78,5,75
S00160558,55.84082318,-4.330115101,99,1,98
S00160559,55.84267076,-4.263920239,79,1,78
S00160560,55.84173666,-4.291546963,78,1,77
S00160561,55.84123452,-4.346767558,65,2,64
S00160562,55.84115708,-4.344702379,73,4,69
S00160563,55.8444637,-4.163821078,91,1,90
S00160564,55.84194872,-4.276257296,84,1,83
S00160565,55.84118987,-4.264297338,112,1,112
S00160566,55.84204747,-4.264091645,116,-,116
S00160567,55.84291712,-4.242626199,76,3,73
S00160568,55.84392727,-4.191073831,74,2,73
S00160569,55.84336884,-4.187608162,133,1,128
S00160570,55.84127912,-4.271154805,120,-,120
S00160571,55.84157318,-4.275181135,135,7,128
S00160572,55.84311762,-4.228133995,58,-,58
S00160573,55.84336095,-4.21316493,72,1,71
S00160574,55.84211433,-4.265341427,106,-,106
S00160575,55.84030305,-4.320548385,129,-,129
S00160576,55.8403355,-4.319304464,86,4,84
S00160577,55.84304433,-4.178549177,58,2,56
S00160578,55.84087747,-4.332466348,80,5,73
S00160579,55.84317517,-4.199976475,57,-,57
S00160580,55.84293,-4.213140433,76,1,75
S00160581,55.84032134,-4.326714865,127,2,121
S00160582,55.84445941,-4.122289782,78,1,73
S00160583,55.84406134,-4.176944846,83,1,80
S00160584,55.84032202,-4.344188887,111,3,105
S00160585,55.84440787,-4.097528302,158,-,158
S00160586,55.8440866,-4.126182908,71,-,69
S00160587,55.84366612,-4.175916431,97,1,96
S00160588,55.84073321,-4.302445088,89,-,89
S00160589,55.84350061,-4.142858725,78,5,73
S00160590,55.84055416,-4.341439588,76,1,72
S00160591,55.84141992,-4.272776266,67,-,67
S00160592,55.84378395,-4.099858698,113,1,112
S00160593,55.84373938,-4.172789756,80,1,79
S00160594,55.84282579,-4.169049027,118,2,117
S00160595,55.84226398,-4.264535508,71,-,70
S00160596,55.84194939,-4.243944124,98,2,95
S00160597,55.83967813,-4.318418779,103,10,93
S00160598,55.84110485,-4.265985488,111,1,110
S00160599,55.8402269,-4.321725809,120,9,114
S00160600,55.84389727,-4.140724169,72,-,71
S00160601,55.84120113,-4.258308262,91,3,91
S00160602,55.84265717,-4.211319974,77,2,75
S00160603,55.8394956,-4.367155226,136,-,136
S00160604,55.8411426,-4.1466581,85,5,79
S00160605,55.84163122,-4.273986563,183,1,182
S00160606,55.84185863,-4.237086562,113,-,113
S00160607,55.84358228,-4.144875835,133,2,131
S00160608,55.84018351,-4.342024256,73,3,70
S00160609,55.84399325,-4.130538504,95,3,92
S00160610,55.83966697,-4.347902948,129,2,124
S00160611,55.84418215,-4.103378308,87,2,85
S00160612,55.84348186,-4.177695132,95,-,94
S00160613,55.84419854,-4.119176743,79,5,74
S00160614,55.84209794,-4.240726158,69,2,67
S00160615,55.8426318,-4.163735243,134,2,132
S00160616,55.84417841,-4.124510725,64,3,61
S00160617,55.84009861,-4.314227106,75,4,71
S00160618,55.84179187,-4.265769906,58,-,58
S00160619,55.84040937,-4.293321647,120,3,119
S00160620,55.84133928,-4.272276404,100,1,99
S00160621,55.84337273,-4.13211782,142,-,142
S00160622,55.84215402,-4.187188507,116,6,114
S00160623,55.84305963,-4.171585791,130,2,128
S00160624,55.84160358,-4.278393453,102,4,100
S00160625,55.83799322,-4.220270453,110,2,108
S00160626,55.84029827,-4.333150415,98,2,96
S00160627,55.84350905,-4.147012197,82,1,81
S00160628,55.8385293,-4.23384475,106,-,105
S00160629,55.84145983,-4.265255428,80,-,80
S00160630,55.84270114,-4.207872299,67,2,66
S00160631,55.84127243,-4.242132154,87,4,85
S00160632,55.83982692,-4.354109894,107,3,104
S00160633,55.84292718,-4.175012592,87,2,85
S00160634,55.83829912,-4.213771626,115,2,113
S00160635,55.84072466,-4.275866287,161,-,161
S00160636,55.8415939,-4.259433164,85,-,85
S00160637,55.84230711,-4.179578102,77,-,77
S00160638,55.84168977,-4.237476177,113,-,112
S00160639,55.8427141,-4.183993437,90,-,90
S00160640,55.83927839,-4.337162196,97,-,97
S00160641,55.83930215,-4.358981641,97,3,94
S00160642,55.84289765,-4.175665835,79,1,78
S00160643,55.83960509,-4.323717203,87,-,85
S00160644,55.84355247,-4.108136181,104,-,104
S00160645,55.84166831,-4.238161771,100,4,98
S00160646,55.84148428,-4.243821483,72,2,70
S00160647,55.84106747,-4.27531131,85,-,85
S00160648,55.83866241,-4.272200053,152,-,154
S00160649,55.83822515,-4.302472475,128,-,128
S00160650,55.84171628,-4.176909566,81,1,80
S00160651,55.83877971,-4.356697935,56,1,52
S00160652,55.8421028,-4.172331057,134,4,130
S00160653,55.84153617,-4.239495878,82,1,81
S00160654,55.83927682,-4.329192013,98,-,96
S00160655,55.83966522,-4.340922935,61,4,57
S00160656,55.84013478,-4.28392974,180,14,166
S00160657,55.83977113,-4.332511879,76,5,71
S00160658,55.84269137,-4.176149467,64,-,64
S00160659,55.837158,-4.288865886,97,2,95
S00160660,55.84178725,-4.184564378,87,3,84
S00160661,55.84074957,-4.259895286,83,-,83
S00160662,55.84119196,-4.241616399,100,4,96
S00160663,55.83759788,-4.296605863,123,5,121
S00160664,55.84039527,-4.208156822,167,1,165
S00160665,55.84045267,-4.279875427,101,1,100
S00160666,55.84066932,-4.272540782,100,1,99
S00160667,55.83782639,-4.357199244,104,1,102
S00160668,55.84236544,-4.145080336,72,1,71
S00160669,55.84034629,-4.27542889,183,-,183
S00160670,55.83908206,-4.203706156,138,-,137
S00160671,55.83935856,-4.325347619,106,6,100
S00160672,55.83944689,-4.350013988,108,-,108
S00160673,55.84210491,-4.180844596,87,6,81
S00160674,55.83918935,-4.347027624,102,3,99
S00160675,55.83626708,-4.249477879,59,-,59
S00160676,55.84102319,-4.262610527,59,2,57
S00160677,55.84331728,-4.124415818,126,3,123
S00160678,55.83908143,-4.35502315,101,-,101
S00160679,55.84185518,-4.17413811,62,5,61
S00160680,55.84274668,-4.132978011,88,-,87
S00160681,55.84005211,-4.240544539,93,-,92
S00160682,55.84039456,-4.259651069,52,-,52
S00160683,55.8325058,-4.329841042,116,7,112
S00160684,55.83971296,-4.264946165,123,2,121
S00160685,55.84155799,-4.166023509,120,6,114
S00160686,55.84098821,-4.20716822,137,1,140
S00160687,55.84181882,-4.168561674,78,3,78
S00160688,55.84125799,-4.236508985,76,2,74
S00160689,55.84107302,-4.213450164,79,6,73
S00160690,55.84275932,-4.108268937,228,7,221
S00160691,55.84049834,-4.27109329,68,-,66
S00160692,55.8408169,-4.134389636,47,1,43
S00160693,55.84235995,-4.127286562,94,6,90
S00160694,55.83628713,-4.350749618,89,1,88
S00160695,55.83876736,-4.332835076,85,6,82
S00160696,55.83826767,-4.293946174,142,4,134
S00160697,55.83983026,-4.256120445,124,2,121
S00160698,55.84013421,-4.271343579,106,-,106
S00160699,55.84026846,-4.262598614,56,-,56
S00160700,55.83797538,-4.355052086,138,-,138
S00160701,55.84171737,-4.159515622,136,2,134
