OA_Code,Latitude,Longitude,All People (16+),UK Armed Forces veteran,Not a UK Armed Forces veteran
S00176830,55.77749658,-4.044849998,133,8,126
S00176831,55.7746094,-4.213538555,108,2,106
S00176832,55.77543177,-4.159243322,75,1,74
S00176833,55.77751872,-4.069295988,88,5,85
S00176834,55.77304113,-4.250393234,163,3,162
S00176835,55.77577187,-4.181203088,64,5,62
S00176836,55.77737796,-4.08982668,75,2,73
S00176837,55.77749086,-4.066679403,66,-,64
S00176838,55.77732447,-4.074420212,81,5,76
S00176839,55.7778936,-4.061964788,63,2,61
S00176840,55.77798952,-4.058924178,68,2,65
S00176841,55.77727215,-4.07539012,89,2,87
S00176842,55.77629611,-4.153008562,58,1,57
S00176843,55.7767459,-4.049450782,110,4,106
S00176844,55.77105753,-4.245336299,111,1,110
S00176845,55.77582899,-4.15760697,51,5,51
S00176846,55.77601688,-4.140699203,98,5,95
S00176847,55.77677223,-4.088981025,129,3,126
S00176848,55.77524873,-4.088197917,83,5,80
S00176849,55.77621192,-4.065240398,135,3,132
S00176850,55.77727745,-4.070813984,119,4,117
S00176851,55.77627752,-4.139150833,63,-,63
S00176852,55.77390386,-4.14590882,75,1,73
S00176853,55.77517089,-4.149518293,107,10,97
S00176854,55.77152835,-4.143498305,96,-,96
S00176855,55.77692341,-4.079007169,64,2,62
S00176856,55.77623768,-4.137825171,70,3,67
S00176857,55.77478192,-4.186840175,186,4,178
S00176858,55.77527485,-4.079238265,48,-,48
S00176859,55.77612823,-4.094607144,90,8,82
S00176860,55.7777678,-4.035551867,60,4,61
S00176861,55.7755485,-4.151564139,68,1,67
S00176862,55.7737487,-4.203922878,102,-,102
S00176863,55.77785757,-4.034472234,99,5,96
S00176864,55.77667526,-4.062267173,108,2,103
S00176865,55.77588512,-4.13587647,123,1,122
S00176866,55.77685894,-4.058816706,82,-,82
S00176867,55.77509722,-4.191338456,96,-,96
S00176868,55.77620257,-4.076991561,69,1,68
S00176869,55.77676287,-4.068283243,58,2,56
S00176870,55.77361064,-4.045060992,97,-,97
S00176871,55.76154526,-4.250926247,103,1,99
S00176872,55.77380664,-4.195666758,130,-,130
S00176873,55.77438799,-4.199845158,74,3,71
S00176874,55.77498991,-4.173091138,105,1,104
S00176875,55.77404521,-4.207431551,162,5,157
S00176876,55.77428623,-4.197495514,108,2,103
S00176877,55.77504668,-4.156607021,110,7,103
S00176878,55.77617417,-4.093493436,78,2,74
S00176879,55.77609626,-4.04906588,147,6,141
S00176880,55.77372897,-4.21750672,154,6,149
S00176881,55.77478062,-4.152303119,95,4,91
S00176882,55.77594766,-4.077185284,56,4,53
S00176883,55.77529238,-4.15540876,81,4,79
S00176884,55.7733394,-4.182039786,167,4,160
S00176885,55.77384571,-4.161531341,63,1,60
S00176886,55.77665682,-4.076170621,66,-,66
S00176887,55.77299319,-4.170125951,86,3,83
S00176888,55.77625648,-4.043222405,104,1,103
S00176889,55.77449494,-4.09868106,131,4,127
S00176890,55.7756793,-4.089831407,98,5,94
S00176891,55.77496295,-4.071631941,103,4,99
S00176892,55.77624112,-4.069913905,75,1,74
S00176893,55.77476871,-4.138573856,101,3,98
S00176894,55.77557795,-4.092090183,102,5,97
S00176895,55.77550318,-4.056592634,90,2,89
S00176896,55.776184,-4.035676562,68,-,67
S00176897,55.77419466,-4.191048615,136,4,132
S00176898,55.7741687,-4.175819821,189,1,188
S00176899,55.77461739,-4.139522258,82,5,80
S00176900,55.77449247,-4.165633107,88,-,90
S00176901,55.77457375,-4.040646989,150,13,137
S00176902,55.77472973,-4.100718669,153,3,152
S00176903,55.76490811,-4.227670451,120,-,120
S00176904,55.77561956,-4.077454836,98,3,95
S00176905,55.77399293,-4.174072046,104,1,102
S00176906,55.77369438,-4.188357773,69,-,71
S00176907,55.77521938,-4.030970399,102,2,100
S00176908,55.77045677,-4.231446796,89,-,89
S00176909,55.7744482,-4.150243849,73,4,69
S00176910,55.77546224,-4.068134604,61,2,60
S00176911,55.77351421,-4.200959877,133,-,133
S00176912,55.77379012,-4.15497503,108,6,102
S00176913,55.77409142,-4.082252507,112,6,106
S00176914,55.7738323,-4.135572816,135,5,130
S00176915,55.77369474,-4.167550036,122,-,121
S00176916,55.77390657,-4.149353005,86,2,82
S00176917,55.77239619,-4.192111597,119,2,117
S00176918,55.77435422,-4.095341073,132,3,129
S00176919,55.77304513,-4.159015644,111,2,109
S00176920,55.77405917,-4.137514527,122,-,122
S00176921,55.77479097,-4.077028066,87,2,85
S00176922,55.77477561,-4.076341626,66,-,66
S00176923,55.77544566,-4.043881539,83,4,79
S00176924,55.77402345,-4.157555007,81,1,80
S00176925,55.77392436,-4.139579941,62,-,62
S00176926,55.77479052,-4.05889895,78,2,75
S00176927,55.77362174,-4.102444808,135,2,131
S00176928,55.77401543,-4.08937561,107,1,105
S00176929,55.77239834,-4.200035977,100,1,99
S00176930,55.7731556,-4.171107587,67,4,67
S00176931,55.77321022,-4.164956085,103,6,97
S00176932,55.77430925,-4.060802844,127,4,121
S00176933,55.77336003,-4.161552281,68,4,66
S00176934,55.77200436,-4.193923156,177,4,173
S00176935,55.77294241,-4.154115078,111,2,109
S00176936,55.77475021,-4.035426403,126,2,124
S00176937,55.7736946,-4.150680675,56,2,55
S00176938,55.77366035,-4.064658971,77,4,71
S00176939,55.77216994,-4.182101971,115,3,112
S00176940,55.77445028,-4.075383593,63,2,65
S00176941,55.77305139,-4.166828707,59,3,56
S00176942,55.77482039,-4.041489001,89,1,86
S00176943,55.77373889,-4.088196874,68,4,64
S00176944,55.77217304,-4.199066633,118,9,111
S00176945,55.77282476,-4.148001964,127,6,121
S00176946,55.7728895,-4.166325449,71,3,68
S00176947,55.77462064,-4.08708008,131,7,128
S00176948,55.77336352,-4.139788368,102,-,101
S00176949,55.77270764,-4.176615319,100,3,97
S00176950,55.77222268,-4.187222964,121,4,114
S00176951,55.77225906,-4.152594583,131,7,124
S00176952,55.77253981,-4.151446147,91,4,87
S00176953,55.77307766,-4.144842971,83,3,80
S00176954,55.77233105,-4.189716319,104,1,103
S00176955,55.7711325,-4.19191309,106,2,101
S00176956,55.77279489,-4.101395806,155,4,151
S00176957,55.77362228,-4.083949462,103,7,95
S00176958,55.773516,-4.091262188,55,-,55
S00176959,55.77362852,-4.089402735,65,1,64
S00176960,55.77276799,-4.155349099,82,8,74
S00176961,55.77150898,-4.179338644,105,3,105
S00176962,55.77409537,-4.085728607,83,3,77
S00176963,55.77378647,-4.075842575,72,1,71
S00176964,55.77278879,-4.092801682,123,3,122
S00176965,55.7705576,-4.061577333,161,4,157
S00176966,55.77186929,-4.184859407,75,2,72
S00176967,55.77135478,-4.156498734,84,3,81
S00176968,55.77296603,-4.096111597,99,6,93
S00176969,55.77354029,-4.057350207,71,2,70
S00176970,55.77229463,-4.160297489,79,2,77
S00176971,55.77259139,-4.174552038,62,3,60
S00176972,55.77344329,-4.090253808,57,2,55
S00176973,55.77293558,-4.070344505,139,-,137
S00176974,55.77365109,-4.029613283,113,2,110
S00176975,55.77345596,-4.085806054,66,-,66
S00176976,55.77233362,-4.145248523,89,4,88
S00176977,55.77223325,-4.14996241,88,4,84
S00176978,55.77359913,-4.05920283,75,-,73
S00176979,55.7726822,-4.138140671,85,1,79
S00176980,55.77336085,-4.080284298,82,4,78
S00176981,55.7717018,-4.161811229,94,1,91
S00176982,55.77173782,-4.175046582,104,4,100
S00176983,55.77090977,-4.196332897,74,2,68
S00176984,55.77184187,-4.178304931,84,6,78
S00176985,55.77185556,-4.162266171,65,4,61
S00176986,55.77162013,-4.167466735,87,2,85
S00176987,55.772453,-4.077637089,111,2,109
S00176988,55.77071936,-4.183822502,104,2,106
S00176989,55.77282005,-4.088323108,104,1,101
S00176990,55.77342517,-4.068489064,99,1,100
S00176991,55.77171599,-4.137370287,124,3,121
S00176992,55.76998963,-4.231930282,77,2,75
S00176993,55.77067989,-4.186546622,66,3,63
S00176994,55.7720531,-4.065642188,96,1,95
S00176995,55.7707011,-4.170652219,100,4,96
S00176996,55.7737721,-4.043459089,93,3,90
S00176997,55.77305245,-4.085752606,100,4,96
S00176998,55.77125481,-4.176438656,154,3,151
S00176999,55.77152375,-4.157624125,75,4,72
S00177000,55.77189294,-4.051061398,53,2,51
S00177001,55.7703724,-4.190690608,96,4,92
S00177002,55.77149499,-4.145409707,91,5,86
S00177003,55.77006824,-4.199665521,168,3,165
S00177004,55.76807801,-4.24755634,172,4,164
S00177005,55.77164841,-4.146916844,50,-,50
S00177006,55.77051524,-4.194269945,87,-,87
S00177007,55.77130556,-4.159812282,82,4,80
S00177008,55.77242713,-4.091873498,71,4,70
S00177009,55.77315944,-4.031628538,69,4,65
S00177010,55.77090408,-4.14733827,95,1,93
S00177011,55.77008501,-4.154595143,70,2,70
S00177012,55.77193783,-4.098958129,102,4,100
S00177013,55.77173394,-4.076578441,112,2,110
S00177014,55.77215862,-4.083345191,99,-,99
S00177015,55.77205394,-4.079975504,119,3,117
S00177016,55.77075233,-4.16367186,88,-,88
S00177017,55.7708219,-4.166354209,74,3,68
S00177018,55.77128235,-4.096818367,163,-,163
S00177019,55.77147999,-4.150893488,58,3,56
S00177020,55.77096104,-4.167637409,93,2,88
S00177021,55.77006094,-4.15545474,105,-,105
S00177022,55.77031176,-4.151913262,113,3,107
S00177023,55.76957787,-4.178258327,89,4,88
S00177024,55.77315345,-4.034163302,77,4,73
S00177025,55.77177044,-4.08979754,86,4,84
S00177026,55.77206231,-4.060811783,85,3,82
S00177027,55.77002062,-4.17558864,105,4,106
S00177028,55.77041495,-4.158838305,83,-,83
S00177029,55.77015045,-4.161103545,84,4,80
S00177030,55.76981455,-4.200783191,83,2,81
S00177031,55.77198648,-4.029734009,131,5,126
S00177032,55.76996631,-4.179667051,108,4,100
S00177033,55.77275759,-4.039069287,82,1,81
S00177034,55.77217395,-4.037412568,76,1,77
S00177035,55.77287301,-4.035902504,107,-,107
S00177036,55.76926174,-4.141540455,83,4,79
S00177037,55.77103251,-4.058445674,68,7,61
S00177038,55.77075099,-4.045166286,145,7,140
S00177039,55.77023954,-4.170833819,81,1,80
S00177040,55.77054666,-4.16259226,100,-,100
S00177041,55.77006499,-4.150608273,72,3,66
S00177042,55.7715728,-4.085561951,67,2,65
S00177043,55.77070057,-4.073908821,114,2,113
S00177044,55.76819617,-4.186726375,122,2,120
S00177045,55.77148675,-4.082687545,58,2,56
S00177046,55.7702106,-4.157168918,79,-,79
S00177047,55.76920629,-4.188042435,130,-,130
S00177048,55.77246505,-4.02633102,130,-,128
S00177049,55.77175494,-4.057702538,79,2,75
S00177050,55.76876071,-4.19085526,92,8,86
S00177051,55.77192798,-4.0419436,84,5,77
S00177052,55.77244834,-4.038208124,74,4,70
S00177053,55.743977,-4.106919903,140,3,140
S00177054,55.77104173,-4.079778089,87,7,82
S00177055,55.77083585,-4.090321466,128,8,115
S00177056,55.76898305,-4.194008462,83,-,83
S00177057,55.77058157,-4.088362802,92,1,91
S00177058,55.77198432,-4.035840217,90,2,88
S00177059,55.77030409,-4.09357724,108,1,106
S00177060,55.7688905,-4.197175868,157,7,154
S00177061,55.7707223,-4.081658296,82,4,78
S00177062,55.77095957,-4.08621475,56,1,58
S00177063,55.77122002,-4.018980428,111,2,107
S00177064,55.77177482,-4.032752232,81,-,81
S00177065,55.77190746,-4.038849509,64,-,62
S00177066,55.77128098,-4.02510572,121,1,124
S00177067,55.77058472,-4.082352453,71,-,71
S00177068,55.76898101,-4.172884221,134,4,126
S00177069,55.7706424,-4.05866425,101,1,100
S00177070,55.7685116,-4.162304173,109,2,107
S00177071,55.77084626,-4.075925389,72,-,72
S00177072,55.77106272,-4.050188741,152,4,148
S00177073,55.76963854,-4.170768516,78,-,78
S00177074,55.77122953,-4.03637481,104,11,96
S00177075,55.77076424,-4.029734238,95,8,87
S00177076,55.77040824,-4.074722324,102,4,98
S00177077,55.76982607,-4.09473137,153,6,151
S00177078,55.76970739,-4.065645625,127,2,125
S00177079,55.76849144,-4.180732576,91,4,87
S00177080,55.76745772,-4.243630697,60,3,54
S00177081,55.77036939,-4.076489921,89,1,88
S00177082,55.77070229,-4.042150525,143,1,144
S00177083,55.77021638,-4.07916018,89,1,88
S00177084,55.77032843,-4.084746163,72,1,71
S00177085,55.77042042,-4.026607529,73,6,67
S00177086,55.7711318,-4.039016262,49,-,49
S00177087,55.76852132,-4.151511675,203,3,199
S00177088,55.77028597,-4.059554196,67,-,67
S00177089,55.76869351,-4.171353676,108,4,104
S00177090,55.76814857,-4.175739404,98,2,92
S00177091,55.76848106,-4.172186813,88,2,86
S00177092,55.76967066,-4.012076968,123,2,119
S00177093,55.77092318,-4.037506726,96,6,90
S00177094,55.76892146,-4.147133573,57,1,56
S00177095,55.76862054,-4.14120238,66,1,63
S00177096,55.77002972,-4.077444364,67,2,65
S00177097,55.77014439,-4.048131738,75,-,75
S00177098,55.75856607,-3.603242686,124,7,113
S00177099,55.7707214,-4.048560581,69,2,67
S00177100,55.76618547,-4.169859175,100,-,100
S00177101,55.76955055,-4.087685894,150,3,149
S00177102,55.76986642,-4.090779732,83,1,81
S00177103,55.76871035,-4.146356724,109,-,104
S00177104,55.76896146,-4.068316351,163,4,161
S00177105,55.76802952,-4.189522899,66,5,61
S00177106,55.77099816,-4.034609012,103,1,105
S00177107,55.76657356,-4.17941389,89,3,90
S00177108,55.76849195,-4.16648001,61,2,59
S00177109,55.76689137,-4.010020807,139,1,137
S00177110,55.76845653,-4.159814103,122,5,118
S00177111,55.76873715,-4.072561038,167,3,164
S00177112,55.76758245,-4.174719445,114,7,107
S00177113,55.76764181,-4.163722679,89,2,87
S00177114,55.76596633,-4.202877821,135,1,134
S00177115,55.76749509,-4.186224789,96,4,94
S00177116,55.76973761,-4.060099203,81,3,78
S00177117,55.76808767,-4.156254514,82,-,82
S00177118,55.7688549,-4.085783446,105,-,105
S00177119,55.76818373,-4.084025853,90,2,90
S00177120,55.77028333,-4.044105511,63,3,63
S00177121,55.7681417,-4.143408033,84,3,79
S00177122,55.76753742,-4.147647317,118,2,115
S00177123,55.76857378,-4.05983055,108,2,103
S00177124,55.76769675,-4.160601065,106,2,104
S00177125,55.76783309,-4.173760929,61,-,61
S00177126,55.76959701,-4.047002994,73,2,71
S00177127,55.76981238,-4.020964217,120,6,114
S00177128,55.76620187,-4.164344314,107,4,99
S00177129,55.76737595,-4.158399262,77,3,74
S00177130,55.76797546,-4.1503497,107,3,104
S00177131,55.76891475,-4.058254314,128,5,123
S00177132,55.76812672,-4.07198661,146,-,146
S00177133,55.7683883,-4.033197661,172,4,168
S00177134,55.76878539,-4.0622171,126,2,125
S00177135,55.76858663,-4.093102536,129,-,128
S00177136,55.76685326,-4.177325177,111,8,104
S00177137,55.76882921,-4.082529845,89,3,86
S00177138,55.76912937,-4.033491326,105,3,102
S00177139,55.76963666,-4.041919421,112,3,109
S00177140,55.76847255,-4.07599049,79,1,78
S00177141,55.76757165,-4.145688332,72,2,73
S00177142,55.76845703,-4.04853743,97,2,94
S00177143,55.76657858,-4.194782036,60,3,57
S00177144,55.76659866,-4.142733491,61,4,57
S00177145,55.76650395,-4.159435091,68,3,65
S00177146,55.76848483,-4.044170776,88,2,85
S00177147,55.76819072,-4.085732024,113,1,109
S00177148,55.76858763,-4.074498045,106,4,102
S00177149,55.76911124,-4.048109428,54,-,54
S00177150,55.76636415,-4.197225008,85,1,84
S00177151,55.76628055,-4.193856609,64,-,63
S00177152,55.76887459,-4.023338875,119,1,117
S00177153,55.76892642,-4.030547402,104,5,96
S00177154,55.76723417,-4.153162476,133,3,130
S00177155,55.76897942,-4.037660368,110,4,106
S00177156,55.76880934,-4.051122602,63,5,59
S00177157,55.76797501,-4.079901692,83,1,88
S00177158,55.76685043,-4.18861186,77,3,74
S00177159,55.76518828,-4.185553634,108,5,107
S00177160,55.7663267,-4.181169634,61,-,61
S00177161,55.76598079,-4.199562788,85,-,84
S00177162,55.76721146,-4.157019164,65,2,63
S00177163,55.76916787,-4.009851039,175,2,177
S00177164,55.76821089,-4.036855052,136,1,138
S00177165,55.76812916,-4.091467866,89,-,89
S00177166,55.76746347,-4.039653663,100,3,97
S00177167,55.76897089,-4.04142228,81,4,77
S00177168,55.76556125,-4.168055005,110,3,108
S00177169,55.76702406,-4.150791501,64,6,59
S00177170,55.76820205,-4.06323846,101,4,97
S00177171,55.7680275,-4.081578394,88,4,84
S00177172,55.76632828,-4.158692064,67,4,63
S00177173,55.76661762,-4.147309778,106,5,101
S00177174,55.76748267,-4.087734747,117,5,113
S00177175,55.76687707,-4.154051465,96,1,95
S00177176,55.76045277,-3.615623728,74,2,69
S00177177,55.76592981,-4.187316822,64,2,62
S00177178,55.76596185,-4.188546113,88,3,85
S00177179,55.76794958,-4.054170152,130,5,125
S00177180,55.76578522,-4.195422926,95,3,93
S00177181,55.76793007,-4.049418466,108,4,104
S00177182,55.76646063,-4.144463546,80,2,79
S00177183,55.76522274,-4.175002496,110,5,102
S00177184,55.76816404,-4.046704683,80,1,83
S00177185,55.76656429,-4.068173434,122,7,122
S00177186,55.76716801,-4.094604714,85,4,81
S00177187,55.76751577,-4.057000887,83,2,81
S00177188,55.76769871,-4.051972939,76,3,73
S00177189,55.76654869,-4.150223301,97,2,95
S00177190,55.76680855,-4.07819759,122,3,121
S00177191,55.76717123,-4.064682497,53,3,49
S00177192,55.76658351,-4.03527169,97,4,95
S00177193,55.76751015,-4.091402826,81,-,81
S00177194,55.74113476,-3.689566732,129,1,126
S00177195,55.76605691,-4.157768399,64,1,64
S00177196,55.76482777,-4.173960272,99,8,91
S00177197,55.7655948,-4.153885082,98,2,96
S00177198,55.767469,-4.058720121,101,-,101
S00177199,55.76732314,-4.042691164,80,6,74
S00177200,55.76487053,-4.178649315,88,2,86
S00177201,55.76654506,-4.07464459,147,7,140
S00177202,55.76537923,-4.150286434,85,6,79
S00177203,55.76550513,-4.155410492,114,6,108
S00177204,55.7653626,-4.183331614,110,-,110
S00177205,55.76743719,-4.04339856,64,1,63
S00177206,55.7669067,-4.049348814,112,4,108
S00177207,55.76739372,-4.033560353,132,4,125
S00177208,55.76651732,-4.085307871,66,2,64
S00177209,55.76459954,-4.200409563,100,4,96
S00177210,55.69324915,-3.501226879,135,5,129
S00177211,55.76419513,-4.14089596,116,-,116
S00177212,55.76485434,-4.196215468,109,4,105
S00177213,55.76676945,-4.065059788,109,4,101
S00177214,55.76376238,-4.169660773,91,5,88
S00177215,55.76701977,-4.058712377,99,3,96
S00177216,55.75451194,-3.869131665,157,3,151
S00177217,55.76605502,-4.034080454,136,1,135
S00177218,55.7645438,-4.192467817,84,-,84
S00177219,55.76685712,-4.082759438,59,1,58
S00177220,55.76669433,-4.049688377,58,2,56
S00177221,55.76356598,-4.074900769,174,2,172
S00177222,55.76598449,-4.041042981,130,1,125
S00177223,55.7663385,-4.082604245,68,3,65
S00177224,55.76668515,-4.045925751,127,9,118
S00177225,55.76416119,-4.190740669,101,1,96
S00177226,55.76448096,-4.18540246,93,5,88
S00177227,55.76541493,-4.081949235,122,4,117
S00177228,55.76534472,-4.14609202,55,-,53
S00177229,55.76634296,-4.088694055,84,1,83
S00177230,55.76724397,-4.040965341,63,1,62
S00177231,55.76626881,-4.090411746,71,1,70
S00177232,55.76497477,-4.169712194,51,-,51
S00177233,55.76523384,-4.152430474,60,1,63
S00177234,55.76577163,-4.060256611,91,1,89
S00177235,55.76642212,-4.053611563,98,2,96
S00177236,55.76470781,-4.18275301,85,-,85
S00177237,55.76538346,-4.08486474,115,-,115
S00177238,55.76591497,-4.055991983,105,1,104
S00177239,55.76634036,-4.050434972,98,1,97
S00177240,55.76400298,-4.197586314,144,6,138
S00177241,55.76452575,-4.15744468,110,4,110
S00177242,55.76544084,-4.00143385,120,4,116
S00177243,55.76628794,-4.069641329,89,3,86
S00177244,55.76364112,-4.190169513,98,4,95
S00177245,55.76443385,-4.160117654,64,-,62
S00177246,55.76472117,-4.147317079,108,5,104
S00177247,55.76354711,-4.180297056,132,4,130
S00177248,55.76622248,-4.006957595,103,3,100
S00177249,55.76431409,-4.199787724,102,5,100
S00177250,55.76506531,-4.050368022,117,1,115
S00177251,55.76277195,-4.207097145,105,3,102
S00177252,55.76707547,-4.003701588,62,2,58
S00177253,55.76338665,-4.193853434,89,5,84
S00177254,55.76366256,-4.18138746,95,-,94
S00177255,55.76458393,-4.169451365,113,6,107
S00177256,55.76569861,-4.063536591,128,3,123
S00177257,55.76546318,-4.080692476,154,6,149
S00177258,55.76624736,-4.04469129,104,2,102
