OA_Code,Latitude,Longitude,All people,"Female, All","Male, All","All people, 0 - 4","All people, 5 - 9","All people, 10 - 14","All people, 15","All people, 16 - 17","All people, 18 - 19","All people, 20 - 24","All people, 25 - 29","All people, 30 - 34","All people, 35 - 39","All people, 40 - 44","All people, 45 - 49","All people, 50 - 54","All people, 55 - 59","All people, 60 - 64","All people, 65 - 69","All people, 70 - 74","All people, 75 - 79","All people, 80 - 84","All people, 85 and over","Female, 0 - 4","Female, 5 - 9","Female, 10 - 14","Female, 15","Female, 16 - 17","Female, 18 - 19","Female, 20 - 24","Female, 25 - 29","Female, 30 - 34","Female, 35 - 39","Female, 40 - 44","Female, 45 - 49","Female, 50 - 54","Female, 55 - 59","Female, 60 - 64","Female, 65 - 69","Female, 70 - 74","Female, 75 - 79","Female, 80 - 84","Female, 85 and over"
S00135546,57.18024341,-2.101230775,88,55,33,2,3,6,2,-,2,1,2,7,6,4,3,5,11,7,6,7,2,3,8,1,2,6,-,-,2,2,-,5,2,4,-,2,8,3,5,4,2,2,6
S00135547,57.18091836,-2.192243224,188,96,92,16,17,7,3,5,4,5,11,13,24,11,8,19,15,12,11,6,6,5,2,6,10,3,2,1,2,1,5,9,11,4,2,11,6,7,3,5,4,3,2
S00135548,57.18128825,-2.108594616,88,49,40,6,5,6,-,1,2,3,3,6,10,6,3,6,10,1,3,7,10,4,2,3,2,2,-,-,1,1,3,4,4,4,-,4,8,-,3,4,9,1,2
S00135549,57.18150282,-2.109769701,64,41,24,2,2,4,-,-,2,3,3,-,6,2,3,6,8,4,2,7,5,-,1,2,2,2,-,-,-,1,3,-,4,1,-,4,3,3,2,2,4,-,1
S00135550,57.18128499,-2.187415,123,64,63,7,8,9,-,-,3,12,5,7,11,5,7,11,5,8,6,8,-,3,3,3,3,7,-,-,2,1,4,5,5,3,4,8,2,3,3,6,-,-,3
S00135551,57.17561093,-2.191256372,127,63,64,7,7,6,2,-,2,3,16,10,10,9,12,10,11,9,5,4,1,3,1,4,5,3,2,-,2,3,8,3,5,4,4,6,6,5,3,2,1,1,-
S00135552,57.18033814,-2.164401507,133,73,60,12,13,5,-,-,-,20,33,20,12,5,4,5,-,1,3,1,1,-,-,4,8,2,-,-,-,13,17,13,5,1,3,4,-,-,-,1,-,-,-
S00135553,57.1806339,-2.134876709,207,99,108,7,9,15,1,4,3,8,8,10,13,6,14,16,15,17,15,21,4,4,5,5,3,4,-,-,1,3,4,3,12,4,6,7,10,6,10,12,2,3,4
S00135554,57.18081477,-2.094268451,86,43,41,4,4,7,-,2,1,1,4,2,8,6,3,-,6,5,7,9,8,3,4,-,2,4,-,1,-,1,-,-,6,2,-,1,5,3,3,2,6,3,-
S00135555,57.18096248,-2.138351599,166,86,80,7,5,8,3,-,3,8,7,11,10,7,8,7,20,18,15,17,3,3,3,3,3,2,1,-,2,7,4,6,4,5,1,4,13,7,8,10,1,-,3
S00135556,57.18082625,-2.131387193,101,51,50,1,2,-,-,-,3,9,16,15,7,4,3,7,12,7,3,3,4,3,4,1,2,-,-,-,2,6,10,8,1,2,-,6,4,2,2,1,3,2,1
S00135557,57.18012995,-2.108012275,91,40,51,9,5,2,-,-,-,-,7,6,7,6,4,1,5,10,8,7,6,4,2,4,-,2,-,-,-,-,4,3,3,1,-,1,4,4,4,3,-,4,1
S00135558,57.18030125,-2.096235528,150,80,70,8,6,10,4,3,2,8,6,18,10,9,10,14,13,10,13,10,3,4,-,4,4,5,-,-,-,4,2,8,6,4,4,10,3,6,7,5,2,4,-
S00135559,57.17867682,-2.170729081,105,44,61,4,5,1,-,1,1,11,9,22,7,4,6,3,10,3,12,-,2,1,1,-,1,1,-,-,-,6,8,4,2,4,-,-,4,2,6,1,-,1,1
S00135560,57.18019982,-2.129102302,107,58,49,7,4,4,1,2,2,1,6,12,-,8,2,7,13,7,5,7,4,3,9,4,1,-,1,-,1,2,3,8,-,4,2,4,9,5,-,3,4,2,5
S00135561,57.18044558,-2.095441929,94,44,47,3,4,9,2,3,4,3,3,6,6,9,11,6,4,4,-,2,3,6,3,3,-,2,2,3,1,1,1,5,3,5,4,1,3,2,-,1,3,3,-
S00135562,57.17998141,-2.18203258,92,45,47,7,3,5,2,3,2,1,6,8,10,5,10,10,5,3,3,5,2,-,3,3,2,2,1,4,-,-,1,4,6,3,6,2,3,1,3,2,1,-,2
S00135563,57.18049119,-2.17086979,61,34,27,5,8,4,-,-,-,5,10,7,7,2,1,3,3,2,4,-,1,-,-,2,4,4,-,-,-,4,7,4,4,1,-,1,-,1,-,-,1,-,-
S00135564,57.17962333,-2.193212399,104,52,52,2,3,2,3,-,2,3,2,3,2,6,8,10,7,6,5,9,18,10,5,2,2,2,4,-,-,1,-,2,2,3,3,5,-,4,3,4,14,2,3
S00135565,57.17958344,-2.189920574,71,33,38,4,5,2,2,-,-,-,5,2,5,3,4,5,4,8,5,7,1,3,7,2,4,-,-,-,-,-,3,-,-,-,2,2,2,4,2,4,1,3,5
S00135566,57.17785839,-2.177887126,100,51,46,4,3,4,2,4,3,1,4,8,4,6,4,6,10,9,15,8,1,3,4,1,2,3,2,2,3,-,1,2,3,4,2,1,8,4,6,4,1,1,3
S00135567,57.17910579,-2.097175224,126,72,56,8,8,9,-,2,3,6,2,6,13,9,7,5,10,7,10,7,4,5,5,4,6,4,-,-,3,1,1,2,9,3,3,4,6,4,6,5,3,4,4
S00135568,57.17989699,-2.107316876,155,85,75,11,8,2,3,3,4,3,21,12,14,11,5,8,8,10,9,9,4,16,3,4,4,1,1,3,1,1,13,6,9,4,5,4,4,9,3,4,3,5,2
S00135569,57.17999701,-2.183653671,104,53,51,5,3,5,2,7,3,6,5,-,7,5,10,9,10,7,6,5,2,2,6,1,2,2,-,2,1,6,4,-,3,1,6,6,6,4,4,1,2,2,3
S00135570,57.17864049,-2.134125119,111,60,51,-,4,4,-,-,2,10,-,4,3,4,10,3,6,7,19,11,8,6,3,-,4,2,-,-,2,4,-,1,2,3,1,1,4,3,9,6,5,6,2
S00135571,57.17878372,-2.095454175,106,54,51,4,1,5,1,3,-,7,6,7,11,9,10,5,11,6,9,-,2,-,2,5,2,2,-,2,-,1,4,5,5,4,5,3,6,5,4,-,2,-,-
S00135572,57.17945137,-2.188150038,122,61,61,10,6,5,1,3,4,7,4,8,8,3,4,6,7,12,6,13,9,3,2,2,1,3,1,2,2,2,2,6,4,3,-,4,3,5,1,9,2,1,4
S00135573,57.17951049,-2.096564282,107,59,48,4,9,6,2,1,4,3,4,4,9,5,4,11,9,11,7,2,4,5,-,2,6,6,1,-,1,2,2,2,7,2,3,7,4,6,3,-,3,-,-
S00135574,57.1792758,-2.185403398,99,51,48,6,13,11,3,-,1,4,2,7,8,6,5,2,6,6,3,4,4,6,6,3,5,4,1,-,-,-,2,4,5,3,3,-,3,3,1,3,3,4,2
S00135575,57.17918135,-2.103758572,147,75,72,5,9,6,2,5,1,11,7,5,11,6,7,13,13,11,14,6,-,11,7,2,4,1,-,4,-,8,3,4,4,4,2,7,6,8,7,3,-,6,6
S00135576,57.17974071,-2.100799336,128,65,61,4,7,5,-,3,1,7,14,7,5,6,10,11,6,14,10,11,5,2,3,3,3,1,-,1,-,3,8,2,-,6,6,3,4,6,5,8,3,-,3
S00135577,57.17932878,-2.166878118,129,69,60,9,8,7,-,1,3,12,23,18,10,13,4,5,5,3,3,2,-,-,-,7,6,5,-,-,-,9,9,10,7,8,4,2,-,1,1,2,-,-,-
S00135578,57.17860317,-2.126830699,116,69,49,4,9,2,1,1,3,5,8,7,7,9,7,8,10,10,4,6,12,3,2,4,7,1,-,-,2,3,5,4,3,5,5,5,7,7,-,3,8,4,1
S00135579,57.17927946,-2.093239013,88,43,45,6,3,1,-,-,-,4,5,5,8,9,5,6,5,5,6,9,6,2,2,4,1,-,-,-,-,2,2,2,4,7,3,2,3,-,4,4,3,2,-
S00135580,57.17947989,-2.121408353,140,66,67,4,7,4,1,1,2,8,8,12,10,7,8,13,5,12,8,7,8,5,7,4,-,1,-,1,2,5,4,6,8,-,2,7,7,8,3,3,3,4,3
S00135581,57.17844291,-2.105956351,129,61,64,5,6,10,2,-,1,11,8,3,3,12,5,9,6,12,12,12,4,4,3,2,4,4,1,-,1,5,4,-,-,7,2,5,2,9,5,4,2,3,1
S00135582,57.17891704,-2.127361071,84,46,38,3,1,1,-,2,1,5,12,7,9,5,4,12,10,4,1,2,2,-,1,2,-,-,-,-,1,3,4,7,4,4,3,7,6,1,1,-,2,-,-
S00135583,57.17836807,-2.166526436,139,71,68,15,8,11,1,-,5,4,12,19,19,8,7,10,9,7,2,-,-,1,-,7,1,5,1,-,-,3,6,12,10,6,5,9,4,2,-,-,-,-,-
S00135584,57.17915323,-2.115369972,127,68,59,14,9,6,-,-,1,3,12,15,11,9,5,9,9,2,2,2,5,2,2,6,4,3,-,-,1,2,10,8,6,6,3,8,4,2,1,1,-,2,-
S00135585,57.17896784,-2.161252718,114,65,53,17,9,5,1,-,-,2,12,16,9,15,7,2,3,7,2,3,2,1,-,9,4,4,1,-,-,2,7,10,3,10,1,2,2,4,1,2,1,1,-
S00135586,57.17879113,-2.191107416,119,58,61,7,4,8,1,1,-,5,6,6,9,10,4,3,9,8,7,4,11,8,8,3,3,3,1,-,-,3,-,3,5,5,2,2,6,6,3,3,7,4,1
S00135587,57.17873467,-2.088870978,72,32,40,3,2,-,-,-,-,2,9,7,5,7,4,9,5,7,3,-,-,2,-,2,2,-,-,-,-,1,5,-,3,6,1,4,-,4,2,-,-,-,-
S00135588,57.17797983,-2.089249582,87,42,45,3,2,-,-,1,1,5,16,12,3,3,2,4,6,9,5,12,4,1,5,2,-,-,-,1,1,3,7,5,-,1,-,3,4,4,1,7,1,-,3
S00135589,57.17829365,-2.174994684,85,41,44,3,5,2,-,1,1,3,4,6,7,3,9,7,8,6,2,5,1,7,7,-,1,-,-,1,-,2,4,4,3,2,2,3,6,-,2,4,-,3,5
S00135590,57.17876395,-2.166048548,88,39,49,12,7,7,1,-,3,-,4,15,14,8,7,7,2,-,2,-,2,-,-,5,3,1,-,-,2,-,2,9,6,2,2,5,1,-,2,-,1,-,-
S00135591,57.17841495,-2.184373585,81,42,39,2,7,4,-,2,6,3,5,5,8,2,5,7,11,3,2,2,5,-,-,2,1,3,-,-,5,3,3,1,5,-,3,6,5,1,1,2,2,-,-
S00135592,57.17813906,-2.163068518,116,52,67,27,5,5,1,3,1,8,10,26,10,14,6,3,1,-,1,-,1,-,-,9,4,-,-,-,-,5,5,17,7,2,4,-,-,-,-,-,-,-,-
S00135593,57.17813379,-2.129045464,91,50,41,9,4,4,-,3,4,4,4,3,6,5,2,14,10,4,5,3,3,1,2,5,3,5,-,1,1,3,-,2,4,4,2,10,6,1,2,2,1,1,2
S00135594,57.17744721,-2.092870511,100,52,48,8,5,1,2,2,1,5,4,11,8,7,10,6,10,9,7,6,1,-,4,5,2,-,-,2,-,1,3,4,4,4,3,3,4,8,4,4,1,-,3
S00135595,57.17786466,-2.191913088,150,82,68,9,14,8,-,4,-,8,8,9,7,7,11,15,6,6,12,12,7,1,-,1,11,5,-,1,-,5,3,4,5,4,6,10,4,3,7,3,4,1,-
S00135596,57.17615053,-2.143741917,207,113,94,6,7,6,2,-,-,18,22,18,14,20,8,9,3,2,10,7,13,12,31,5,2,4,2,-,-,9,16,9,6,12,5,5,2,-,4,4,7,8,19
S00135597,57.17724761,-2.190090515,134,65,65,3,6,12,1,1,4,7,8,4,4,10,4,10,12,9,7,6,7,6,12,1,2,4,1,-,1,4,2,4,1,4,4,8,6,4,5,1,3,4,11
S00135598,57.17780556,-2.094161529,91,44,47,5,3,1,1,2,1,1,7,13,6,-,4,5,3,11,8,10,6,5,1,2,3,1,-,-,1,-,5,4,3,-,2,3,1,4,4,6,3,2,1
S00135599,57.17811594,-2.160091194,129,61,68,12,2,5,-,1,3,11,20,12,20,14,9,3,6,-,4,-,2,-,-,2,4,4,-,-,3,7,8,11,9,3,5,2,4,-,2,-,-,-,-
S00135600,57.17716302,-2.186600203,60,33,23,-,1,-,-,1,-,2,1,1,1,2,2,3,-,3,4,6,5,8,16,-,1,-,-,1,-,2,1,-,1,1,-,2,-,1,3,3,3,5,12
S00135601,57.17777209,-2.162041421,141,67,71,17,15,10,1,-,-,12,12,15,22,14,8,4,4,4,1,-,-,-,-,8,10,5,1,1,-,3,7,8,11,9,4,-,-,1,-,-,-,-,-
S00135602,57.16469496,-2.087911288,126,64,62,3,4,5,-,3,5,22,11,9,8,10,10,3,11,7,3,7,-,2,1,-,1,4,-,1,4,9,5,5,2,5,6,2,9,4,2,3,-,-,1
S00135603,57.17754828,-2.130614705,78,44,34,6,2,6,-,3,1,4,2,2,2,-,4,9,8,13,4,9,2,1,-,4,2,4,-,3,-,3,2,1,2,-,1,5,6,7,1,5,1,1,-
S00135604,57.17786261,-2.16832702,84,36,48,1,5,-,-,-,2,10,14,14,8,11,7,3,3,2,1,-,-,2,-,-,1,-,-,-,2,5,8,7,5,3,3,-,-,1,-,-,-,-,-
S00135605,57.17723874,-2.171317871,82,40,42,5,2,1,2,2,3,2,4,11,10,8,3,7,6,12,4,3,-,-,-,1,2,-,2,-,-,1,1,6,-,3,2,4,4,8,-,2,-,-,-
S00135606,57.17586422,-2.125977805,277,161,119,10,20,25,2,5,6,13,7,7,11,26,22,17,6,8,9,11,16,16,41,8,9,14,1,4,2,4,2,2,8,12,13,5,2,9,7,9,13,12,30
S00135607,57.17488119,-2.10047184,1720,1031,685,6,2,-,-,15,912,566,101,34,21,12,7,11,3,6,6,3,5,-,2,1,1,2,-,7,555,341,66,17,11,8,2,5,1,3,2,2,3,-,2
S00135608,57.17672589,-2.190550939,98,53,45,9,6,1,-,-,-,2,6,8,15,6,1,7,13,8,6,6,-,-,2,5,4,2,-,-,-,1,3,3,9,4,2,4,8,2,2,1,-,-,2
S00135609,57.17675194,-2.085277136,108,55,53,4,7,9,-,2,2,1,4,8,7,8,11,5,5,4,11,8,3,7,7,3,1,5,-,-,2,1,1,4,3,4,6,-,3,1,6,5,-,5,2
S00135610,57.17337661,-2.133990252,157,77,80,5,3,1,-,-,4,5,11,6,10,5,-,-,9,7,13,12,17,19,34,-,3,-,-,-,2,1,7,3,1,2,1,-,3,3,3,6,10,10,19
S00135611,57.17706834,-2.177569071,90,49,41,3,6,7,-,1,3,4,7,9,5,10,7,7,3,6,7,4,2,1,-,3,-,4,-,1,2,3,7,3,4,3,5,4,2,2,8,-,1,-,-
S00135612,57.17726387,-2.159062041,156,75,81,13,11,10,1,4,-,14,32,15,17,14,8,3,4,3,3,1,-,-,-,7,4,4,-,-,-,9,16,8,11,7,4,3,2,4,1,-,-,-,-
S00135613,57.17685694,-2.161177353,121,54,67,11,14,11,-,3,4,5,5,16,28,11,7,5,4,2,-,-,-,-,-,4,5,4,-,1,2,1,3,8,12,5,4,2,1,-,-,-,-,-,-
S00135614,57.17501146,-2.189682091,111,62,49,3,6,8,1,1,6,7,2,1,7,10,4,13,8,6,8,4,5,6,-,1,5,4,1,1,-,4,1,-,3,7,2,8,8,4,5,2,-,-,1
S00135615,57.17611802,-2.123696258,167,74,94,18,8,5,1,1,8,15,20,19,16,23,9,8,6,4,3,1,1,-,-,8,7,1,-,-,1,7,10,9,6,11,3,4,3,-,2,-,1,-,-
S00135616,57.17690823,-2.123996616,73,38,31,1,5,4,2,-,-,6,17,9,13,6,4,2,2,5,-,-,2,-,-,1,4,2,2,-,-,6,9,6,6,-,3,-,2,-,-,-,-,-,-
S00135617,57.17714582,-2.087262806,108,55,53,5,4,7,1,4,5,4,6,6,8,5,2,10,11,10,11,4,8,1,-,1,-,2,-,2,2,1,4,3,7,4,2,5,6,5,4,3,5,1,-
S00135618,57.17696379,-2.090603372,76,40,36,3,4,4,-,3,-,1,1,1,-,12,1,6,11,3,2,6,7,3,3,2,-,3,-,-,-,1,1,1,1,8,-,2,4,2,2,6,4,1,1
S00135619,57.17649834,-2.1674773,62,25,40,4,6,2,1,1,-,5,3,8,3,4,1,4,4,8,6,5,3,1,-,1,2,2,-,-,-,-,4,2,1,2,1,1,2,4,-,1,1,-,-
S00135620,57.17708382,-2.166289097,131,65,66,22,17,15,-,1,1,3,19,17,16,5,6,4,1,2,-,1,-,-,-,1,11,9,-,-,-,-,14,10,10,2,2,2,1,1,-,1,-,-,-
S00135621,57.17442832,-2.115222911,135,59,75,9,9,5,-,3,1,4,7,12,9,10,8,5,10,10,8,6,7,5,5,6,4,2,-,4,-,-,2,8,1,3,3,2,4,7,3,4,5,-,1
S00135622,57.17660362,-2.123168622,91,41,50,4,3,3,1,2,-,15,19,6,6,8,6,11,7,3,-,-,-,1,-,2,1,1,-,2,-,7,12,3,1,1,3,3,3,2,-,-,-,1,-
S00135623,57.1761923,-2.146454517,129,64,63,4,4,4,1,2,-,10,7,12,10,11,6,9,12,10,12,8,4,2,1,1,2,2,1,-,-,5,3,6,5,3,-,4,6,7,3,4,4,2,1
S00135624,57.17632956,-2.179103681,94,47,47,4,5,10,3,-,2,3,3,8,3,7,7,12,1,5,8,6,1,-,2,3,-,6,2,-,-,1,2,3,2,3,3,6,1,3,3,4,1,-,-
S00135625,57.17615535,-2.122274009,132,65,67,8,18,9,4,5,3,9,5,4,10,14,10,7,12,4,4,1,-,-,-,5,13,1,1,3,4,5,2,1,4,9,7,5,-,3,2,-,-,-,-
S00135626,57.17644897,-2.164053426,66,31,35,7,3,2,-,-,1,4,8,14,5,2,4,3,-,2,-,2,2,-,1,3,2,-,-,-,-,4,5,5,-,1,1,4,-,2,-,-,1,-,1
S00135627,57.17568678,-2.188627056,134,64,67,8,9,15,2,5,2,3,4,7,14,11,7,12,6,7,2,6,3,2,4,2,6,8,1,1,2,-,2,3,9,4,2,8,2,3,1,4,3,-,3
S00135628,57.17533136,-2.179859635,155,90,65,6,7,5,1,4,3,3,7,8,10,11,14,13,17,11,16,7,5,3,5,4,3,2,-,3,1,2,4,3,6,6,11,8,8,9,11,4,1,3,3
S00135629,57.17529794,-2.164974495,168,81,87,18,6,7,1,4,-,9,22,30,17,7,15,7,3,2,6,6,2,-,-,7,3,5,-,2,-,7,11,14,8,3,5,3,2,2,3,1,2,-,-
S00135630,57.1754097,-2.181596602,114,50,60,5,6,8,2,4,-,5,8,6,7,11,8,11,4,5,6,11,3,1,3,2,5,4,-,-,-,2,5,5,3,5,3,5,2,4,2,5,-,-,3
S00135631,57.17446609,-2.113205335,166,102,64,12,16,15,6,5,3,10,19,13,18,15,11,5,6,4,3,4,1,2,-,5,8,8,6,2,1,6,16,7,11,10,6,5,3,4,3,2,-,2,-
S00135632,57.17485471,-2.120318145,167,80,87,13,9,9,2,1,1,10,7,14,11,5,4,8,8,14,19,16,9,3,4,2,4,6,1,1,1,5,3,11,5,1,3,4,5,7,8,2,6,4,-
S00135633,57.17533621,-2.163188467,66,32,34,4,4,2,2,1,4,1,3,3,7,1,6,4,1,1,5,2,3,1,1,1,2,-,2,-,3,1,-,3,5,-,3,2,-,-,2,2,-,1,1
S00135634,57.1754386,-2.14570728,76,37,43,-,-,2,-,-,-,16,16,7,6,9,6,6,2,1,3,-,1,-,-,-,-,2,-,-,-,7,8,3,3,5,2,1,-,1,1,-,1,-,-
S00135635,57.1755202,-2.185880737,120,56,64,12,5,3,1,-,3,11,18,16,13,13,2,8,3,6,2,-,2,-,-,5,2,2,1,-,1,5,11,8,8,4,2,5,1,-,2,-,-,-,-
S00135636,57.17464336,-2.183511314,103,46,57,3,4,5,-,2,3,6,4,3,8,4,10,5,11,7,5,9,1,1,7,-,-,3,1,-,2,1,2,-,3,1,9,2,8,2,3,5,1,1,3
S00135637,57.1749391,-2.183992404,129,64,66,9,8,13,-,-,5,2,10,9,8,11,11,4,11,6,7,5,6,4,1,4,1,7,-,-,3,-,8,5,7,7,5,1,8,3,6,-,4,3,1
S00135638,57.17333122,-2.095241627,77,41,36,3,-,-,-,-,5,9,5,4,-,-,2,3,4,4,7,4,9,5,7,1,-,-,-,-,3,5,3,2,-,-,-,3,5,2,4,2,5,3,4
S00135639,57.17392899,-2.16078421,71,33,34,5,4,3,-,-,2,4,7,4,9,9,6,4,8,3,4,-,-,-,-,3,2,-,-,-,2,2,2,5,4,5,1,2,5,4,2,-,-,-,-
S00135640,57.17418265,-2.185262095,127,69,54,4,1,8,-,1,-,4,8,8,4,8,11,13,13,9,8,6,9,5,7,-,1,7,-,1,-,4,4,4,2,4,6,8,5,9,4,5,6,4,5
S00135641,57.17440239,-2.188504736,93,47,46,10,6,10,1,-,3,2,-,12,8,-,2,2,3,5,6,9,5,7,-,5,2,2,-,-,2,1,-,8,7,1,2,1,1,2,4,7,2,5,-
S00135642,57.17418847,-2.112261799,186,99,87,15,22,17,4,3,7,8,10,16,23,33,11,3,6,4,6,-,-,-,-,8,12,10,1,2,4,-,6,7,14,20,4,4,4,3,4,-,-,-,-
S00135643,57.17352045,-2.115865065,95,53,43,8,8,4,-,-,3,3,2,9,5,7,7,5,6,1,7,10,7,6,-,4,3,3,-,-,3,2,-,6,2,1,5,-,4,2,3,7,4,4,-
S00135644,57.17375632,-2.122861446,74,40,34,1,4,-,-,2,1,-,-,6,10,6,1,6,-,5,6,11,10,1,3,-,4,-,-,-,1,-,-,3,4,3,1,7,-,5,1,7,4,1,3
S00135645,57.17436028,-2.19257298,82,51,31,3,2,6,-,-,1,1,6,5,1,3,6,6,7,10,6,2,7,4,6,3,2,6,-,-,1,1,1,3,1,2,1,2,7,5,3,2,6,5,4
S00135646,57.1738958,-2.190850584,73,41,32,2,3,1,-,-,1,2,3,2,3,4,-,6,3,9,4,8,6,9,7,1,1,1,-,-,1,2,1,2,-,2,-,1,3,6,2,4,4,4,4
S00135647,57.17333133,-2.189888468,151,81,70,7,10,7,-,5,1,6,11,5,8,8,12,14,13,8,10,10,11,5,5,3,4,4,-,1,1,2,7,3,6,4,5,9,6,5,7,3,8,2,5
S00135648,57.17449622,-2.119456976,117,64,53,8,10,7,2,1,4,6,-,6,17,20,14,5,8,5,3,1,-,-,-,8,9,4,1,-,1,4,-,2,9,7,5,1,4,5,1,-,-,-,-
S00135649,57.17411824,-2.120183441,90,44,46,7,11,7,1,-,1,2,5,14,13,8,5,4,6,-,-,1,2,2,-,5,2,2,-,-,1,2,4,4,5,4,3,3,3,-,-,1,1,2,-
S00135650,57.17406269,-2.121886705,110,56,54,4,9,6,1,3,3,6,6,4,9,6,10,5,7,7,10,3,7,2,4,3,1,1,1,2,1,4,3,1,3,5,6,2,2,4,8,3,4,1,1
S00135651,57.17239386,-2.128860048,115,55,61,2,4,7,1,1,-,9,6,6,6,7,8,12,12,12,5,9,6,6,2,2,2,2,-,-,-,5,4,1,2,4,3,6,7,7,-,6,1,2,2
S00135652,57.17336819,-2.124745486,87,43,45,4,1,3,-,-,-,1,-,12,5,10,6,3,8,7,8,7,6,-,4,-,1,2,-,-,-,1,-,1,1,5,3,4,4,5,5,4,3,-,3
S00135653,57.17334506,-2.111151192,87,51,39,9,5,14,-,1,2,4,9,10,7,9,6,4,-,2,1,-,1,-,-,8,1,5,-,1,1,3,5,5,4,5,4,1,-,1,1,-,-,-,-
S00135654,57.1739057,-2.116957795,73,33,40,7,4,3,2,4,-,4,8,6,7,12,1,9,6,2,1,1,-,-,-,1,1,1,2,-,-,1,5,3,4,6,-,8,-,2,-,1,-,-,-
S00135655,57.17361497,-2.15330762,105,55,54,3,2,11,-,2,1,4,3,15,9,11,8,4,9,7,5,9,4,5,1,2,2,5,-,2,-,1,-,9,1,5,3,2,8,5,1,4,3,2,-
S00135656,57.17402044,-2.119124673,105,48,57,6,6,7,2,2,-,2,7,14,15,11,7,6,12,3,3,1,1,-,-,3,4,4,-,2,-,1,3,6,6,9,2,3,3,1,2,1,1,-,-
S00135657,57.17358582,-2.113136486,121,59,60,7,14,6,-,2,-,10,6,5,13,5,7,15,5,14,4,2,-,2,2,2,4,3,-,1,-,3,5,7,6,1,3,6,1,4,4,1,-,2,2
S00135658,57.1731589,-2.143994891,90,48,38,4,6,6,5,3,3,9,9,8,4,5,3,8,4,4,5,2,2,-,-,4,1,1,2,2,1,3,6,3,4,4,-,5,1,2,3,-,1,-,-
S00135659,57.17381499,-2.117900185,135,71,64,10,18,6,2,-,-,9,4,11,14,17,7,18,9,4,5,1,1,2,-,5,6,5,2,-,-,2,2,8,7,4,1,8,9,-,2,1,1,1,-
S00135660,57.17363447,-2.118809205,112,53,59,9,10,-,-,1,2,6,7,6,19,6,12,6,11,6,6,4,-,1,-,4,3,1,-,-,2,5,4,4,9,5,4,5,4,2,2,2,-,-,-
S00135661,57.17279697,-2.192746756,66,36,30,5,5,2,-,2,2,-,4,5,3,2,4,6,-,5,5,3,3,3,3,-,4,1,-,-,2,-,4,3,-,3,1,3,-,4,2,3,-,3,-
S00135662,57.17317133,-2.156117225,119,68,50,7,4,6,2,2,3,4,5,18,7,8,10,11,8,10,7,5,6,-,-,5,4,4,-,-,-,-,5,10,4,4,5,7,2,6,4,2,4,-,-
S00135663,57.17255308,-2.187718041,115,58,57,11,7,6,-,-,1,-,3,15,10,5,3,5,7,5,10,2,6,8,6,7,2,4,-,-,1,-,2,9,5,1,2,2,2,5,6,3,-,4,4
S00135664,57.17345283,-2.120875874,174,82,92,8,11,18,2,3,3,8,17,13,16,20,16,11,7,7,5,4,3,-,-,3,6,6,1,-,3,3,6,6,7,12,10,4,4,6,4,1,-,-,-
S00135665,57.17293056,-2.139379956,102,45,57,3,-,1,-,1,-,3,5,1,9,5,8,4,7,13,8,10,14,4,5,-,-,1,-,-,-,3,4,-,4,2,-,3,2,8,4,3,5,1,2
S00135666,57.17283397,-2.186098765,87,42,45,4,8,4,1,1,-,-,4,5,4,4,7,-,4,3,4,12,7,6,8,1,3,5,-,-,-,-,3,2,2,5,1,-,1,3,2,3,4,4,5
S00135667,57.17069452,-2.154105815,165,90,70,7,14,19,3,2,2,8,6,15,17,7,9,12,14,14,5,6,4,2,2,3,7,10,1,1,2,3,4,11,13,-,6,7,5,9,3,2,2,2,-
S00135668,57.17181453,-2.149050069,138,68,70,12,10,9,-,2,3,16,5,19,9,12,4,9,6,9,1,4,-,1,-,6,4,6,-,1,-,5,1,8,9,5,3,7,6,5,1,4,-,1,-
S00135669,57.17167576,-2.119249413,137,69,68,3,8,14,2,3,-,13,11,4,11,15,12,12,11,4,5,7,1,2,5,2,3,7,-,3,-,6,4,2,5,8,3,8,6,3,3,4,1,2,-
S00135670,57.17263546,-2.111082907,157,91,66,4,18,8,-,1,4,11,29,20,18,10,15,1,2,5,4,5,-,-,-,1,10,1,-,1,4,6,20,12,8,6,10,1,1,2,2,4,-,-,-
S00135671,57.17255911,-2.125354647,85,41,43,3,4,1,1,2,-,1,5,8,3,3,4,6,6,9,6,7,8,4,1,2,-,1,-,2,-,-,4,6,1,-,3,2,4,5,2,5,3,1,1
S00135672,57.17281733,-2.136154669,103,46,57,5,5,-,-,1,2,10,6,14,12,5,12,5,2,6,5,3,3,3,1,3,2,-,-,1,1,4,5,9,1,2,3,3,2,4,1,2,1,2,1
S00135673,57.17227017,-2.190660283,87,50,41,4,4,9,1,2,-,4,-,1,6,4,5,8,7,2,2,6,6,4,10,4,2,3,-,2,-,4,-,1,2,5,4,4,2,-,1,1,3,3,5
S00135674,57.17237401,-2.121765373,96,51,45,6,2,1,1,-,1,2,10,9,10,6,7,5,4,6,9,8,6,5,1,3,3,-,1,-,-,2,5,6,8,4,1,2,3,5,4,6,3,3,-
S00135675,57.17204257,-2.120805112,144,67,77,10,14,9,2,2,1,13,14,8,12,9,9,10,12,8,3,2,2,3,2,9,-,5,2,1,-,8,3,5,5,3,8,6,7,2,3,2,-,2,2
