OA_Code,Latitude,Longitude,All people,"Female, All","Male, All","All people, 0 - 4","All people, 5 - 9","All people, 10 - 14","All people, 15","All people, 16 - 17","All people, 18 - 19","All people, 20 - 24","All people, 25 - 29","All people, 30 - 34","All people, 35 - 39","All people, 40 - 44","All people, 45 - 49","All people, 50 - 54","All people, 55 - 59","All people, 60 - 64","All people, 65 - 69","All people, 70 - 74","All people, 75 - 79","All people, 80 - 84","All people, 85 and over","Female, 0 - 4","Female, 5 - 9","Female, 10 - 14","Female, 15","Female, 16 - 17","Female, 18 - 19","Female, 20 - 24","Female, 25 - 29","Female, 30 - 34","Female, 35 - 39","Female, 40 - 44","Female, 45 - 49","Female, 50 - 54","Female, 55 - 59","Female, 60 - 64","Female, 65 - 69","Female, 70 - 74","Female, 75 - 79","Female, 80 - 84","Female, 85 and over"
S00135806,57.16763492,-2.151149757,128,74,54,2,18,8,5,4,5,-,6,7,13,9,17,4,6,8,5,2,3,2,-,2,11,6,1,2,-,-,3,5,7,8,10,2,3,1,2,1,3,1,-
S00135807,57.16779817,-2.094632084,104,59,45,6,5,6,4,-,1,21,7,10,8,8,15,4,8,-,-,6,2,-,-,5,2,4,1,-,-,12,3,2,6,1,8,1,5,-,2,1,2,-,-
S00135808,57.16822297,-2.122694232,121,52,69,6,7,9,-,2,-,11,8,2,8,4,3,4,5,6,18,11,6,8,2,1,4,6,-,-,-,3,-,2,4,1,3,1,3,-,10,4,4,3,2
S00135809,57.16679501,-2.139538713,101,49,52,4,7,11,-,4,1,9,6,3,4,11,14,4,8,6,3,6,-,-,-,-,2,5,-,1,-,5,3,2,2,6,6,2,4,3,2,3,-,-,-
S00135810,57.16612647,-2.217811801,129,73,57,-,9,22,4,10,1,2,-,2,7,17,23,8,7,4,4,6,3,-,-,-,7,12,2,6,2,1,-,2,2,9,11,4,4,2,1,4,1,-,-
S00135811,57.16800565,-2.124446284,182,96,83,9,16,31,4,4,5,9,17,10,20,16,6,7,5,14,5,6,2,-,-,7,8,17,1,1,2,8,3,6,9,11,3,4,3,5,3,4,1,-,-
S00135812,57.16751155,-2.093523481,117,65,52,7,11,2,2,2,2,10,5,12,20,10,9,3,11,3,3,4,-,2,-,3,6,2,-,1,1,4,3,10,8,2,6,2,6,-,3,2,-,2,-
S00135813,57.16750318,-2.092696691,113,55,58,4,4,15,3,2,2,13,7,2,15,12,7,17,3,2,4,4,2,3,-,-,5,7,-,-,1,7,3,2,5,8,2,3,1,-,1,2,1,4,-
S00135814,57.16745872,-2.092084772,71,37,36,9,2,3,1,-,1,10,10,9,11,3,4,2,-,3,-,-,-,-,-,1,2,3,1,-,-,6,6,5,4,1,2,2,-,2,-,-,-,-,-
S00135815,57.16790879,-2.090812657,70,39,31,-,2,1,-,-,-,2,-,-,3,-,3,-,10,8,11,10,6,5,3,-,-,1,-,-,-,-,-,-,2,-,1,1,6,4,6,5,3,3,3
S00135816,57.16792619,-2.131870482,106,56,50,9,2,2,-,-,1,2,4,14,7,8,5,7,6,7,6,11,6,3,2,-,1,2,-,-,1,2,6,6,4,2,2,4,7,3,5,5,5,1,2
S00135817,57.16664282,-2.161529679,122,59,63,4,6,10,-,3,4,13,6,9,11,11,8,5,3,5,9,6,-,-,2,2,5,8,1,-,-,7,-,5,4,4,8,1,-,5,3,4,-,-,1
S00135818,57.16713896,-2.109859316,102,58,48,4,5,2,-,1,5,10,7,10,6,10,5,7,9,6,6,1,-,2,2,1,3,-,-,1,2,5,4,6,2,6,2,4,3,3,3,2,-,2,2
S00135819,57.16693345,-2.151808295,116,71,45,7,7,11,2,5,3,2,8,5,6,9,6,8,13,8,5,3,4,3,-,5,7,5,-,3,3,2,8,3,4,7,4,6,5,5,3,2,1,3,-
S00135820,57.16717875,-2.141788953,190,108,78,20,17,23,3,5,3,12,13,11,18,19,18,21,6,3,4,3,-,-,-,11,12,15,2,5,-,9,10,4,9,9,9,9,1,2,1,3,-,-,-
S00135821,57.16676916,-2.121217788,77,37,40,4,2,3,2,-,1,5,4,9,4,4,3,2,12,2,6,4,5,2,1,-,1,1,-,-,1,1,1,6,1,2,2,1,5,1,4,2,2,-,1
S00135822,57.1671684,-2.117019152,141,80,61,9,17,17,6,9,5,7,8,2,16,9,9,10,10,2,1,1,1,-,1,6,11,9,2,4,3,5,3,2,6,10,6,8,6,1,1,1,-,-,1
S00135823,57.16723457,-2.122972051,182,103,79,12,16,30,-,5,6,18,10,11,16,17,13,10,5,6,1,3,1,1,-,8,9,15,-,4,2,11,7,12,11,5,9,5,4,1,-,2,-,-,-
S00135824,57.16694409,-2.164722275,187,96,91,11,10,21,3,2,5,7,11,12,18,10,12,10,15,4,11,8,4,5,3,8,4,14,-,1,2,4,4,10,9,5,7,4,7,4,5,4,1,3,1
S00135825,57.16664598,-2.15182365,107,55,52,6,12,10,4,1,3,8,1,7,16,1,6,10,1,-,3,3,7,4,-,4,4,3,1,-,3,4,1,5,9,3,5,6,-,-,2,2,1,1,-
S00135826,57.16680205,-2.114918041,100,48,52,7,9,9,3,4,2,9,5,6,10,15,5,5,5,3,-,-,-,-,-,4,4,1,2,1,1,2,3,5,4,10,3,3,3,-,-,-,-,-,-
S00135827,57.1668964,-2.159926881,71,42,26,4,3,6,2,5,7,3,2,4,5,2,4,2,2,3,9,3,2,5,2,4,1,4,2,4,4,1,2,2,3,1,3,2,2,2,5,3,-,2,-
S00135828,57.16664638,-2.127269191,139,73,66,10,11,3,-,2,1,7,16,17,16,1,11,6,8,10,4,1,3,2,1,3,6,-,-,2,-,-,11,11,9,1,3,3,6,3,5,1,2,2,-
S00135829,57.1673518,-2.090877429,85,45,40,2,3,1,-,1,1,3,3,2,4,3,2,-,7,17,14,14,7,3,4,-,3,-,-,-,1,2,3,-,-,4,1,-,6,9,6,3,1,1,4
S00135830,57.16710411,-2.127667611,68,38,30,7,1,-,-,1,4,1,4,9,4,5,6,4,5,6,1,3,1,2,5,6,-,-,-,1,3,1,2,6,-,1,5,1,1,7,-,2,-,2,3
S00135831,57.16545333,-2.171114475,115,59,56,12,6,3,1,4,3,8,7,5,7,12,5,14,6,9,8,5,3,3,-,4,5,2,-,1,1,3,3,3,6,6,-,8,3,4,4,2,2,-,-
S00135832,57.16738013,-2.088959403,171,77,94,8,9,5,2,1,2,9,12,18,20,17,13,15,10,11,7,11,1,-,-,5,7,2,-,-,2,5,9,3,8,5,4,7,5,7,3,4,1,-,-
S00135833,57.16633778,-2.146613905,118,57,61,5,6,7,2,1,-,6,6,5,13,9,8,7,6,8,14,6,3,-,2,2,2,2,-,3,-,5,-,2,10,-,4,4,4,5,6,2,1,-,2
S00135834,57.16677185,-2.11840684,104,45,60,8,9,4,-,4,5,5,13,8,12,2,7,4,6,11,2,1,7,1,-,3,4,2,-,1,3,2,5,4,6,4,1,2,2,6,-,1,3,-,-
S00135835,57.16675175,-2.088346094,155,64,91,7,5,12,2,-,3,7,14,15,16,12,12,8,15,8,8,6,3,2,1,2,3,3,2,1,-,5,6,6,8,1,6,-,8,4,3,2,1,1,1
S00135836,57.16580053,-2.14512366,110,61,48,5,12,5,3,-,-,1,11,6,14,10,2,10,4,6,10,7,3,-,5,4,6,3,1,-,-,1,6,4,9,4,1,6,3,3,4,5,2,-,1
S00135837,57.16702097,-2.167715482,143,69,71,8,8,15,4,5,5,4,7,8,15,8,12,8,6,10,8,4,1,-,-,6,5,3,1,-,2,2,6,2,9,4,6,3,5,6,3,2,4,-,-
S00135838,57.16507913,-2.102478903,164,89,75,1,3,6,-,2,23,18,27,6,11,11,12,13,9,3,4,8,4,4,4,-,2,2,-,3,10,10,20,5,5,6,8,6,4,-,1,3,3,3,2
S00135839,57.16541773,-2.105786729,266,144,123,9,15,14,1,3,60,60,19,17,19,13,8,4,6,9,3,1,-,-,-,6,9,9,-,2,26,40,4,10,11,7,4,2,4,6,1,1,-,-,-
S00135840,57.16631433,-2.126953886,166,88,80,21,9,7,1,5,1,16,13,14,12,20,9,10,12,1,4,2,1,1,1,13,5,2,-,1,-,6,7,10,6,7,7,7,6,1,-,1,1,1,-
S00135841,57.16659085,-2.119811732,62,35,27,1,-,2,-,-,2,1,2,4,1,-,2,8,6,3,12,7,3,4,3,1,-,2,-,-,2,1,2,2,-,1,2,3,2,1,6,4,3,3,2
S00135842,57.16613131,-2.130227139,86,51,35,4,6,1,-,-,-,10,6,5,8,4,3,6,6,4,7,3,6,4,7,2,2,1,-,-,-,8,6,2,3,2,1,2,3,4,4,2,3,4,7
S00135843,57.16678626,-2.090346917,80,40,40,2,3,3,-,-,-,1,-,6,4,4,-,2,6,6,11,18,5,2,9,1,2,1,-,-,-,1,-,-,3,1,-,-,3,1,3,17,1,2,5
S00135844,57.16648596,-2.164720234,69,36,33,-,6,7,2,-,4,2,2,4,2,7,7,5,5,4,3,1,4,4,2,-,-,5,1,-,2,3,2,3,1,2,2,2,2,2,-,1,2,1,2
S00135845,57.16652165,-2.17159893,79,36,43,4,6,3,-,2,1,7,4,-,5,6,3,7,6,4,6,3,4,1,-,2,2,2,-,2,1,4,3,1,4,4,1,1,4,2,3,2,-,-,-
S00135846,57.16578004,-2.13111877,113,58,55,6,2,4,1,-,4,4,4,13,13,6,5,8,7,5,10,6,5,6,4,-,1,2,1,-,1,1,-,10,4,2,1,3,5,3,7,4,2,6,2
S00135847,57.16648509,-2.096679049,218,125,93,3,-,2,-,2,68,56,34,18,2,2,3,-,4,10,-,4,2,6,-,1,-,2,-,2,37,35,17,13,1,2,2,-,2,4,1,3,2,3,-
S00135848,57.16535098,-2.160201284,119,71,48,14,7,9,-,2,4,10,8,12,9,12,7,8,3,4,10,2,1,-,-,9,5,4,-,2,2,6,5,4,6,5,4,5,2,-,5,2,1,-,-
S00135849,57.16589423,-2.09403196,68,25,41,-,2,-,-,-,2,1,6,7,7,5,-,5,7,12,5,6,3,1,4,-,-,-,-,-,2,-,3,3,4,-,-,2,4,6,-,2,3,-,1
S00135850,57.16594506,-2.21881935,87,44,46,4,8,9,-,7,-,3,1,6,7,6,11,8,8,4,2,2,5,2,-,3,5,2,-,-,-,1,1,3,4,3,6,2,3,1,1,2,5,1,-
S00135851,57.16609134,-2.149903343,126,63,63,12,10,13,-,7,4,6,4,13,13,9,4,11,8,1,4,-,1,5,1,5,3,7,-,4,2,4,3,8,7,3,2,6,4,-,3,-,1,3,-
S00135852,57.16630621,-2.11683454,71,36,35,6,1,1,-,2,-,12,14,15,3,4,2,4,5,2,-,-,-,-,-,-,1,-,-,2,-,4,8,8,3,3,-,3,3,1,-,-,-,-,-
S00135853,57.1652877,-2.137879587,78,45,33,-,-,-,-,1,-,-,5,-,2,-,2,7,4,4,7,12,15,9,12,-,-,-,-,1,-,-,2,-,1,-,2,2,2,-,3,5,11,10,9
S00135854,57.16558523,-2.119312437,75,31,43,1,4,5,-,1,-,6,-,5,1,8,7,2,5,5,7,6,-,6,1,-,1,4,-,-,-,1,-,1,2,5,5,1,3,3,3,3,-,3,1
S00135855,57.1655636,-2.09168322,94,43,55,2,-,-,-,-,1,13,6,9,3,4,7,6,6,8,8,10,9,4,2,-,-,-,-,-,1,8,1,3,2,3,-,-,1,3,7,4,7,1,-
S00135856,57.1656908,-2.08969939,64,33,31,2,2,1,-,-,1,7,11,15,4,4,4,1,3,1,3,4,-,2,-,-,2,-,-,-,1,6,4,6,-,2,2,1,4,-,1,4,-,2,-
S00135857,57.16581195,-2.126290776,62,30,31,4,5,3,-,-,-,3,2,6,3,7,4,5,2,5,1,1,3,3,-,1,4,4,-,-,-,-,2,2,2,4,2,1,2,4,-,-,1,-,-
S00135858,57.16551615,-2.142443957,64,33,31,2,1,6,-,-,2,4,4,-,3,2,2,10,4,3,-,6,4,4,4,-,-,5,-,-,2,4,4,-,1,2,2,6,-,2,-,3,2,2,1
S00135859,57.16569525,-2.095817186,75,36,39,3,1,2,-,-,2,7,7,8,6,13,2,3,4,1,8,3,3,-,3,3,1,-,-,-,2,6,-,3,3,4,1,3,3,1,2,1,1,-,1
S00135860,57.16545256,-2.150727476,139,69,67,11,18,22,2,10,8,6,4,13,4,12,6,8,8,-,2,3,-,-,4,5,5,8,1,4,6,3,3,10,3,7,5,2,8,-,1,3,-,-,1
S00135861,57.16531085,-2.133084699,101,56,45,1,4,4,2,-,-,1,5,9,7,-,5,9,7,8,6,15,8,5,10,1,3,1,2,-,-,-,1,6,2,1,3,3,3,3,3,4,3,5,7
S00135862,57.16266141,-2.155973665,84,45,39,2,6,4,1,2,-,-,8,7,5,8,7,7,3,4,5,9,1,2,3,3,3,1,-,-,-,1,2,4,2,6,4,2,1,2,6,3,1,1,-
S00135863,57.16590772,-2.167230929,95,48,47,7,10,5,-,1,-,2,5,6,8,8,7,7,11,5,2,7,2,1,-,5,5,-,-,1,-,-,4,1,3,5,4,3,5,4,4,3,2,1,-
S00135864,57.16487522,-2.119690432,90,44,46,4,8,5,-,1,5,10,3,3,5,7,5,3,9,3,5,4,4,6,2,-,2,3,-,1,-,5,-,-,5,2,3,-,5,2,2,3,4,5,1
S00135865,57.16546557,-2.122304788,94,48,46,2,1,2,-,3,2,13,8,3,2,9,6,13,6,7,10,1,1,2,2,-,-,-,-,-,-,11,3,1,2,8,1,6,2,5,7,-,-,2,2
S00135866,57.16524089,-2.112846392,106,61,45,2,13,17,2,7,4,10,6,10,10,9,5,6,-,5,4,-,-,-,-,2,8,10,2,5,3,6,2,6,6,3,5,5,-,2,-,-,-,-,-
S00135867,57.16527188,-2.118203623,104,50,54,5,6,4,-,1,3,8,5,19,7,6,9,6,9,9,2,-,4,-,3,2,4,-,-,1,3,-,2,11,4,2,5,4,2,6,-,-,3,-,3
S00135868,57.16474541,-2.123856615,118,65,53,5,4,3,2,3,2,16,16,14,8,6,5,2,15,6,6,4,-,3,-,5,3,1,2,1,-,10,6,8,4,4,1,3,8,4,4,-,-,2,-
S00135869,57.16437283,-2.128104597,77,35,42,2,4,9,1,-,1,5,3,-,3,4,6,3,5,11,7,3,4,2,-,2,4,3,-,-,-,4,-,1,1,2,5,1,4,4,4,1,4,-,-
S00135870,57.16482526,-2.115490591,74,28,43,-,-,-,-,1,-,13,10,11,6,7,9,5,2,3,2,1,2,1,-,-,-,-,-,1,-,6,4,4,2,2,5,2,2,1,2,1,1,-,-
S00135871,57.16394797,-2.112148027,185,85,100,17,16,18,1,2,8,33,23,14,9,10,14,15,8,2,3,2,-,-,-,4,14,10,1,2,6,6,5,7,2,4,12,4,3,-,2,1,-,-,-
S00135872,57.16487478,-2.1376135,92,49,43,1,2,1,1,-,-,1,3,2,-,-,3,1,2,11,16,14,15,5,13,-,-,2,-,-,-,-,2,2,-,-,2,-,2,7,12,5,5,4,7
S00135873,57.16558412,-2.167394811,119,56,63,6,7,8,-,4,-,3,7,7,6,4,10,11,10,13,12,6,2,2,2,3,4,2,-,-,-,3,3,2,4,3,4,4,4,4,6,4,-,2,-
S00135874,57.1650212,-2.126536089,118,60,59,4,8,6,-,1,1,14,14,26,10,6,4,8,3,5,8,4,-,1,2,3,3,4,-,1,-,12,7,11,3,4,3,4,-,5,3,4,-,-,2
S00135875,57.16465301,-2.171722535,131,65,64,12,11,9,1,2,5,7,6,11,9,11,9,12,12,7,2,5,-,-,2,2,8,1,1,-,3,5,2,7,3,6,6,8,7,2,-,2,-,-,2
S00135876,57.16506593,-2.143384677,107,54,53,5,10,6,1,3,2,9,7,4,6,4,8,7,8,10,8,3,5,2,-,2,10,6,-,-,-,5,-,1,-,3,6,1,4,3,3,-,4,-,-
S00135877,57.16418916,-2.148043836,160,94,66,13,12,11,4,2,-,16,7,9,16,7,7,9,6,12,9,9,10,2,2,8,7,6,-,2,-,5,4,5,11,2,6,6,1,10,5,5,6,2,-
S00135878,57.16447349,-2.126286204,156,78,73,8,7,5,3,4,7,28,19,10,19,13,11,9,2,5,2,-,2,-,1,4,4,3,1,-,4,15,14,6,7,7,6,4,2,3,-,-,2,-,1
S00135879,57.1652694,-2.167624868,86,46,39,1,2,10,-,1,4,5,4,3,10,7,9,-,8,8,4,3,4,3,-,1,-,7,-,-,2,4,3,2,5,4,2,1,2,2,2,2,2,1,-
S00135880,57.16397558,-2.10080593,190,97,93,8,8,1,-,1,30,61,19,29,11,9,-,1,7,2,2,2,1,-,-,2,2,1,-,1,16,36,7,19,5,5,-,-,2,2,-,-,1,-,-
S00135881,57.16346563,-2.159349906,118,57,61,4,7,8,-,3,-,7,10,9,9,6,8,8,9,8,12,5,3,2,-,2,1,4,-,1,-,1,1,5,5,1,5,2,7,4,6,4,3,2,-
S00135882,57.16456346,-2.164827412,107,61,46,6,9,4,5,3,5,7,4,4,7,12,6,10,9,2,7,4,2,-,-,3,6,4,3,3,4,6,3,1,4,8,6,5,2,1,4,4,1,-,-
S00135883,57.16398017,-2.164361866,75,44,31,6,5,2,1,1,-,2,3,4,5,1,7,2,8,6,7,6,2,4,2,3,3,-,-,1,-,1,3,1,2,-,5,1,6,3,5,6,-,-,2
S00135884,57.16461063,-2.156048021,71,37,34,1,5,2,1,-,1,3,1,2,4,4,5,9,6,8,4,5,5,1,1,1,4,3,-,-,-,1,-,1,2,1,3,8,3,5,2,3,2,1,1
S00135885,57.16524038,-2.091450937,80,36,42,-,-,-,-,-,-,8,6,5,8,5,3,7,14,6,6,2,4,-,4,-,-,-,-,-,-,5,4,1,3,1,-,2,9,2,2,1,1,-,3
S00135886,57.16427583,-2.134932774,86,49,37,1,3,4,-,-,2,7,4,4,3,7,7,8,5,7,3,5,3,4,3,-,2,4,-,-,2,4,5,2,4,3,2,5,3,5,2,2,2,4,-
S00135887,57.16507584,-2.095269948,65,23,43,-,-,-,-,-,3,11,7,9,-,8,1,4,5,5,5,-,-,2,5,-,-,-,-,-,-,2,2,6,1,2,1,3,3,3,-,-,-,-,1
S00135888,57.16511709,-2.110646952,106,60,46,16,-,4,2,-,-,22,14,2,8,8,4,7,4,8,2,3,-,-,2,8,-,2,-,-,-,14,11,-,5,4,-,5,4,1,-,4,-,-,-
S00135889,57.16361426,-2.216060979,75,40,35,1,5,7,2,1,2,2,2,3,1,7,11,4,12,7,3,-,-,2,-,1,3,5,1,1,-,3,2,1,1,6,4,-,4,5,-,-,-,1,-
S00135890,57.16473972,-2.16739099,91,50,40,2,7,8,-,2,-,3,6,3,6,7,7,4,19,1,2,5,1,3,7,1,4,6,-,-,-,3,2,3,4,2,3,1,12,-,1,2,1,3,3
S00135891,57.16457792,-2.160611287,82,46,36,5,7,3,-,3,1,4,4,7,6,2,7,11,8,3,4,5,-,1,-,4,3,3,-,1,-,3,-,4,2,2,5,7,4,2,3,2,-,-,-
S00135892,57.16430749,-2.130485259,116,61,55,6,4,5,2,-,1,9,3,6,3,9,5,14,7,9,8,12,3,1,7,4,1,4,2,-,-,5,2,3,2,5,2,5,5,4,5,7,3,-,3
S00135893,57.16358324,-2.118032888,110,59,51,4,6,5,3,3,6,9,6,-,9,12,7,8,10,10,7,4,5,-,2,4,4,4,-,2,6,7,2,-,7,8,2,5,5,2,2,1,2,-,1
S00135894,57.16287948,-2.161116445,114,64,50,3,8,2,-,2,3,5,9,8,1,4,6,6,9,13,11,10,3,3,4,3,5,1,-,-,3,4,6,4,3,3,2,4,4,8,5,8,2,2,3
S00135895,57.16489018,-2.091268194,164,63,101,18,7,4,5,-,3,2,13,18,18,11,15,11,13,11,2,3,4,4,-,8,4,3,1,-,-,2,6,11,7,1,10,3,5,4,-,1,2,-,-
S00135896,57.16469335,-2.090176457,148,48,100,6,4,4,-,3,2,6,18,25,6,20,14,7,5,10,5,4,6,4,4,2,-,-,-,2,-,1,9,4,1,6,5,3,1,4,1,-,3,2,1
S00135897,57.1647031,-2.089101763,147,66,81,5,4,11,2,2,4,16,5,2,24,19,22,7,13,5,4,7,-,-,3,-,3,4,2,1,4,8,2,2,10,7,5,1,4,3,4,4,-,-,1
S00135898,57.16403385,-2.14253745,115,63,52,3,4,6,2,2,4,6,6,10,6,6,7,9,19,9,5,5,2,-,3,2,6,5,2,-,2,4,3,7,3,3,2,6,11,2,1,3,-,-,2
S00135899,57.16405687,-2.11090832,94,46,48,3,7,9,2,2,-,14,7,4,9,7,7,7,5,-,1,-,-,-,-,2,3,6,2,3,-,3,-,2,5,5,5,4,2,-,1,-,-,-,-
S00135900,57.16464517,-2.09459094,123,75,47,1,1,2,-,-,7,34,15,9,5,7,6,7,6,3,3,6,6,3,-,3,1,2,-,-,7,22,10,7,4,5,3,3,3,1,3,4,3,1,-
S00135901,57.16412762,-2.146902753,109,56,54,1,4,11,-,6,5,1,10,5,12,10,6,7,5,5,6,5,8,6,-,2,-,7,-,2,3,1,7,-,7,4,1,3,1,2,4,3,2,3,1
S00135902,57.16389127,-2.156623668,89,42,47,5,7,2,2,1,4,-,3,8,7,9,8,8,6,3,2,4,2,3,2,2,4,1,-,-,-,-,2,4,3,4,5,5,3,3,1,4,2,1,1
S00135903,57.16381387,-2.111420136,117,67,54,7,10,8,1,4,9,17,4,5,6,16,12,5,4,4,1,2,-,-,1,4,7,6,1,-,6,10,-,5,3,8,7,-,2,1,-,2,-,-,-
S00135904,57.16197638,-2.142860179,77,42,35,-,7,7,2,2,3,10,-,3,3,4,8,7,2,4,-,8,1,4,1,-,5,5,2,-,1,5,-,-,-,4,6,4,1,1,-,4,-,3,-
S00135905,57.16385057,-2.137741959,78,43,45,6,2,5,1,1,5,-,5,7,10,3,4,6,12,5,7,6,2,-,-,2,-,2,-,1,-,-,1,4,2,1,-,4,7,3,4,4,2,-,-
S00135906,57.16414206,-2.134022923,64,28,35,2,2,6,1,-,-,-,2,9,7,9,3,1,5,-,5,6,3,4,-,1,2,2,-,-,-,-,2,5,3,4,2,-,-,-,2,3,-,5,-
S00135907,57.16287527,-2.116228497,97,38,62,-,1,-,-,-,7,38,15,4,3,-,3,8,2,6,3,1,1,-,-,-,-,-,-,-,-,12,9,2,1,-,1,4,4,5,1,-,1,-,-
S00135908,57.16398407,-2.168197727,109,56,51,6,5,4,3,2,4,9,4,4,9,11,4,11,7,8,7,5,2,2,-,2,3,1,1,2,4,5,1,-,5,6,2,7,4,6,4,-,2,2,-
S00135909,57.16401246,-2.160245088,70,35,32,3,2,7,-,-,3,4,3,4,3,4,3,10,5,4,5,1,-,2,1,3,2,4,-,1,1,1,3,4,2,3,1,8,4,3,2,-,-,-,1
S00135910,57.16349335,-2.135822732,74,30,44,1,1,6,-,1,1,3,7,5,3,3,7,5,10,1,9,4,1,3,2,1,-,1,-,-,-,3,1,2,1,2,4,1,4,-,5,2,1,2,-
S00135911,57.16364375,-2.16055763,121,64,53,6,13,11,4,-,4,-,3,11,14,17,10,5,5,7,5,5,3,-,-,4,5,7,2,-,1,-,4,9,7,6,4,2,4,2,4,2,2,-,-
S00135912,57.16429459,-2.125525032,120,50,70,4,3,4,1,3,7,24,22,18,9,6,6,1,5,4,-,2,1,-,1,1,2,-,1,-,2,10,10,4,6,2,4,1,3,2,-,1,1,-,-
S00135913,57.16337008,-2.124794418,127,55,72,7,9,7,-,4,2,20,15,14,12,9,15,9,2,4,1,-,-,-,-,1,5,1,-,-,1,9,3,9,6,6,4,4,-,3,-,-,-,-,-
S00135914,57.16266075,-2.12446136,121,60,61,6,12,6,1,2,-,11,9,17,8,13,4,10,2,6,4,2,6,3,-,1,7,2,-,1,-,9,2,9,4,7,-,8,2,3,2,-,3,2,-
S00135915,57.16376068,-2.120364705,131,61,70,2,1,-,1,-,4,28,9,1,3,5,8,4,10,8,10,18,10,6,6,2,-,-,1,-,-,7,5,1,-,-,2,3,3,6,10,9,5,2,3
S00135916,57.16374693,-2.125225566,103,52,51,8,7,1,1,-,1,10,15,8,17,6,7,1,2,1,7,4,1,1,-,6,5,-,1,-,-,6,7,6,8,2,3,-,-,1,3,2,1,-,-
S00135917,57.16312682,-2.171054113,147,78,65,10,5,6,2,4,-,6,10,16,14,12,15,3,8,-,10,6,6,6,-,2,6,6,1,-,-,3,6,10,3,4,8,4,5,-,5,4,1,3,-
S00135918,57.16310722,-2.172244429,120,68,52,6,10,9,4,6,1,5,9,11,7,9,7,10,3,3,6,6,5,1,1,5,5,7,2,4,-,3,1,7,4,5,6,7,3,1,4,2,5,1,1
S00135919,57.16372013,-2.133773389,89,47,42,2,3,10,-,4,-,8,3,6,-,4,5,4,11,10,4,4,5,2,2,-,4,3,-,2,-,4,2,2,-,2,4,1,5,5,3,-,2,2,2
S00135920,57.16305573,-2.163746023,126,66,60,8,10,8,-,-,1,-,11,15,9,6,1,11,9,12,4,10,6,1,5,6,4,2,-,-,1,-,3,7,5,1,1,5,3,6,2,3,3,1,5
S00135921,57.16263115,-2.143722435,121,59,65,5,11,6,2,3,1,7,6,9,10,7,10,19,6,3,6,6,2,3,1,2,4,4,2,-,1,4,3,7,8,1,5,9,2,2,4,3,-,2,-
S00135922,57.16238154,-2.222369432,135,71,64,9,14,9,-,4,4,4,2,4,11,8,11,14,16,4,7,4,-,2,4,5,8,4,-,2,3,-,1,1,6,7,6,7,8,-,5,-,-,2,2
S00135923,57.16138429,-2.094665256,209,101,110,3,3,2,1,3,28,60,40,17,10,5,5,1,4,7,13,1,1,-,-,2,3,2,1,-,17,33,18,7,6,3,1,1,2,6,1,1,-,-,-
S00135924,57.1631094,-2.156901425,99,51,46,5,2,4,-,-,-,8,12,4,5,5,6,9,9,7,6,7,7,1,-,2,2,1,-,-,-,3,6,1,3,2,3,5,6,4,2,5,5,-,-
S00135925,57.16287932,-2.146616728,81,41,37,3,9,5,5,4,2,4,3,1,10,9,8,3,4,6,1,1,2,-,2,2,6,3,1,2,1,2,1,1,4,4,3,2,4,3,-,-,2,-,2
S00135926,57.16242045,-2.139389942,97,52,45,3,3,2,1,3,1,8,4,1,3,3,8,5,6,3,2,10,8,8,17,1,1,-,-,1,-,5,3,-,3,1,2,1,3,-,1,4,5,6,12
S00135927,57.16266595,-2.128214416,126,60,66,4,5,4,-,1,5,5,3,4,4,9,17,12,8,4,3,15,8,8,8,-,-,2,-,1,2,3,-,2,3,3,6,6,3,4,3,3,4,6,6
S00135928,57.16283598,-2.099248693,86,45,41,2,7,5,2,2,3,26,7,3,2,10,5,-,-,5,-,-,1,-,-,2,4,2,1,-,3,15,5,2,2,7,-,-,-,1,-,1,-,-,-
S00135929,57.16312306,-2.120180762,64,27,37,2,1,4,1,-,-,1,10,6,1,4,6,5,2,5,7,-,3,1,2,-,-,1,1,-,-,1,9,4,-,2,1,-,4,1,2,-,1,1,2
S00135930,57.1629454,-2.218437878,140,73,69,7,6,10,5,4,3,1,6,-,8,11,17,22,14,9,7,1,3,-,-,5,5,6,4,-,-,1,4,-,5,6,11,8,8,5,4,-,3,-,-
S00135931,57.16227062,-2.136777158,120,64,53,5,5,12,1,2,2,10,1,4,10,17,4,17,5,-,6,6,8,3,2,2,4,6,1,2,2,5,-,3,7,8,4,8,-,1,4,3,5,2,2
S00135932,57.1630662,-2.169383959,103,45,58,5,10,17,7,11,8,8,2,1,9,8,9,3,1,1,1,4,2,-,-,-,7,7,4,-,2,2,-,-,7,1,6,-,1,1,1,-,2,-,-
S00135933,57.16278178,-2.12011352,131,71,60,5,2,2,2,4,-,7,9,13,10,8,4,5,21,10,10,9,6,5,-,2,1,4,-,1,-,3,4,8,6,5,1,5,15,5,3,3,1,2,-
S00135934,57.16260335,-2.10893651,121,52,69,3,2,1,-,1,4,24,28,19,4,5,-,2,6,5,6,5,2,-,-,-,-,-,-,-,4,11,14,6,1,2,-,-,1,2,3,-,1,-,-
S00135935,57.16201727,-2.130063854,102,50,52,1,6,3,-,-,-,2,1,6,9,11,7,7,12,8,9,10,8,6,2,1,-,2,-,-,-,-,1,4,6,4,4,5,2,3,6,5,1,3,1
