OA_Code,Latitude,Longitude,Constituency
S00144650,55.92413861,-3.271252986,Edinburgh South West
S00144651,55.92515004,-3.179535853,Edinburgh South
S00144652,55.92497708,-3.223060816,Edinburgh South
S00144653,55.92417854,-3.282136739,Edinburgh South West
S00144654,55.92394716,-3.200799711,Edinburgh South
S00144655,55.92491689,-3.217345573,Edinburgh South
S00144656,55.92543067,-3.12061826,Edinburgh East
S00144657,55.92383681,-3.237363897,Edinburgh South West
S00144658,55.92442289,-3.20636765,Edinburgh South
S00144659,55.92437428,-3.223137847,Edinburgh South
S00144660,55.92375901,-3.278410089,Edinburgh South West
S00144661,55.92464186,-3.175359486,Edinburgh South
S00144662,55.92292054,-3.3866282,Edinburgh West
S00144663,55.9236624,-3.262515562,Edinburgh South West
S00144664,55.92303412,-3.217830642,Edinburgh South
S00144665,55.9239137,-3.257274602,Edinburgh South West
S00144666,55.92360793,-3.273043989,Edinburgh South West
S00144667,55.92508746,-3.122784848,Edinburgh East
S00144668,55.92365757,-3.242671279,Edinburgh South West
S00144669,55.92393338,-3.209553109,Edinburgh South
S00144670,55.92363839,-3.27096455,Edinburgh South West
S00144671,55.92535122,-3.117495238,Edinburgh East
S00144672,55.92477993,-3.123992221,Edinburgh East
S00144673,55.92443222,-3.219106772,Edinburgh South
S00144674,55.92188804,-3.388943756,Edinburgh West
S00144675,55.92474342,-3.11714167,Edinburgh East
S00144676,55.92363779,-3.274501274,Edinburgh South West
S00144677,55.92374383,-3.219661275,Edinburgh South
S00144678,55.92299584,-3.281809627,Edinburgh South West
S00144679,55.92349558,-3.25950152,Edinburgh South West
S00144680,55.9239528,-3.211234066,Edinburgh South
S00144681,55.92328419,-3.225231919,Edinburgh South West
S00144682,55.92469521,-3.125398074,Edinburgh East
S00144683,55.92315664,-3.253089274,Edinburgh South West
S00144684,55.92266253,-3.164273683,Edinburgh South
S00144685,55.92442599,-3.16971973,Edinburgh South
S00144686,55.92342797,-3.25556253,Edinburgh South West
S00144687,55.92111934,-3.394149113,Edinburgh West
S00144688,55.92131926,-3.236627573,Edinburgh South West
S00144689,55.92411279,-3.152426715,Edinburgh South
S00144690,55.92269549,-3.256018931,Edinburgh South West
S00144691,55.92263716,-3.20152733,Edinburgh South
S00144692,55.9236614,-3.210712872,Edinburgh South
S00144693,55.92451371,-3.119679599,Edinburgh East
S00144694,55.92162022,-3.377588191,Edinburgh West
S00144695,55.923647,-3.223082929,Edinburgh South
S00144696,55.92056107,-3.222569674,Edinburgh South
S00144697,55.90139013,-3.124067279,Edinburgh South
S00144698,55.92257716,-3.252638494,Edinburgh South West
S00144699,55.92295435,-3.284928863,Edinburgh South West
S00144700,55.92301413,-3.257373497,Edinburgh South West
S00144701,55.92285744,-3.264777819,Edinburgh South West
S00144702,55.924183,-3.121462427,Edinburgh East
S00144703,55.922903,-3.277773786,Edinburgh South West
S00144704,55.92186752,-3.383582048,Edinburgh West
S00144705,55.92252157,-3.263358624,Edinburgh South West
S00144706,55.92116799,-3.383461105,Edinburgh West
S00144707,55.92284668,-3.260568675,Edinburgh South West
S00144708,55.92205448,-3.239467452,Edinburgh South West
S00144709,55.92285977,-3.155734105,Edinburgh South
S00144710,55.92159986,-3.383412482,Edinburgh West
S00144711,55.9222101,-3.285640363,Edinburgh South West
S00144712,55.92302534,-3.24121077,Edinburgh South West
S00144713,55.92020577,-3.393092168,Edinburgh West
S00144714,55.92273063,-3.220349576,Edinburgh South
S00144715,55.92228659,-3.274824986,Edinburgh South West
S00144716,55.92330531,-3.22129582,Edinburgh South
S00144717,55.92181786,-3.288779897,Edinburgh South West
S00144718,55.92122628,-3.387863909,Edinburgh West
S00144719,55.92325523,-3.205403192,Edinburgh South
S00144720,55.92336321,-3.222705917,Edinburgh South
S00144721,55.92274658,-3.210540319,Edinburgh South
S00144722,55.92344882,-3.211314362,Edinburgh South
S00144723,55.92369544,-3.121720396,Edinburgh East
S00144724,55.92274323,-3.209051949,Edinburgh South
S00144725,55.92208802,-3.261824261,Edinburgh South West
S00144726,55.92257971,-3.212887527,Edinburgh South
S00144727,55.92216867,-3.246848339,Edinburgh South West
S00144728,55.92052073,-3.381885816,Edinburgh West
S00144729,55.9206576,-3.385699259,Edinburgh West
S00144730,55.92298641,-3.222646042,Edinburgh South
S00144731,55.92158055,-3.27705816,Edinburgh South West
S00144732,55.92204533,-3.283346516,Edinburgh South West
S00144733,55.92289604,-3.153782843,Edinburgh South
S00144734,55.92287441,-3.212160599,Edinburgh South
S00144735,55.92164394,-3.243646995,Edinburgh South West
S00144736,55.92282281,-3.166326847,Edinburgh South
S00144737,55.91741688,-3.249351894,Edinburgh South West
S00144738,55.92282523,-3.151748388,Edinburgh South
S00144739,55.92216384,-3.260562509,Edinburgh South West
S00144740,55.92141421,-3.292143024,Edinburgh South West
S00144741,55.92289331,-3.211153005,Edinburgh South
S00144742,55.92288571,-3.158711398,Edinburgh South
S00144743,55.92206865,-3.280242755,Edinburgh South West
S00144744,55.92181437,-3.285675267,Edinburgh South West
S00144745,55.92106587,-3.258974643,Edinburgh South West
S00144746,55.92270409,-3.150288547,Edinburgh South
S00144747,55.9213153,-3.294716128,Edinburgh South West
S00144748,55.92169079,-3.272485052,Edinburgh South West
S00144749,55.92136535,-3.281339737,Edinburgh South West
S00144750,55.92101332,-3.265853911,Edinburgh South West
S00144751,55.92184808,-3.217825447,Edinburgh South
S00144752,55.92081939,-3.254069989,Edinburgh South West
S00144753,55.91733424,-3.314264433,Edinburgh South West
S00144754,55.92216932,-3.219867858,Edinburgh South
S00144755,55.92153388,-3.274624245,Edinburgh South West
S00144756,55.92113954,-3.288341321,Edinburgh South West
S00144757,55.92162892,-3.206312848,Edinburgh South
S00144758,55.92116073,-3.210986947,Edinburgh South
S00144759,55.92217278,-3.210410411,Edinburgh South
S00144760,55.91999292,-3.385675539,Edinburgh West
S00144761,55.92237624,-3.15842415,Edinburgh South
S00144762,55.92194409,-3.222645225,Edinburgh South
S00144763,55.92007903,-3.274544485,Edinburgh South West
S00144764,55.92187227,-3.211729251,Edinburgh South
S00144765,55.92155849,-3.210743314,Edinburgh South
S00144766,55.92075429,-3.276150865,Edinburgh South West
S00144767,55.92124513,-3.291129245,Edinburgh South West
S00144768,55.92049471,-3.281246999,Edinburgh South West
S00144769,55.92150189,-3.261149112,Edinburgh South West
S00144770,55.92110618,-3.279474913,Edinburgh South West
S00144771,55.92154744,-3.216423811,Edinburgh South
S00144772,55.92083752,-3.282842531,Edinburgh South West
S00144773,55.92065829,-3.265426282,Edinburgh South West
S00144774,55.92091164,-3.285213316,Edinburgh South West
S00144775,55.92117751,-3.273460377,Edinburgh South West
S00144776,55.92028603,-3.29689009,Edinburgh South West
S00144777,55.92161297,-3.150704286,Edinburgh South
S00144778,55.92019362,-3.246672906,Edinburgh South West
S00144779,55.92203423,-3.148892493,Edinburgh South
S00144780,55.92135884,-3.21459364,Edinburgh South
S00144781,55.92116805,-3.221164586,Edinburgh South
S00144782,55.92017096,-3.283860637,Edinburgh South West
S00144783,55.92176611,-3.164998914,Edinburgh South
S00144784,55.9212833,-3.153286861,Edinburgh South
S00144785,55.92083555,-3.293339939,Edinburgh South West
S00144786,55.92032369,-3.278681033,Edinburgh South West
S00144787,55.9216526,-3.156066226,Edinburgh South
S00144788,55.92017867,-3.298550712,Edinburgh South West
S00144789,55.92132038,-3.222113512,Edinburgh South
S00144790,55.92200858,-3.157389025,Edinburgh South
S00144791,55.92085601,-3.271529567,Edinburgh South West
S00144792,55.92094422,-3.212900448,Edinburgh South
S00144793,55.92031309,-3.296026883,Edinburgh South West
S00144794,55.91998863,-3.244730107,Edinburgh South West
S00144795,55.91881496,-3.164462345,Edinburgh South
S00144796,55.92069162,-3.273524452,Edinburgh South West
S00144797,55.92133938,-3.14824785,Edinburgh South
S00144798,55.91990987,-3.286492311,Edinburgh South West
S00144799,55.91992344,-3.277419709,Edinburgh South West
S00144800,55.92033832,-3.205056612,Edinburgh South
S00144801,55.92054453,-3.28508915,Edinburgh South West
S00144802,55.91961342,-3.28131393,Edinburgh South West
S00144803,55.92050475,-3.16155268,Edinburgh South
S00144804,55.91908736,-3.267023241,Edinburgh South West
S00144805,55.92067664,-3.219068869,Edinburgh South
S00144806,55.9203076,-3.158634466,Edinburgh South
S00144807,55.91738356,-3.29775321,Edinburgh South West
S00144808,55.91933092,-3.290297519,Edinburgh South West
S00144809,55.92049933,-3.21427872,Edinburgh South
S00144810,55.92038017,-3.210866592,Edinburgh South
S00144811,55.92089689,-3.152331268,Edinburgh South
S00144812,55.91935453,-3.267255981,Edinburgh South West
S00144813,55.91998955,-3.296032086,Edinburgh South West
S00144814,55.91878708,-3.241811358,Edinburgh South West
S00144815,55.92105473,-3.167057839,Edinburgh South
S00144816,55.92066573,-3.152068378,Edinburgh South
S00144817,55.91954065,-3.284847905,Edinburgh South West
S00144818,55.91920794,-3.290885492,Edinburgh South West
S00144819,55.91935558,-3.279321222,Edinburgh South West
S00144820,55.91503443,-3.15082936,Edinburgh South
S00144821,55.91995829,-3.219926411,Edinburgh South
S00144822,55.91955422,-3.294705414,Edinburgh South West
S00144823,55.91979329,-3.149274232,Edinburgh South
S00144824,55.92053049,-3.149232044,Edinburgh South
S00144825,55.91952873,-3.27822281,Edinburgh South West
S00144826,55.91910937,-3.297698875,Edinburgh South West
S00144827,55.91974414,-3.211582834,Edinburgh South
S00144828,55.91766626,-3.272385178,Edinburgh South West
S00144829,55.92018647,-3.154310396,Edinburgh South
S00144830,55.91922187,-3.245025558,Edinburgh South West
S00144831,55.91884484,-3.298074069,Edinburgh South West
S00144832,55.91547154,-3.240905347,Edinburgh South West
S00144833,55.9193922,-3.294732016,Edinburgh South West
S00144834,55.91920797,-3.2848689,Edinburgh South West
S00144835,55.91804142,-3.276941772,Edinburgh South West
S00144836,55.92012998,-3.156500944,Edinburgh South
S00144837,55.91882377,-3.287240399,Edinburgh South West
S00144838,55.91882394,-3.282055948,Edinburgh South West
S00144839,55.91874835,-3.258899507,Edinburgh South West
S00144840,55.91901504,-3.292143198,Edinburgh South West
S00144841,55.91931759,-3.169261822,Edinburgh South
S00144842,55.91889658,-3.284570572,Edinburgh South West
S00144843,55.91881946,-3.279895611,Edinburgh South West
S00144844,55.91934871,-3.216146915,Edinburgh South
S00144845,55.9189903,-3.296206755,Edinburgh South West
S00144846,55.91865371,-3.262000688,Edinburgh South West
S00144847,55.9196764,-3.153127126,Edinburgh South
S00144848,55.91992795,-3.162687541,Edinburgh South
S00144849,55.91885729,-3.294330146,Edinburgh South West
S00144850,55.91911269,-3.161479038,Edinburgh South
S00144851,55.91858094,-3.291552705,Edinburgh South West
S00144852,55.91843186,-3.278282713,Edinburgh South West
S00144853,55.91836855,-3.297226083,Edinburgh South West
S00144854,55.91997874,-3.15729652,Edinburgh South
S00144855,55.91875659,-3.296214956,Edinburgh South West
S00144856,55.91757837,-3.244940866,Edinburgh South West
S00144857,55.91862899,-3.274000851,Edinburgh South West
S00144858,55.91848489,-3.290429421,Edinburgh South West
S00144859,55.91892692,-3.151600761,Edinburgh South
S00144860,55.91711445,-3.221277127,Edinburgh South
S00144861,55.91920713,-3.139832144,Edinburgh South
S00144862,55.9184577,-3.274923303,Edinburgh South West
S00144863,55.91856652,-3.275694938,Edinburgh South West
S00144864,55.91894967,-3.158753961,Edinburgh South
S00144865,55.91939449,-3.1630396,Edinburgh South
S00144866,55.91579864,-3.263523922,Edinburgh South West
S00144867,55.90938512,-3.320682477,Edinburgh South West
S00144868,55.91835702,-3.282024532,Edinburgh South West
S00144869,55.91660185,-3.2464296,Edinburgh South West
S00144870,55.91854425,-3.223882277,Edinburgh South West
S00144871,55.91643965,-3.230392073,Edinburgh South West
S00144872,55.91922214,-3.154617757,Edinburgh South
S00144873,55.91892247,-3.157825081,Edinburgh South
S00144874,55.9183119,-3.21649847,Edinburgh South
S00144875,55.91752171,-3.167239674,Edinburgh South
S00144876,55.91795822,-3.296940357,Edinburgh South West
S00144877,55.91752142,-3.294045608,Edinburgh South West
S00144878,55.91806557,-3.278078643,Edinburgh South West
S00144879,55.91229695,-3.252706908,Edinburgh South West
S00144880,55.91890384,-3.155024323,Edinburgh South
S00144881,55.91810568,-3.280272114,Edinburgh South West
S00144882,55.91695723,-3.28269835,Edinburgh South West
S00144883,55.91750947,-3.206728906,Edinburgh South
S00144884,55.91722154,-3.273682666,Edinburgh South West
S00144885,55.91546184,-3.259560972,Edinburgh South West
S00144886,55.91862867,-3.16325668,Edinburgh South
S00144887,55.91821736,-3.136090898,Edinburgh South
S00144888,55.91607239,-3.288269222,Edinburgh South West
S00144889,55.91765123,-3.217885842,Edinburgh South
S00144890,55.91876649,-3.160076587,Edinburgh South
S00144891,55.91693078,-3.263528755,Edinburgh South West
S00144892,55.91728606,-3.262180253,Edinburgh South West
S00144893,55.91790003,-3.22541406,Edinburgh South West
S00144894,55.91717319,-3.274881134,Edinburgh South West
S00144895,55.91657748,-3.280333737,Edinburgh South West
S00144896,55.91735532,-3.296168184,Edinburgh South West
S00144897,55.91856654,-3.161270691,Edinburgh South
S00144898,55.91653884,-3.28404457,Edinburgh South West
S00144899,55.91700684,-3.22487386,Edinburgh South West
S00144900,55.91689334,-3.260167419,Edinburgh South West
S00144901,55.91656848,-3.211051751,Edinburgh South
S00144902,55.918105,-3.164473058,Edinburgh South
S00144903,55.91665526,-3.276304175,Edinburgh South West
S00144904,55.91795066,-3.136755126,Edinburgh South
S00144905,55.91725416,-3.219873466,Edinburgh South
S00144906,55.91833315,-3.152639213,Edinburgh South
S00144907,55.91733287,-3.166305967,Edinburgh South
S00144908,55.91748965,-3.163030554,Edinburgh South
S00144909,55.91595499,-3.133928729,Edinburgh South
S00144910,55.91775595,-3.155742214,Edinburgh South
S00144911,55.91650758,-3.277547356,Edinburgh South West
S00144912,55.91799872,-3.139332653,Edinburgh South
S00144913,55.91621218,-3.282625741,Edinburgh South West
S00144914,55.91771168,-3.158541013,Edinburgh South
S00144915,55.91676116,-3.232386314,Edinburgh South West
S00144916,55.91751675,-3.161111294,Edinburgh South
S00144917,55.91510104,-3.141743578,Edinburgh South
S00144918,55.9148684,-3.288261285,Edinburgh South West
S00144919,55.91584285,-3.290453634,Edinburgh South West
S00144920,55.91589622,-3.295639479,Edinburgh South West
S00144921,55.91710918,-3.13738651,Edinburgh South
S00144922,55.91632579,-3.132691552,Edinburgh South
S00144923,55.91428553,-3.245347298,Edinburgh South West
S00144924,55.91701695,-3.161704365,Edinburgh South
S00144925,55.91751452,-3.139222444,Edinburgh South
S00144926,55.91722529,-3.157710479,Edinburgh South
S00144927,55.91695196,-3.132997821,Edinburgh South
S00144928,55.91612237,-3.227069986,Edinburgh South West
S00144929,55.91535696,-3.225429819,Edinburgh South West
S00144930,55.91552826,-3.1642518,Edinburgh South
S00144931,55.91538205,-3.229222577,Edinburgh South West
S00144932,55.91621253,-3.155520282,Edinburgh South
S00144933,55.91420461,-3.246240671,Edinburgh South West
S00144934,55.91619643,-3.137951779,Edinburgh South
S00144935,55.9152193,-3.293360904,Edinburgh South West
S00144936,55.91504451,-3.291179101,Edinburgh South West
S00144937,55.91467354,-3.243407787,Edinburgh South West
S00144938,55.91500338,-3.293385713,Edinburgh South West
S00144939,55.91529026,-3.212195877,Edinburgh South
S00144940,55.91649262,-3.162040685,Edinburgh South
S00144941,55.91494704,-3.294471826,Edinburgh South West
S00144942,55.91696789,-3.139062406,Edinburgh South
S00144943,55.91483587,-3.280180324,Edinburgh South West
S00144944,55.9153243,-3.206901006,Edinburgh South
S00144945,55.91448813,-3.229658271,Edinburgh South West
S00144946,55.91573832,-3.136962367,Edinburgh South
S00144947,55.91580348,-3.230211918,Edinburgh South West
S00144948,55.9144977,-3.210555195,Edinburgh South
S00144949,55.91629202,-3.159490668,Edinburgh South
S00144950,55.91594922,-3.124760627,Edinburgh South
S00144951,55.91631212,-3.141955183,Edinburgh South
S00144952,55.90722535,-3.368695357,Edinburgh West
S00144953,55.9161824,-3.156815389,Edinburgh South
S00144954,55.91646573,-3.138951677,Edinburgh South
S00144955,55.91335014,-3.237413773,Edinburgh South West
S00144956,55.91511943,-3.21948642,Edinburgh South
S00144957,55.91451665,-3.279769812,Edinburgh South West
S00144958,55.91569332,-3.155312836,Edinburgh South
S00144959,55.91432087,-3.280451341,Edinburgh South West
S00144960,55.91476723,-3.291057885,Edinburgh South West
S00144961,55.91425095,-3.288016811,Edinburgh South West
S00144962,55.91415605,-3.289357621,Edinburgh South West
S00144963,55.91518937,-3.133154396,Edinburgh South
S00144964,55.91490986,-3.227015678,Edinburgh South West
S00144965,55.90326777,-3.330519462,Edinburgh South West
S00144966,55.91561427,-3.14356664,Edinburgh South
S00144967,55.91558526,-3.161069548,Edinburgh South
S00144968,55.91057219,-3.248235856,Edinburgh South West
S00144969,55.91468415,-3.229824473,Edinburgh South West
S00144970,55.91437141,-3.27818107,Edinburgh South West
S00144971,55.9138334,-3.217782124,Edinburgh South
S00144972,55.91413803,-3.283341217,Edinburgh South West
S00144973,55.91422524,-3.144133712,Edinburgh South
S00144974,55.91247776,-3.221291321,Edinburgh South
S00144975,55.91420348,-3.161812203,Edinburgh South
S00144976,55.91362567,-3.277308568,Edinburgh South West
S00144977,55.91403152,-3.288377521,Edinburgh South West
S00144978,55.91377999,-3.168583139,Edinburgh South
S00144979,55.91445226,-3.160203712,Edinburgh South
S00144980,55.91389136,-3.282005119,Edinburgh South West
S00144981,55.91380004,-3.281282135,Edinburgh South West
S00144982,55.91382498,-3.278883057,Edinburgh South West
S00144983,55.91502161,-3.147389078,Edinburgh South
S00144984,55.91219848,-3.282349211,Edinburgh South West
S00144985,55.91460574,-3.13115345,Edinburgh South
S00144986,55.91499491,-3.15887596,Edinburgh South
S00144987,55.9149418,-3.124875447,Edinburgh South
S00144988,55.91485287,-3.133592562,Edinburgh South
S00144989,55.91444736,-3.125885079,Edinburgh South
S00144990,55.91352175,-3.27952904,Edinburgh South West
S00144991,55.91409977,-3.166128883,Edinburgh South
S00144992,55.91316432,-3.1728523,Edinburgh South
S00144993,55.91386746,-3.157418401,Edinburgh South
S00144994,55.91151914,-3.287174298,Edinburgh South West
S00144995,55.91297283,-3.27179945,Edinburgh South West
S00144996,55.91228205,-3.288975438,Edinburgh South West
S00144997,55.91360827,-3.219646962,Edinburgh South
S00144998,55.91362952,-3.282988431,Edinburgh South West
S00144999,55.91444479,-3.135948545,Edinburgh South
S00145000,55.91273511,-3.281726972,Edinburgh South West
S00145001,55.91354996,-3.211901576,Edinburgh South
S00145002,55.91429056,-3.147735464,Edinburgh South
S00145003,55.91373159,-3.140199416,Edinburgh South
S00145004,55.91407819,-3.150273054,Edinburgh South
S00145005,55.91171667,-3.275965914,Edinburgh South West
S00145006,55.91296846,-3.283478563,Edinburgh South West
S00145007,55.91402349,-3.171326324,Edinburgh South
S00145008,55.91258939,-3.271514915,Edinburgh South West
S00145009,55.91308533,-3.236045428,Edinburgh South West
S00145010,55.91329272,-3.130299273,Edinburgh South
S00145011,55.91242774,-3.127618362,Edinburgh South
S00145012,55.91272712,-3.279038895,Edinburgh South West
S00145013,55.90299515,-3.290282827,Edinburgh South West
S00145014,55.91435971,-3.139321897,Edinburgh South
S00145015,55.91425394,-3.140070757,Edinburgh South
S00145016,55.91252403,-3.27436056,Edinburgh South West
S00145017,55.911109,-3.149737185,Edinburgh South
S00145018,55.9116747,-3.265229589,Edinburgh South West
S00145019,55.9123913,-3.222760475,Edinburgh South West
S00145020,55.91197854,-3.292213083,Edinburgh South West
S00145021,55.913267,-3.225059899,Edinburgh South West
S00145022,55.91285203,-3.15167662,Edinburgh South
S00145023,55.91310456,-3.232334286,Edinburgh South West
S00145024,55.91312602,-3.23108705,Edinburgh South West
S00145025,55.91345988,-3.158718167,Edinburgh South
S00145026,55.9123455,-3.277714433,Edinburgh South West
S00145027,55.90688882,-3.176997825,Edinburgh South
S00145028,55.9136814,-3.133958345,Edinburgh South
S00145029,55.91350175,-3.128081512,Edinburgh South
S00145030,55.91311646,-3.144517018,Edinburgh South
S00145031,55.90985816,-3.283599763,Edinburgh South West
S00145032,55.91218294,-3.146345322,Edinburgh South
S00145033,55.91269799,-3.224449998,Edinburgh South West
S00145034,55.91219906,-3.232129573,Edinburgh South West
S00145035,55.91272556,-3.228898524,Edinburgh South West
S00145036,55.9125408,-3.226700858,Edinburgh South West
S00145037,55.91263131,-3.166532757,Edinburgh South
S00145038,55.91174387,-3.281134316,Edinburgh South West
S00145039,55.91268552,-3.150263808,Edinburgh South
S00145040,55.91107595,-3.262282421,Edinburgh South West
S00145041,55.91217454,-3.137561977,Edinburgh South
S00145042,55.91285086,-3.139245641,Edinburgh South
S00145043,55.91130752,-3.290222965,Edinburgh South West
S00145044,55.9109841,-3.272950195,Edinburgh South West
S00145045,55.91113644,-3.294536813,Edinburgh South West
S00145046,55.91176266,-3.279327107,Edinburgh South West
S00145047,55.91213811,-3.156902917,Edinburgh South
S00145048,55.91248982,-3.159633141,Edinburgh South
S00145049,55.9112346,-3.264335351,Edinburgh South West
S00145050,55.91085953,-3.233094958,Edinburgh South West
S00145051,55.91112632,-3.21073809,Edinburgh South
S00145052,55.91175681,-3.271215687,Edinburgh South West
S00145053,55.91209901,-3.224143143,Edinburgh South West
S00145054,55.91159582,-3.214160355,Edinburgh South
S00145055,55.91226869,-3.140012487,Edinburgh South
S00145056,55.91198071,-3.165969274,Edinburgh South
S00145057,55.91112933,-3.222256805,Edinburgh South West
S00145058,55.90951293,-3.228476942,Edinburgh South West
S00145059,55.91258464,-3.153364538,Edinburgh South
S00145060,55.9097136,-3.236258091,Edinburgh South West
S00145061,55.91002772,-3.268103531,Edinburgh South West
S00145062,55.91223586,-3.133836153,Edinburgh South
S00145063,55.91092419,-3.295921581,Edinburgh South West
S00145064,55.91125872,-3.275934873,Edinburgh South West
S00145065,55.91063179,-3.276602195,Edinburgh South West
S00145066,55.91157133,-3.224798441,Edinburgh South West
S00145067,55.9106871,-3.286826766,Edinburgh South West
S00145068,55.90982697,-3.166624513,Edinburgh South
S00145069,55.91080092,-3.265441099,Edinburgh South West
S00145070,55.91056467,-3.2933659,Edinburgh South West
S00145071,55.91140732,-3.222313547,Edinburgh South West
S00145072,55.91018303,-3.218915505,Edinburgh South West
S00145073,55.9115419,-3.140871052,Edinburgh South
S00145074,55.91091658,-3.270788236,Edinburgh South West
S00145075,55.91016705,-3.215987426,Edinburgh South
S00145076,55.91082235,-3.274688686,Edinburgh South West
S00145077,55.91160263,-3.133321727,Edinburgh South
S00145078,55.91025209,-3.274222033,Edinburgh South West
S00145079,55.91192363,-3.136514743,Edinburgh South
S00145080,55.91149575,-3.161187277,Edinburgh South
S00145081,55.91093876,-3.21700346,Edinburgh South
S00145082,55.91125783,-3.23549133,Edinburgh South West
S00145083,55.91110561,-3.144313788,Edinburgh South
S00145084,55.91126309,-3.152477404,Edinburgh South
S00145085,55.91170125,-3.130412943,Edinburgh South
S00145086,55.91033303,-3.213736938,Edinburgh South
S00145087,55.90896396,-3.286625709,Edinburgh South West
S00145088,55.91102192,-3.162836897,Edinburgh South
S00145089,55.90996476,-3.290594308,Edinburgh South West
S00145090,55.91031443,-3.138547346,Edinburgh South
S00145091,55.90958608,-3.293285325,Edinburgh South West
S00145092,55.90972275,-3.28796265,Edinburgh South West
S00145093,55.90932343,-3.134934935,Edinburgh South
S00145094,55.91064827,-3.232656308,Edinburgh South West
S00145095,55.91130407,-3.155774212,Edinburgh South
S00145096,55.91125709,-3.14638199,Edinburgh South
S00145097,55.90971804,-3.162941842,Edinburgh South
S00145098,55.9107546,-3.221989046,Edinburgh South West
S00145099,55.9097204,-3.284747042,Edinburgh South West
S00145100,55.90988779,-3.262483777,Edinburgh South West
S00145101,55.91002521,-3.220334342,Edinburgh South West
S00145102,55.91008413,-3.157465648,Edinburgh South
S00145103,55.90959133,-3.155403307,Edinburgh South
S00145104,55.91021458,-3.221172173,Edinburgh South West
S00145105,55.90927624,-3.259024456,Edinburgh South West
S00145106,55.91094679,-3.138181933,Edinburgh South
S00145107,55.90964528,-3.241263141,Edinburgh South West
S00145108,55.9111556,-3.129165225,Edinburgh South
S00145109,55.90941039,-3.231545201,Edinburgh South West
S00145110,55.91041998,-3.128056004,Edinburgh South
S00145111,55.91009688,-3.224879933,Edinburgh South West
S00145112,55.90971468,-3.223556085,Edinburgh South West
S00145113,55.90903994,-3.20633782,Edinburgh South
S00145114,55.91059402,-3.132588402,Edinburgh South
S00145115,55.90846821,-3.267716684,Edinburgh South West
S00145116,55.90963206,-3.230944323,Edinburgh South West
S00145117,55.9090182,-3.215855481,Edinburgh South
S00145118,55.91011421,-3.147532078,Edinburgh South
S00145119,55.90894106,-3.285377158,Edinburgh South West
S00145120,55.90876324,-3.288634717,Edinburgh South West
S00145121,55.9100128,-3.143945649,Edinburgh South
S00145122,55.90964995,-3.226449592,Edinburgh South West
S00145123,55.90872855,-3.204184543,Edinburgh South
S00145124,55.90832584,-3.280605669,Edinburgh South West
S00145125,55.9087762,-3.23475652,Edinburgh South West
S00145126,55.9087008,-3.234210222,Edinburgh South West
S00145127,55.90910082,-3.231951316,Edinburgh South West
S00145128,55.91050754,-3.137097219,Edinburgh South
S00145129,55.90833179,-3.151734573,Edinburgh South
S00145130,55.90839979,-3.131804575,Edinburgh South
S00145131,55.90883671,-3.229607353,Edinburgh South West
S00145132,55.90816239,-3.221523581,Edinburgh South West
S00145133,55.90933112,-3.22507975,Edinburgh South West
S00145134,55.90837208,-3.199278437,Edinburgh South
S00145135,55.90886089,-3.250404482,Edinburgh South West
S00145136,55.90841006,-3.215564499,Edinburgh South
S00145137,55.9087218,-3.225812399,Edinburgh South West
S00145138,55.90858466,-3.282501869,Edinburgh South West
S00145139,55.90993914,-3.161412703,Edinburgh South
S00145140,55.90781197,-3.273838057,Edinburgh South West
S00145141,55.9078769,-3.26667359,Edinburgh South West
S00145142,55.90855467,-3.233549699,Edinburgh South West
S00145143,55.90873538,-3.219014055,Edinburgh South West
S00145144,55.90845414,-3.134685583,Edinburgh South
S00145145,55.90908971,-3.16572253,Edinburgh South
S00145146,55.90859873,-3.207347929,Edinburgh South
S00145147,55.90656337,-3.237677489,Edinburgh South West
S00145148,55.90891916,-3.226746464,Edinburgh South West
S00145149,55.90899385,-3.135597181,Edinburgh South
S00145150,55.9083027,-3.126714784,Edinburgh South
S00145151,55.90916278,-3.139681382,Edinburgh South
S00145152,55.90894929,-3.128717166,Edinburgh South
S00145153,55.90826623,-3.284602968,Edinburgh South West
S00145154,55.90856847,-3.224063883,Edinburgh South West
S00145155,55.90755004,-3.209826803,Edinburgh South
S00145156,55.90812794,-3.257963437,Edinburgh South West
S00145157,55.90854601,-3.203555002,Edinburgh South
S00145158,55.9081283,-3.213156156,Edinburgh South
S00145159,55.90734324,-3.231591646,Edinburgh South West
S00145160,55.90894468,-3.201375744,Edinburgh South
S00145161,55.90811349,-3.130692464,Edinburgh South
S00145162,55.90829579,-3.226182883,Edinburgh South West
S00145163,55.90858304,-3.232510791,Edinburgh South West
S00145164,55.90769363,-3.250318922,Edinburgh South West
S00145165,55.90885874,-3.159732708,Edinburgh South
S00145166,55.90750301,-3.285409561,Edinburgh South West
S00145167,55.90774121,-3.147621948,Edinburgh South
S00145168,55.90838052,-3.157078955,Edinburgh South
S00145169,55.90721808,-3.251135437,Edinburgh South West
S00145170,55.90796924,-3.168280369,Edinburgh South
S00145171,55.90676926,-3.243106808,Edinburgh South West
S00145172,55.90745959,-3.226236474,Edinburgh South West
S00145173,55.9072654,-3.280618703,Edinburgh South West
S00145174,55.90786276,-3.212747946,Edinburgh South
S00145175,55.90757906,-3.232270982,Edinburgh South West
S00145176,55.90824166,-3.161329961,Edinburgh South
