OA_Code,Latitude,Longitude
S00135641,57.1744023945638,-2.1885047356454317
S00135642,57.17418846855623,-2.112261798674609
S00135643,57.17352044661503,-2.1158650645634993
S00135644,57.173756319856366,-2.122861445552079
S00135645,57.174360279118154,-2.1925729801636944
S00135646,57.17389579763759,-2.190850584207931
S00135647,57.173331330266336,-2.1898884678776103
S00135648,57.17449621704645,-2.119456976384202
S00135649,57.174118237054294,-2.120183440661077
S00135650,57.17406269338944,-2.1218867045692917
S00135651,57.172393862891845,-2.128860047925306
S00135652,57.17336818969924,-2.124745485781512
S00135653,57.17334505926435,-2.1111511919711914
S00135654,57.17390569906397,-2.1169577954127576
S00135655,57.17361496974615,-2.153307620141279
S00135656,57.17402043569013,-2.11912467284335
S00135657,57.17358582196544,-2.1131364860165696
S00135658,57.173158902013945,-2.1439948909642195
S00135659,57.17381498575788,-2.117900184848431
S00135660,57.173634467242906,-2.118809204664757
S00135661,57.17279697147503,-2.192746755883443
S00135662,57.17317133488446,-2.1561172250135536
S00135663,57.172553078954564,-2.1877180408693793
S00135664,57.17345283034073,-2.1208758736929347
S00135665,57.17293056302604,-2.139379956323248
S00135666,57.17283396613625,-2.186098765156244
S00135667,57.17069452017552,-2.1541058148644145
S00135668,57.17181452615115,-2.1490500685778255
S00135669,57.1716757592309,-2.1192494129975277
S00135670,57.172635464535986,-2.111082906783975
S00135671,57.17255911334523,-2.1253546471672844
S00135672,57.172817330694365,-2.1361546691320847
S00135673,57.17227016564573,-2.190660283188932
S00135674,57.17237401119953,-2.1217653725134817
S00135675,57.172042570699944,-2.12080511164913
S00135676,57.172596658100005,-2.1325155743451596
S00135677,57.17228194040836,-2.141031261493049
S00135678,57.17214801426537,-2.123219922823201
S00135679,57.167989637447945,-2.102453904161212
S00135680,57.172101208093956,-2.157038802885815
S00135681,57.17252464327315,-2.092725831682318
S00135682,57.17200363077146,-2.188707496139556
S00135683,57.172070804329245,-2.119465673978889
S00135684,57.171385890411415,-2.1121375247008967
S00135685,57.17223955856177,-2.1612729888197904
S00135686,57.17222000215955,-2.0916666689413184
S00135687,57.17228692290741,-2.1365330782137444
S00135688,57.171850273046545,-2.189136684295111
S00135689,57.17225588059659,-2.11364507624679
S00135690,57.171639916222986,-2.136745672454514
S00135691,57.17187742766817,-2.093319550125505
S00135692,57.172158602179515,-2.111941420311661
S00135693,57.1710031225241,-2.1587539813238785
S00135694,57.1717575347435,-2.191054535656564
S00135695,57.171184124588294,-2.1259453163873148
S00135696,57.17088742813347,-2.095797579804612
S00135697,57.17157343902616,-2.1317181212354286
S00135698,57.1694393768,-2.1089731982812028
S00135699,57.171552012050086,-2.164990857516449
S00135700,57.17157921033136,-2.1505209303769486
S00135701,57.17149503604049,-2.160442883671132
S00135702,57.170364076471365,-2.166639223422919
S00135703,57.171556857131485,-2.1303950877282327
S00135704,57.17170356325222,-2.127501587338261
